Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen,Otwarcie_hg,Najwyzszy_hg,Najnizszy_hg,Zamkniecie_hg,Wolumen_hg,LOP,Otwarcie_btcusd_d,Najwyzszy_btcusd_d,Najnizszy_btcusd_d,Zamkniecie_btcusd_d,Otwarcie_swig80_d,Najwyzszy_swig80_d,Najnizszy_swig80_d,Zamkniecie_swig80_d,Wolumen_swig80_d,Otwarcie_ndq_d,Najwyzszy_ndq_d,Najnizszy_ndq_d,Zamkniecie_ndq_d,Wolumen_ndq_d,Otwarcie_gbpeur_d,Najwyzszy_gbpeur_d,Najnizszy_gbpeur_d,Zamkniecie_gbpeur_d,Otwarcie_jpypln_d,Najwyzszy_jpypln_d,Najnizszy_jpypln_d,Zamkniecie_jpypln_d,Otwarcie_usdpln_d,Najwyzszy_usdpln_d,Najnizszy_usdpln_d,Zamkniecie_usdpln_d,Otwarcie_chfpln_d,Najwyzszy_chfpln_d,Najnizszy_chfpln_d,Zamkniecie_chfpln_d,Otwarcie_wig_d,Najwyzszy_wig_d,Najnizszy_wig_d,Zamkniecie_wig_d,Wolumen_wig_d,Otwarcie_spx_d,Najwyzszy_spx_d,Najnizszy_spx_d,Zamkniecie_spx_d,Wolumen_spx_d,Otwarcie_mwig40_d,Najwyzszy_mwig40_d,Najnizszy_mwig40_d,Zamkniecie_mwig40_d,Wolumen_mwig40_d,Otwarcie_gbppln_d,Najwyzszy_gbppln_d,Najnizszy_gbppln_d,Zamkniecie_gbppln_d,Otwarcie_ftse250_d,Najwyzszy_ftse250_d,Najnizszy_ftse250_d,Zamkniecie_ftse250_d,Wolumen_ftse250_d,Otwarcie_eurpln_d,Najwyzszy_eurpln_d,Najnizszy_eurpln_d,Zamkniecie_eurpln_d,Otwarcie_dax_d,Najwyzszy_dax_d,Najnizszy_dax_d,Zamkniecie_dax_d,Wolumen_dax_d
2014-11-14,283.5,283.88,269.25,271.95,1335,298.9,305.0,298.6,304.4,97494.0,177645.0,415.71,424.88,381.85,392.68,12341.14,12341.14,12300.58,12300.58,5229721,4679.85,4688.74,4664.31,4688.54,1618153500,1.2588,1.2603,1.2503,1.2511,2.9307,2.9348,2.8972,2.9023,3.3929,3.4087,3.3684,3.3748,3.5213,3.5263,3.5138,3.5195,52833.6,53184.19,52663.34,53176.98,40388853.0,2039.74,2042.22,2035.2,2039.82,1792850000,3535.89,3548.75,3528.59,3544.06,9949877,5.3292,5.3383,5.2823,5.2885,15631.89,15653.87,15590.25,15644.12,275325568.0,4.2326,4.2366,4.2227,4.2271,9272.36,9284.13,9184.46,9252.94,76730461.0
2014-11-17,270.0,272.75,270.0,271.6,325,305.4,306.1,302.4,303.8,59691.0,173545.0,387.67,410.17,375.47,386.74,12302.46,12302.46,12276.55,12276.55,7470303,4678.44,4689.53,4655.19,4671.0,1576415100,1.2514,1.2571,1.2496,1.2558,2.8918,2.9175,2.881,2.9034,3.3715,3.3901,3.358,3.387,3.514,3.5199,3.5094,3.5105,53085.42,53223.37,52972.97,53099.11,35757576.0,2038.29,2043.07,2034.46,2041.32,1751605556,3535.75,3538.82,3505.6,3514.85,9684918,5.2818,5.3035,5.2771,5.2952,15644.12,15659.39,15529.16,15648.63,223077024.0,4.2211,4.2292,4.2155,4.2165,9162.27,9331.32,9161.6,9306.35,72034408.0
2014-11-18,274.8,274.8,273.07,273.89,749,303.9,304.2,299.4,300.1,73012.0,176417.0,386.68,390.7,369.51,376.29,12307.33,12358.83,12307.33,12358.83,4552493,4674.84,4709.83,4674.3,4702.44,1539856800,1.2558,1.2566,1.2464,1.2466,2.9038,2.904,2.8716,2.8745,3.3872,3.3903,3.3577,3.3606,3.5108,3.5128,3.5043,3.506,53137.55,53368.22,53126.61,53368.22,33989541.0,2041.48,2056.08,2041.48,2051.8,1897883333,3516.36,3535.9,3511.31,3535.9,12427872,5.2956,5.3007,5.248,5.2496,15648.63,15744.42,15648.63,15699.43,219404064.0,4.2168,4.2201,4.2086,4.2113,9323.75,9461.53,9323.52,9456.53,73982365.0
2014-11-19,274.8,274.8,272.45,272.45,250,300.3,304.9,299.1,303.4,84833.0,166387.0,376.48,385.06,371.13,375.36,12369.84,12374.41,12369.84,12374.41,8206772,4694.78,4696.2,4655.72,4675.71,1526650800,1.2465,1.2517,1.244,1.2501,2.8745,2.8774,2.8432,2.8436,3.3606,3.368,3.3462,3.3603,3.5061,3.5123,3.5033,3.5093,53415.49,53428.98,53170.63,53299.4,43990316.0,2051.16,2052.14,2040.37,2048.72,1883805556,3540.7,3551.36,3535.96,3551.36,9204015,5.2497,5.2765,5.2396,5.2697,15699.43,15730.78,15580.61,15601.88,259642528.0,4.2115,4.2191,4.2083,4.2153,9462.05,9521.73,9439.16,9472.8,73153498.0
2014-11-20,272.2,274.8,269.52,274.8,458,303.2,303.9,300.1,301.5,63860.0,165406.0,375.38,378.92,353.28,356.19,12372.95,12372.95,12353.09,12353.09,6405173,4655.2,4702.97,4653.32,4701.87,1550616900,1.2501,1.254,1.2459,1.2512,2.8436,2.8488,2.8271,2.8374,3.3599,3.3694,3.3498,3.3551,3.5089,3.5116,3.5003,3.5011,53084.59,53107.79,52775.27,52848.54,37042863.0,2045.87,2053.84,2040.49,2052.75,1737938889,3534.22,3534.22,3516.09,3527.5,8205397,5.2672,5.2817,5.2479,5.2651,15601.88,15605.23,15537.74,15604.52,224672576.0,4.2149,4.2171,4.2073,4.208,9460.4,9487.69,9382.23,9483.97,82097786.0
2014-11-21,274.9,274.9,270.2,273.0,112,301.7,307.6,300.6,303.5,111535.0,161266.0,356.32,356.35,341.93,351.38,12352.45,12376.28,12352.45,12376.28,11244086,4751.01,4751.6,4700.73,4712.97,1724536200,1.2512,1.2647,1.2496,1.2638,2.8376,2.8808,2.8356,2.879,3.3553,3.395,3.3468,3.3887,3.5011,3.5029,3.4884,3.495,52940.93,53325.81,52911.3,53215.87,42218593.0,2057.46,2071.46,2056.75,2063.5,2175788889,3535.39,3545.18,3526.39,3540.07,7928526,5.2649,5.3128,5.2551,5.3055,15604.52,15748.43,15584.86,15691.62,250796576.0,4.208,4.2105,4.1908,4.198,9521.24,9736.14,9508.17,9732.55,166634381.0
2014-11-24,274.8,274.8,271.0,271.0,563,302.9,304.6,300.0,300.4,95056.0,157144.0,369.67,388.68,364.88,378.39,12339.76,12339.76,12275.69,12275.69,6116180,4725.17,4755.02,4723.62,4754.89,1458360900,1.2649,1.2654,1.2603,1.2625,2.8786,2.8834,2.8448,2.8509,3.3925,3.3944,3.3683,3.3726,3.4897,3.494,3.4833,3.4891,53324.85,53569.71,52919.32,53084.63,37603217.0,2065.07,2070.17,2065.07,2069.41,1737811111,3547.29,3559.58,3537.87,3547.8,11414458,5.3083,5.31,5.2868,5.2955,15691.62,15729.74,15674.05,15710.06,237084016.0,4.1966,4.1999,4.1874,4.1944,9722.31,9832.41,9711.77,9785.54,97612313.0
2014-11-25,271.2,273.47,270.25,271.87,1531,300.5,302.4,296.0,296.3,95056.0,160551.0,378.37,393.07,374.0,376.05,12287.72,12287.72,12219.3,12219.3,4504388,4762.39,4774.52,4749.92,4758.25,1599730200,1.2626,1.263,1.2588,1.2592,2.8517,2.8673,2.8351,2.8405,3.3726,3.3796,3.3437,3.3486,3.4891,3.4918,3.4684,3.4736,53109.61,53289.4,52922.59,53055.98,53114572.0,2070.15,2074.21,2064.75,2067.03,1884966667,3549.46,3554.23,3536.69,3544.57,16229547,5.2957,5.2983,5.2529,5.259,15710.06,15843.98,15710.06,15831.55,314759744.0,4.1944,4.1977,4.1709,4.1765,9790.03,9921.46,9787.26,9861.21,117773853.0
2014-11-26,272.91,272.91,271.01,272.34,46,296.1,297.6,294.7,295.4,113608.0,160551.0,376.15,377.67,366.03,366.69,12248.11,12248.11,12228.76,12228.76,5793898,4760.23,4788.0,4757.49,4787.32,1267524900,1.2592,1.2663,1.2578,1.2629,2.8382,2.8492,2.8335,2.8413,3.3461,3.3552,3.3337,3.3402,3.4712,3.4787,3.4677,3.4759,53072.09,53267.13,53072.09,53238.0,37358973.0,2067.36,2073.29,2066.62,2072.83,1525144444,3539.03,3554.58,3536.83,3553.64,7766667,5.2554,5.2872,5.2503,5.2752,15831.55,15842.44,15771.98,15788.43,342631008.0,4.1734,4.1813,4.1694,4.1771,9894.6,9942.67,9868.35,9915.56,89124311.0
2014-11-28,275.3,275.3,272.0,274.9,82,294.7,295.3,284.4,284.4,117218.0,164062.0,368.32,380.79,358.01,378.57,12247.46,12293.45,12247.46,12293.45,3119088,4797.1,4810.86,4786.72,4791.63,928698000,1.2618,1.2636,1.2546,1.2567,2.8439,2.8459,2.8243,2.8317,3.3519,3.3659,3.3454,3.3602,3.475,3.4829,3.4742,3.4792,53466.31,53495.83,53230.6,53247.07,31075127.0,2074.78,2075.76,2065.06,2067.56,1391466667,3572.89,3573.53,3554.4,3562.59,5487358,5.2691,5.2809,5.2417,5.2543,15889.66,15895.06,15786.67,15851.76,309034368.0,4.1758,4.1832,4.1745,4.181,9990.7,9990.7,9902.4,9980.85,98906794.0
2014-12-01,275.0,275.0,270.91,271.41,145,284.0,291.1,277.9,289.9,105635.0,159349.0,377.06,382.6,375.38,379.51,12219.51,12219.51,12165.95,12165.95,2652320,4777.73,4782.07,4724.62,4727.35,1761048000,1.256,1.2622,1.2536,1.2615,2.8262,2.8405,2.821,2.8298,3.358,3.3682,3.339,3.3464,3.4731,3.4806,3.4687,3.4704,53050.26,53216.4,52962.86,53155.31,32390533.0,2065.78,2065.78,2049.57,2053.44,2310561111,3560.66,3563.86,3541.59,3549.39,6162438,5.2491,5.2721,5.2395,5.2647,15851.76,15851.76,15693.2,15719.77,275041760.0,4.1791,4.1855,4.1704,4.1735,9915.74,9979.08,9906.42,9963.51,97092835.0
2014-12-02,274.63,274.87,272.21,274.7,72,289.3,289.6,284.6,288.8,57047.0,159261.0,379.23,383.72,377.56,380.63,12196.79,12223.59,12196.79,12223.59,3379598,4732.97,4761.63,4729.76,4755.81,1710428100,1.2614,1.2641,1.2593,1.2627,2.8292,2.8316,2.8076,2.8182,3.3462,3.3628,3.3406,3.3594,3.47,3.4719,3.4529,3.4558,53315.21,53773.45,53302.32,53773.45,34079213.0,2053.77,2068.77,2053.77,2066.55,2048138889,3556.96,3598.77,3555.86,3598.77,7681447,5.264,5.2695,5.2355,5.2524,15719.77,15832.95,15719.77,15832.95,271464608.0,4.1731,4.1756,4.1568,4.1597,9983.79,10038.21,9910.21,9934.08,86630754.0
2014-12-03,274.7,275.9,274.7,275.9,175,288.3,289.5,286.1,286.7,40647.0,160894.0,380.65,383.01,374.1,375.39,12209.54,12224.96,12209.54,12224.96,9914126,4761.31,4781.37,4745.14,4774.47,1613094300,1.2628,1.2767,1.2625,1.2743,2.8183,2.8287,2.8129,2.8151,3.3595,3.3775,3.3578,3.3728,3.4559,3.4605,3.4478,3.4499,53819.78,53890.52,53729.98,53801.73,34860472.0,2067.45,2076.28,2066.65,2074.33,2007044444,3607.83,3620.95,3602.12,3606.17,7601797,5.2528,5.2967,5.2515,5.2889,15832.95,15857.64,15791.47,15811.55,320275456.0,4.1596,4.1632,4.1477,4.1506,9978.89,9993.85,9930.53,9971.79,83605017.0
2014-12-04,275.8,276.1,273.91,273.91,647,286.8,292.9,286.7,291.0,52337.0,159966.0,375.38,378.1,367.44,369.32,12246.3,12246.3,12238.7,12238.7,5140760,4772.0,4785.41,4753.71,4769.44,1603403700,1.2742,1.2755,1.2623,1.266,2.8152,2.8242,2.7912,2.8021,3.373,3.3852,3.337,3.3572,3.4501,3.466,3.4463,3.457,53855.77,54030.53,53346.86,53346.86,33475260.0,2073.64,2077.34,2062.34,2071.92,1893522222,3609.11,3616.95,3586.17,3593.8,7706934,5.289,5.3011,5.2446,5.2604,15811.55,15911.37,15811.55,15840.51,271668384.0,4.1508,4.1701,4.147,4.155,9998.85,10083.74,9835.42,9851.35,119705176.0
2014-12-05,276.5,276.5,273.91,275.7,176,290.9,293.8,290.1,290.4,35040.0,160109.0,369.32,376.52,365.54,376.45,12232.26,12246.85,12232.26,12246.85,3795879,4776.57,4788.98,4769.64,4780.76,1643403000,1.2661,1.2738,1.2621,1.2673,2.802,2.8031,2.7824,2.7862,3.357,3.3909,3.3529,3.3824,3.4568,3.4688,3.4496,3.4581,53482.38,53776.19,53481.81,53652.58,32832072.0,2072.78,2079.47,2070.81,2075.37,1899788889,3593.05,3606.84,3590.05,3594.45,8831713,5.2601,5.2979,5.2432,5.2667,15840.51,16002.88,15840.51,16002.88,240113168.0,4.1547,4.1691,4.145,4.156,9931.96,10093.03,9929.47,10087.12,93445064.0
2014-12-08,278.0,278.0,272.97,274.65,301,290.1,292.0,288.2,288.4,38182.0,160028.0,374.22,375.05,363.49,364.96,12215.48,12227.89,12215.48,12227.89,3800641,4769.76,4793.24,4722.91,4740.69,1829096100,1.2669,1.2747,1.2655,1.2711,2.7784,2.8079,2.776,2.8017,3.3838,3.3983,3.369,3.3767,3.4576,3.4637,3.4564,3.4603,53739.23,53821.25,53407.94,53479.49,28973408.0,2074.84,2075.78,2054.27,2060.31,2111661111,3599.52,3602.19,3574.68,3581.89,8145598,5.2664,5.3028,5.2604,5.2856,16002.88,16005.44,15949.12,15952.47,201161632.0,4.157,4.1636,4.1553,4.1585,10060.91,10084.95,10014.99,10014.99,68931212.0
2014-12-09,277.65,277.65,270.0,270.0,985,288.3,294.7,286.6,292.4,67544.0,152267.0,364.7,364.7,344.2,350.72,12162.01,12169.66,12162.01,12169.66,3757232,4685.2,4768.41,4674.38,4766.47,1813806900,1.2711,1.2715,1.261,1.2661,2.8016,2.8343,2.7939,2.8087,3.3767,3.3837,3.3408,3.3571,3.4603,3.4631,3.4565,3.4584,53259.51,53349.32,52831.49,52961.35,38487034.0,2056.55,2060.6,2034.17,2059.82,2205638889,3571.21,3576.92,3558.76,3574.02,9529269,5.2857,5.2885,5.2419,5.261,15952.47,15952.47,15714.28,15714.28,249494864.0,4.1585,4.1608,4.1531,4.1552,9904.58,9951.66,9788.84,9793.71,110063626.0
2014-12-10,271.0,271.0,267.8,267.8,823,292.2,292.6,288.8,289.4,34552.0,151702.0,350.75,351.63,346.16,346.43,12086.23,12086.23,12054.26,12054.26,4033480,4754.42,4766.64,4679.24,4684.03,1721253300,1.2661,1.2683,1.2622,1.2627,2.8087,2.8492,2.8033,2.8442,3.3571,3.3648,3.3493,3.354,3.4583,3.472,3.4563,3.4702,52984.11,53087.16,52477.44,52477.44,48819303.0,2058.86,2058.86,2024.26,2026.14,2285800000,3570.75,3580.23,3552.39,3557.2,13883782,5.2609,5.2763,5.2538,5.2707,15714.28,15851.06,15714.01,15737.52,291319968.0,4.1552,4.1751,4.1533,4.1741,9859.78,9909.39,9775.39,9799.73,88531302.0
2014-12-11,268.01,268.75,267.0,268.34,1332,289.5,293.1,289.3,291.4,40244.0,151034.0,346.4,361.0,337.63,346.52,12033.38,12076.24,12033.38,12076.24,3604882,4704.65,4759.88,4699.43,4708.16,1741936500,1.2627,1.2693,1.2572,1.2678,2.8443,2.8514,2.8184,2.8304,3.3542,3.3736,3.3401,3.3634,3.4702,3.4802,3.4648,3.4748,52449.12,52666.36,52314.51,52550.03,39025428.0,2027.92,2055.53,2027.92,2035.33,2176638889,3541.85,3567.6,3538.51,3539.9,9364066,5.2707,5.2965,5.2468,5.2897,15737.52,15742.68,15617.25,15663.52,253483136.0,4.174,4.1788,4.1675,4.1722,9770.66,9907.82,9763.41,9862.53,98963276.0
2014-12-12,273.68,273.68,266.35,266.35,366,291.1,293.9,290.8,292.9,30810.0,149587.0,346.78,353.85,346.38,353.17,12081.24,12086.21,12081.24,12086.21,5772144,4665.35,4707.92,4653.6,4653.6,1756649100,1.2677,1.27,1.2594,1.2621,2.8303,2.8439,2.8169,2.83,3.3632,3.37,3.346,3.3574,3.4747,3.4857,3.4735,3.4822,52577.08,52588.02,52265.24,52265.24,37648826.0,2030.36,2032.25,2002.33,2002.33,2309805556,3548.37,3553.31,3538.1,3540.5,8912709,5.2892,5.2989,5.2623,5.2768,15663.52,15663.52,15377.1,15377.1,255592704.0,4.1722,4.1848,4.1702,4.1809,9794.2,9799.65,9586.22,9594.73,94544810.0
2014-12-15,267.0,267.0,261.49,262.15,766,292.4,294.7,286.4,287.0,45381.0,154534.0,350.19,351.68,343.97,345.38,12024.69,12024.69,11974.93,11974.93,4661827,4679.67,4690.58,4592.43,4605.16,1993557300,1.2608,1.2647,1.2544,1.2572,2.8356,2.8609,2.8209,2.8523,3.3523,3.3663,3.3513,3.3603,3.4822,3.4862,3.4713,3.4829,52232.99,52377.41,51599.74,51621.14,37110563.0,2005.03,2018.69,1982.26,1989.63,2423327778,3535.63,3555.44,3527.0,3531.03,9518992,5.2719,5.2884,5.2443,5.2566,15377.1,15476.19,15233.9,15233.9,251187648.0,4.1816,4.1861,4.1682,4.1814,9599.82,9678.26,9330.99,9334.01,112718683.0
2014-12-16,262.5,263.0,253.24,254.8,3437,287.3,288.5,284.5,286.4,55694.0,152891.0,345.4,345.69,327.61,329.29,11847.65,11864.1,11847.65,11864.1,6639161,4572.79,4645.19,4547.31,4547.83,2075453100,1.257,1.2603,1.249,1.2587,2.8522,2.9204,2.8499,2.892,3.3603,3.3791,3.346,3.3689,3.4831,3.5278,3.4776,3.5104,51457.43,51493.62,50182.53,50683.91,65641182.0,1986.71,2016.89,1972.56,1972.74,2754822222,3511.0,3520.6,3446.79,3490.1,13784160,5.2562,5.3199,5.2411,5.3046,15233.9,15426.8,15151.55,15426.8,328935168.0,4.1816,4.2351,4.1751,4.2144,9366.56,9567.09,9219.05,9563.89,171052403.0
2014-12-17,255.01,260.06,255.0,258.28,816,286.7,289.0,282.8,287.4,47706.0,150820.0,329.36,333.07,314.44,319.79,11849.7,11890.21,11849.7,11890.21,5530209,4556.9,4651.9,4550.7,4644.31,2120334900,1.2587,1.2642,1.2571,1.2626,2.8921,2.914,2.8723,2.8876,3.3689,3.4328,3.3687,3.432,3.5103,3.5349,3.5014,3.5248,50617.28,51222.6,50547.67,50932.48,48166468.0,1973.77,2016.75,1973.77,2012.89,2745761111,3481.8,3502.6,3476.07,3484.29,10857405,5.3046,5.3489,5.2995,5.3428,15426.8,15474.0,15321.65,15443.98,265109664.0,4.2144,4.244,4.2041,4.2317,9455.74,9589.25,9429.4,9544.43,102078946.0
2014-12-18,262.77,263.88,260.85,262.77,4194,286.9,288.6,284.3,284.8,41272.0,152877.0,319.72,323.24,304.25,311.72,11962.39,11966.78,11962.39,11966.78,9501232,4712.39,4748.4,4697.09,4748.4,2020201800,1.2626,1.2761,1.2621,1.2752,2.8875,2.9207,2.8844,2.9079,3.432,3.4664,3.4223,3.4582,3.5248,3.5344,3.4921,3.53,51360.96,51739.7,51293.37,51739.04,48564596.0,2018.98,2061.23,2018.98,2061.23,2612988889,3502.9,3533.23,3502.9,3533.23,14275490,5.3428,5.4258,5.33,5.4179,15443.98,15739.17,15443.98,15732.71,300433152.0,4.2317,4.2546,4.2157,4.2487,9711.61,9811.06,9671.18,9811.06,121015635.0
2014-12-19,265.0,265.0,259.82,260.15,966,284.6,290.3,284.6,289.3,36490.0,151629.0,311.86,316.56,306.46,313.69,11950.51,11991.63,11950.51,11991.63,5985662,4752.6,4782.13,4738.29,4765.38,3057765600,1.2752,1.2799,1.2724,1.2781,2.9071,2.9228,2.8956,2.9183,3.4579,3.4903,3.4541,3.4879,3.5299,3.5584,3.5247,3.5439,51773.68,51783.36,51161.0,51297.12,210689057.0,2061.04,2077.85,2061.03,2070.65,3591961111,3528.84,3537.15,3483.09,3483.09,14491318,5.4177,5.4624,5.4091,5.4497,15732.71,15907.92,15732.71,15888.91,667722560.0,4.2486,4.2818,4.2441,4.2638,9901.26,9901.26,9688.66,9786.96,173452906.0
2014-12-22,266.74,266.74,259.9,259.99,1729,289.2,290.5,286.8,287.5,26951.0,151908.0,321.45,332.47,318.67,329.02,11949.5,11949.5,11913.62,11913.62,5826606,4759.04,4781.93,4757.81,4781.42,1599665100,1.2785,1.2786,1.2723,1.2745,2.9135,2.9185,2.8959,2.9002,3.4828,3.4864,3.4679,3.4821,3.5387,3.5496,3.5328,3.5387,51281.28,51566.77,51230.19,51487.54,37313815.0,2069.28,2078.76,2069.28,2078.54,1871955556,3474.71,3498.86,3474.71,3498.25,10437350,5.4417,5.4463,5.4223,5.426,15888.91,15996.27,15888.91,15991.54,208515760.0,4.2562,4.2713,4.2524,4.2575,9827.26,9924.01,9826.55,9865.76,61833279.0
2014-12-23,260.0,263.0,260.0,261.0,291,287.2,288.1,285.5,286.7,24310.0,152816.0,329.0,335.91,328.05,333.26,11922.39,11979.7,11922.39,11979.7,7767884,4798.03,4798.06,4761.39,4765.42,1479462600,1.2744,1.2758,1.271,1.2746,2.9003,2.9275,2.897,2.923,3.4827,3.5325,3.48,3.5285,3.5393,3.5759,3.5377,3.5723,51407.42,51670.76,51396.82,51511.68,40710846.0,2081.48,2086.73,2079.77,2082.17,1691083333,3496.88,3506.97,3492.43,3492.43,12142544,5.4269,5.4795,5.4227,5.4743,15991.54,16094.23,15991.32,16094.23,150325408.0,4.2583,4.2991,4.2565,4.2948,9887.24,9922.11,9848.06,9922.11,47508196.0
2014-12-29,262.0,262.2,259.03,260.17,478,281.4,284.6,275.5,281.8,21916.0,161063.0,316.18,319.63,312.36,313.03,11999.64,12024.43,11999.64,12024.43,4452599,4801.26,4813.72,4798.9,4806.91,1141798200,1.2772,1.2785,1.2733,1.2759,2.9809,2.9847,2.917,2.9297,3.5883,3.5915,3.5146,3.5351,3.6339,3.6387,3.5668,3.5727,51602.65,51649.72,51047.45,51159.06,31418637.0,2087.63,2093.55,2085.75,2090.57,1362422222,3490.59,3497.5,3463.04,3473.27,9775930,5.5805,5.5918,5.467,5.4827,16104.92,16166.34,16019.81,16050.71,146745312.0,4.3693,4.3762,4.2902,4.2971,9914.87,9927.85,9775.45,9927.13,47150787.0
2014-12-30,260.0,261.52,258.14,261.52,3832,281.4,286.1,281.3,285.2,38823.0,159107.0,313.19,314.47,308.81,310.1,12044.49,12108.06,12044.49,12108.06,5384213,4793.61,4803.89,4772.88,4777.44,1180356000,1.2762,1.2804,1.2749,1.2798,2.9298,2.9724,2.9272,2.941,3.5351,3.549,3.5118,3.5126,3.5726,3.5882,3.552,3.5521,51248.43,51416.08,51013.74,51416.08,37771612.0,2088.49,2088.49,2079.53,2080.35,1355711111,3457.66,3489.62,3457.66,3483.45,9522795,5.4838,5.5139,5.4623,5.4651,16050.71,16051.74,15955.6,15990.31,110145448.0,4.2969,4.3153,4.2695,4.2704,9883.1,9886.78,9805.55,9805.55,34753267.0
2015-01-02,261.52,267.0,260.4,261.06,672,281.2,284.1,280.1,281.6,27378.0,163445.0,314.73,315.57,312.57,315.03,12155.32,12189.15,12140.39,12164.52,4335661,4760.24,4777.01,4698.11,4726.81,1334689500,1.2874,1.2911,1.2767,1.2775,2.9515,2.9833,2.9454,2.9733,3.5433,3.5864,3.537,3.5818,3.5604,3.5873,3.5564,3.5773,51598.39,51598.39,51307.87,51378.0,19047698.0,2058.9,2072.36,2046.04,2058.2,1504833333,3508.15,3512.43,3479.64,3488.94,3825273,5.5105,5.5674,5.4897,5.4919,16085.44,16103.09,15977.7,16051.96,132631088.0,4.2802,4.3137,4.2755,4.2991,9869.13,9879.53,9687.26,9764.73,67673937.0
2015-01-05,259.53,264.7,256.0,256.0,1771,281.4,282.6,274.4,276.8,28998.0,168064.0,259.56,277.97,259.56,270.93,12180.59,12200.29,12158.85,12171.47,5031366,4700.34,4702.77,4641.46,4652.57,1668857100,1.279,1.282,1.2748,1.2782,2.9817,3.0179,2.981,3.0102,3.5934,3.6174,3.5863,3.5907,3.5713,3.5922,3.5649,3.5664,51309.21,51309.21,50516.71,50516.71,29630731.0,2054.44,2054.44,2017.34,2020.58,2110622222,3487.49,3488.96,3428.55,3428.55,4429619,5.4913,5.5204,5.4636,5.4765,16051.96,16141.37,15910.47,15921.68,222765856.0,4.2933,4.3162,4.2827,4.2845,9735.65,9790.27,9468.91,9473.16,105538349.0
2015-01-07,256.0,261.66,255.52,260.15,661,275.7,277.6,274.9,276.5,42241.0,171869.0,283.74,300.24,282.93,294.92,12172.04,12189.36,12126.43,12179.99,7038950,4626.84,4652.72,4613.9,4650.47,1820893500,1.2751,1.2795,1.2733,1.2766,3.0651,3.0667,3.0369,3.0381,3.6345,3.6471,3.6215,3.625,3.5937,3.5969,3.5713,3.5722,50667.73,51481.52,50615.55,51350.42,42127890.0,2005.55,2029.61,2005.55,2025.9,2114155556,3439.25,3493.12,3438.51,3492.2,4550006,5.5024,5.5141,5.4727,5.4758,15778.65,15924.21,15778.65,15851.69,260710128.0,4.3154,4.3193,4.288,4.2894,9510.34,9592.37,9459.18,9518.18,82466602.0
2015-01-08,261.79,264.65,261.0,264.14,1353,276.6,279.3,275.4,276.9,60048.0,174379.0,295.33,296.1,282.41,283.53,12242.33,12320.47,12232.34,12318.77,7655939,4689.54,4741.38,4688.02,4736.19,1958068500,1.2765,1.2811,1.2732,1.279,3.0378,3.0478,3.0265,3.029,3.6259,3.6524,3.621,3.628,3.572,3.5805,3.5614,3.5617,51558.05,52391.0,51558.05,52391.0,50575487.0,2030.61,2064.08,2030.61,2062.14,2185561111,3504.69,3556.17,3504.69,3553.74,7027825,5.4751,5.5006,5.4665,5.4705,15851.69,16086.48,15851.69,16085.54,274194304.0,4.2893,4.2994,4.2764,4.2772,9643.77,9855.43,9607.9,9837.61,114825020.0
2015-01-09,264.9,265.0,263.0,263.0,268,276.8,277.6,273.9,276.0,55884.0,173431.0,283.03,290.94,280.36,290.18,12348.77,12379.04,12271.35,12299.41,6031487,4744.47,4744.71,4681.24,4704.07,1595721900,1.279,1.2846,1.2779,1.2805,3.0296,3.0452,3.0215,3.0394,3.6282,3.6331,3.5955,3.6034,3.5614,3.5687,3.5412,3.5537,52380.4,52393.37,51970.54,52065.88,38862111.0,2063.45,2064.43,2038.33,2044.81,1868966667,3566.64,3572.44,3553.42,3569.87,5486005,5.4712,5.4935,5.4494,5.4642,16085.54,16085.96,15961.39,16010.96,240505216.0,4.2772,4.2859,4.2521,4.2674,9813.99,9860.18,9601.75,9648.5,107473403.0
2015-01-12,263.88,264.0,261.74,261.74,400,275.7,275.9,270.1,272.4,68047.0,174600.0,266.36,271.78,264.19,269.32,12323.59,12376.14,12302.19,12325.03,5454467,4714.07,4715.81,4650.65,4664.71,1731622800,1.2803,1.2843,1.277,1.282,3.0382,3.059,3.0344,3.0503,3.5925,3.6266,3.5906,3.6105,3.5498,3.5677,3.5471,3.5568,52057.14,52217.15,51666.75,51910.34,36914024.0,2046.13,2049.3,2022.58,2028.26,1920255556,3565.8,3568.54,3533.4,3550.86,6030807,5.4564,5.4913,5.4486,5.4754,16010.96,16048.2,15902.04,15943.69,269579776.0,4.2618,4.2843,4.2593,4.2709,9697.46,9815.96,9622.32,9781.9,101315825.0
2015-01-13,261.75,266.52,261.75,266.52,471,272.3,272.8,258.6,260.5,80344.0,179459.0,269.27,269.27,219.91,219.91,12357.17,12408.97,12343.68,12408.97,6401253,4708.74,4751.34,4624.28,4661.5,2010827400,1.282,1.2891,1.2771,1.2876,3.0503,3.0935,3.0415,3.0814,3.6101,3.6446,3.6015,3.6326,3.5562,3.5686,3.5546,3.5623,51868.28,52585.44,51868.28,52443.1,45075053.0,2031.58,2056.93,2008.25,2023.03,2281833333,3546.87,3549.18,3529.6,3534.77,5032331,5.4751,5.5235,5.4645,5.5074,15943.69,16109.35,15943.69,16084.97,312679232.0,4.2705,4.2854,4.2686,4.2774,9759.57,9978.94,9755.02,9941.0,116360634.0
