Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2012-01-19,8979.94,8985.1,8913.14,8970.87,18917108
2012-01-20,8994.86,8994.89,8947.59,8973.77,13047994
2012-01-23,8978.1,9043.19,8963.83,9043.19,18721596
2012-01-24,9037.11,9047.87,9007.45,9024.88,13404475
2012-01-25,9009.87,9080.52,9009.87,9080.52,18918788
2012-01-26,9117.78,9282.7,9110.1,9235.92,23024294
2012-01-27,9283.11,9315.56,9272.81,9300.63,12827854
2012-01-30,9310.14,9359.92,9251.63,9359.92,14041060
2012-01-31,9399.24,9469.2,9398.86,9419.89,23544414
2012-02-01,9472.64,9500.68,9451.5,9500.68,22179986
2012-02-02,9549.83,9563.44,9501.67,9561.7,36861800
2012-02-03,9566.54,9660.71,9564.78,9654.3,23587738
2012-02-06,9660.08,9797.01,9656.73,9797.01,19997700
2012-02-07,9812.37,9884.14,9772.68,9884.14,30643060
2012-02-08,9906.77,9968.08,9906.77,9958.77,29360494
2012-02-09,9977.69,9988.73,9860.49,9874.29,18049454
2012-02-10,9850.82,9850.82,9748.06,9821.59,16900468
2012-02-13,9853.69,9942.1,9853.69,9942.1,15867592
2012-02-14,9966.61,9986.89,9924.65,9986.89,22098354
2012-02-15,10035.31,10130.37,10032.99,10130.37,45230244
2012-02-16,10103.88,10186.36,10036.99,10186.36,35495696
2012-02-17,10241.5,10428.06,10241.5,10428.06,47998496
2012-02-20,10476,10523.93,10476,10504.69,39168608
2012-02-21,10554.47,10555.12,10459.51,10530.09,28610272
2012-02-22,10544.39,10546.91,10379.55,10420.66,27892068
2012-02-23,10404.69,10427.42,10382.17,10422.57,23944548
2012-02-24,10430.11,10441.57,10368.53,10405.61,22784016
2012-02-27,10409.05,10409.05,10292.7,10374.49,12998958
2012-02-28,10358.62,10430.65,10356.24,10418.78,14043671
2012-02-29,10428.05,10452.02,10366.54,10388.2,18054726
2012-03-01,10374.83,10374.83,10296.07,10317.07,11018085
2012-03-02,10327.56,10350.05,10283.72,10283.72,10096504
2012-03-05,10292.15,10321.18,10209.16,10235.07,10806260
2012-03-06,10229.39,10230.37,10009.94,10048.08,18765060
2012-03-07,10005.45,10185.24,10004.83,10185.24,12193612
2012-03-08,10193.51,10335.11,10188.4,10335.11,20592228
2012-03-09,10362.23,10387.59,10339.94,10376.48,13366195
2012-03-12,10364.61,10381.9,10326.65,10349.79,18799636
2012-03-13,10376.93,10407.1,10350.81,10407.1,17208876
2012-03-14,10433.71,10513.29,10432.15,10512.54,16897846
2012-03-15,10523.11,10540.19,10495.94,10536.29,17775544
2012-03-16,10549.23,10552.84,10496.04,10533.02,22697388
2012-03-19,10508.97,10521.5,10424.87,10441.39,15146309
2012-03-20,10431.6,10437.45,10347.5,10397.07,26642908
2012-03-21,10411.01,10418.37,10314.05,10354.78,45352120
2012-03-22,10325.18,10325.86,10112.4,10174.59,35329340
2012-03-23,10172.27,10218.42,10109.39,10218.42,24980108
2012-03-26,10241.91,10275.7,10203.61,10275.7,14115488
2012-03-27,10305.46,10328.87,10275.06,10326.16,18009974
2012-03-28,10333.19,10339.18,10265.79,10325.71,9838510
2012-03-29,10306.28,10309.06,10211.71,10226.94,10372176
2012-03-30,10268.84,10286.89,10236.37,10262.46,8936277
2012-04-02,10282.79,10284.12,10226.95,10268.08,11931206
2012-04-03,10279.49,10283.16,10211.76,10225.61,6383344
2012-04-04,10192.15,10204.36,10045.48,10086.52,11508158
2012-04-05,10089.2,10103.89,10019.24,10093.86,9214241
2012-04-10,10068.87,10101.79,9924.01,9940.64,10698795
2012-04-11,9922.32,9977.66,9869.25,9977.66,12105001
2012-04-12,10091.7,10158.87,10046.76,10158.87,8744084
2012-04-13,10158.87,10160.39,10110.19,10112.54,8623358
2012-04-16,10097.7,10103.95,10034.52,10050.25,13047759
2012-04-17,10044.96,10073.46,9998.7,10073.46,15109345
2012-04-18,10055.8,10074.3,10030.6,10066.19,14195281
2012-04-19,10064.07,10085.44,10021.72,10057.05,14739961
2012-04-20,10040.19,10049.36,9925.55,9974.04,18590108
2012-04-23,9977.99,9978.53,9638.97,9661.83,29978704
2012-04-24,9623.69,9682.09,9563.97,9682.09,19828468
2012-04-25,9689.51,9714.42,9603.72,9698.88,18080120
2012-04-26,9738.65,9773.24,9700.32,9773.24,8024223
2012-04-27,9793.45,9826.86,9743.94,9826.86,6463116
2012-04-30,9889,9919.37,9876.62,9919.37,11077523
2012-05-02,9951.33,9960.88,9884.48,9924.14,5040215
2012-05-04,9905.63,9905.63,9810.99,9865.23,4300932
2012-05-07,9762.11,9811.11,9707.95,9811.11,8975326
2012-05-08,9808.44,9836.41,9762.9,9792.96,7376532
2012-05-09,9742.59,9765.93,9679.41,9705.43,8489287
2012-05-10,9735.59,9740.08,9653.93,9681.38,11292753
2012-05-11,9668.25,9671.68,9584.98,9671.68,7092400
2012-05-14,9669.1,9671.11,9437.26,9516.54,8438936
2012-05-15,9473.86,9476.41,9386.55,9424.17,12496894
2012-05-16,9351.69,9351.69,9192.85,9332.65,16895272
2012-05-17,9274.23,9305.74,9130.18,9182.64,14187740
2012-05-18,9056.85,9196,9031.13,9196,12089499
2012-05-21,9176.55,9266.63,9162.39,9246.03,8094335
2012-05-22,9281.08,9298.58,9219.92,9251.21,14483646
2012-05-23,9179.2,9188.1,9077.04,9077.37,9571822
2012-05-24,9094.12,9094.12,9018.07,9069.24,12893258
2012-05-25,9049.95,9118.69,9045.91,9117.17,7490303
2012-05-28,9149.63,9170.48,9119.33,9170.48,7322568
2012-05-29,9185.79,9265.57,9155.76,9265.57,11066793
2012-05-30,9254.44,9264.95,9201.51,9259.64,8168351
2012-05-31,9213.33,9285.74,9199.94,9285.74,7337102
2012-06-01,9262.74,9268.64,9171.89,9198.07,6752247
2012-06-04,9139.25,9152.19,9054.34,9092.82,5615892
2012-06-05,9051.82,9052.54,8975.69,8984.43,18400508
2012-06-06,8977.86,9151.01,8977.72,9151.01,11313887
2012-06-08,9147.89,9242.82,9096.51,9242.82,9950219
2012-06-11,9265.28,9307.84,9253.1,9275.83,18114756
2012-06-12,9278.07,9325.89,9267.35,9325.89,23118672
2012-06-13,9364.58,9370.8,9278.16,9317.04,13908481
2012-06-14,9309.94,9330.86,9241.02,9292.92,6132605
2012-06-15,9295.31,9339.58,9274.65,9339.58,9202716
2012-06-18,9408.45,9428.26,9326.08,9369.97,13131971
2012-06-19,9383.09,9508.28,9353.32,9508.28,14905014
2012-06-20,9516.09,9546.25,9482.91,9533.86,9500040
2012-06-21,9507.99,9513.75,9461.29,9505.95,7805120
2012-06-22,9442.79,9459.95,9404.09,9454.3,7697289
2012-06-25,9436.05,9464.05,9406.88,9439.98,5720815
2012-06-26,9461.01,9478.62,9414.17,9478.62,4171181
2012-06-27,9513.15,9532.12,9473.26,9521.04,7184183
2012-06-28,9534.87,9540.02,9456.85,9471.18,13165982
2012-06-29,9490.67,9551.66,9479.74,9520.17,8016135
2012-07-02,9536.6,9536.94,9480.86,9511.9,14296714
2012-07-03,9521,9541.91,9485.73,9541.91,17242824
2012-07-04,9507.89,9516.84,9458.4,9497.78,24674290
2012-07-05,9512.21,9554.65,9496.18,9528.25,16614934
2012-07-06,9525.12,9552.03,9496.16,9536.76,15270288
2012-07-09,9511.69,9537.66,9434.97,9440.86,20741496
2012-07-10,9435.57,9438.71,9397.69,9429.53,14464129
2012-07-11,9422.47,9446.19,9374.95,9440.21,11515336
2012-07-12,9416.98,9417.89,9317.28,9374.92,8913726
2012-07-13,9369.83,9426.85,9369.83,9426.85,9089945
2012-07-16,9434.06,9439.5,9391.03,9439.06,14927908
2012-07-17,9442.67,9480.23,9417.15,9480.23,10114011
2012-07-18,9484.87,9509.64,9435.04,9494.73,12499718
2012-07-19,9459.04,9504.65,9426.49,9504.65,9945160
2012-07-20,9499.57,9499.84,9454.49,9466.24,8071580
2012-07-23,9412.43,9412.43,9198.34,9242.22,8966696
2012-07-24,9207.62,9279.91,9149.72,9279.91,10051055
2012-07-25,9256.2,9285.46,9233.44,9279.83,5543302
2012-07-26,9260.8,9279.78,9227.4,9270.77,6338048
2012-07-27,9282.52,9306.23,9251.66,9306.23,7325637
2012-07-30,9275.69,9353.58,9264.78,9353.58,6184738
2012-07-31,9341.76,9344.27,9293.12,9344.27,7834562
2012-08-01,9332.22,9332.22,9239.39,9292.79,17163180
2012-08-02,9278.16,9289.69,9245.06,9252.57,15923894
2012-08-03,9257.42,9294.73,9216.04,9294.73,7975059
2012-08-06,9296.63,9339.8,9272.09,9339.8,4117524
2012-08-07,9296.88,9307.74,9253.31,9298.44,5876114
2012-08-08,9268.1,9282.03,9231.74,9282.03,5465977
2012-08-09,9277.7,9316.11,9265.1,9316.11,8168546
2012-08-10,9293.65,9302.85,9247.68,9277.41,5273318
2012-08-13,9270.38,9281.85,9251.38,9281.85,10574353
2012-08-14,9313.23,9326.13,9285.81,9326.13,4762941
2012-08-16,9334.29,9361.2,9310.7,9361.2,4892551
2012-08-17,9385.78,9396.22,9342.12,9392.81,4281602
2012-08-20,9389.38,9392.85,9352.3,9387.73,2863376
2012-08-21,9384.11,9411.67,9368.88,9411.67,5620421
2012-08-22,9413.58,9428.75,9363.26,9428.75,5430101
2012-08-23,9416.61,9423.56,9371.25,9395.05,4182840
2012-08-24,9405.32,9430.93,9371.53,9430.93,4596732
2012-08-27,9387.49,9410.31,9378.16,9406.51,4277744
2012-08-28,9384.74,9387.88,9291.84,9338.37,9195891
2012-08-29,9335.58,9339.6,9273.46,9339.6,8224891
2012-08-30,9315.28,9316.51,9224.86,9283.99,7777914
2012-08-31,9275.71,9381.11,9248.63,9381.11,10230895
2012-09-03,9394.66,9424.13,9358.4,9424.13,10762297
2012-09-04,9417.93,9424.94,9326.06,9363.9,9386843
2012-09-05,9353.06,9388.02,9293.94,9388.02,6123366
2012-09-06,9408.03,9422.72,9361.83,9422.72,8003537
2012-09-07,9441.98,9482.03,9429.42,9482.03,7495155
2012-09-10,9481.71,9485.54,9434.89,9462.16,5911679
2012-09-11,9477.8,9477.8,9382.77,9404.86,6473730
2012-09-12,9418.96,9418.96,9365.1,9418.77,5451345
2012-09-13,9422.47,9424.92,9370.56,9420.59,8240051
2012-09-14,9449.19,9514.66,9438.08,9514.66,10139926
2012-09-17,9509.29,9554.73,9489.53,9552.51,11034976
2012-09-18,9565.38,9616.44,9535.93,9616.44,7291508
2012-09-19,9636.84,9681.16,9610.83,9681.16,20884036
2012-09-20,9656.13,9672.08,9599.19,9672.08,33161428
2012-09-21,9665.72,9743.02,9643.92,9723.6,38223060
2012-09-24,9746.08,9746.4,9701.79,9743.38,11584266
2012-09-25,9751.33,9781.06,9719.37,9781.06,18559996
2012-09-26,9749.9,9752.93,9695.56,9730.49,8896131
2012-09-27,9768.89,9820.71,9765.9,9820.71,24190630
2012-09-28,9844.42,9873.1,9817.08,9850.84,30474924
2012-10-01,9847.94,9898.5,9815.92,9898.5,31715104
2012-10-02,9916.18,9982.68,9903.72,9982.68,34640520
2012-10-03,9994.49,10007.9,9964.08,9964.29,13812964
2012-10-04,9975.12,9986.52,9949,9972.58,18755996
2012-10-05,9989.68,10094.61,9986.43,10094.61,41291840
2012-10-08,10114.1,10127.72,10051.66,10112.24,39568072
2012-10-09,10131.47,10153.96,10033.08,10042.67,54363872
2012-10-10,10043.36,10044.82,9980.86,10017.32,26564338
2012-10-11,9983.9,10006.73,9953.4,9994.63,29721916
2012-10-12,9995.31,10009.1,9911.88,10009.1,24189732
2012-10-15,10018.78,10023.07,9961.87,10008.84,82453976
2012-10-16,10030.04,10087.73,10026.97,10087.73,100069488
2012-10-17,10079.53,10081.81,10006.21,10050.51,85319120
2012-10-18,10062.17,10095.84,10027.66,10092.73,46722308
2012-10-19,10078.31,10088.55,9994.17,10028.87,44263512
2012-10-22,10012.47,10044.43,9947.95,9969.68,85919184
2012-10-23,9988.43,9996.19,9804.89,9885.9,95487248
2012-10-24,9850.72,9884.68,9825.74,9884.68,23771242
2012-10-25,9858.23,9886.3,9793.16,9848.23,19168854
2012-10-26,9831.38,9848.44,9803.72,9843.17,9310102
2012-10-29,9838.62,9850.21,9780.75,9812.08,13355726
2012-10-30,9807.29,9825.41,9774.2,9784.95,8634799
2012-10-31,9806.22,9818.53,9777.42,9818.53,12074587
2012-11-02,9850.61,9873.84,9791.1,9826.71,7830651
2012-11-05,9814.17,9826.53,9753.76,9789.36,8272435
2012-11-06,9806.73,9806.73,9739,9774.65,8278886
2012-11-07,9786.54,9794.74,9690.07,9719.85,12643817
2012-11-08,9676.52,9685.57,9641.92,9685.57,5560146
2012-11-09,9666.26,9683.13,9625.98,9683.13,6610031
2012-11-12,9685.85,9706.23,9637.36,9685.23,20095700
2012-11-13,9698.21,9702,9607.99,9660.9,23353934
2012-11-14,9714.22,9773.05,9706.66,9760.35,19945558
2012-11-15,9753.79,9764.98,9714.84,9746.2,39806448
2012-11-16,9761.27,9781.74,9713.27,9732.42,38383912
2012-11-19,9747.27,9773.07,9713.11,9773.07,24822150
2012-11-20,9766.81,9791.18,9737.51,9777.85,15038412
2012-11-21,9780.72,9792.49,9747.63,9765.2,15573144
2012-11-22,9772.34,9809.99,9772.32,9809.99,11985019
2012-11-23,9806.27,9822.17,9781.74,9822.17,8172265
2012-11-26,9821.9,9851.35,9774.94,9851.35,7296976
2012-11-27,9879.32,9892.83,9840.53,9848.42,9912813
2012-11-28,9882.01,9883.42,9819.24,9883.35,8037355
2012-11-29,9880.52,9956.34,9876.18,9956.34,6412927
2012-11-30,9946.07,9968.79,9916.57,9968.79,4881753
2012-12-03,9973.3,9989.84,9946.48,9989.84,9057462
2012-12-04,10003.88,10040.08,9977.46,10040.08,8918046
2012-12-05,10050.39,10066.83,10006.39,10057.21,8630216
2012-12-06,10090.91,10163.14,10058.16,10163.14,12807911
2012-12-07,10171.76,10171.76,10091.2,10143.43,27874946
2012-12-10,10134.39,10167.77,10100.28,10167.77,12734377
2012-12-11,10177.15,10271.05,10165.83,10271.05,18226224
2012-12-12,10282.91,10310.92,10235,10310.92,12555425
2012-12-13,10316.57,10336.64,10239.07,10301.1,7284290
2012-12-14,10272.2,10325.12,10269.82,10310.1,18282248
2012-12-17,10331.47,10337.22,10250.76,10293.67,9102307
2012-12-18,10289.66,10300.8,10242.33,10293.66,8573693
2012-12-19,10305.6,10348.32,10268.02,10348.32,15594523
2012-12-20,10342.61,10343.39,10200.87,10242.71,14816592
2012-12-21,10222.11,10312.9,10215.22,10312.9,6323683
2012-12-27,10302.83,10376.97,10298.36,10376.97,4468545
2012-12-28,10399.94,10443.68,10347.77,10443.68,7032982
2013-01-02,10461.64,10531.27,10449.15,10531.27,6515941
2013-01-03,10548.62,10554.18,10483.89,10554.18,6818372
2013-01-04,10531.56,10542.23,10476.53,10519.33,10454318
2013-01-07,10503.19,10518.06,10467.76,10488.6,5371309
2013-01-08,10481.29,10519.59,10454.69,10500.71,5359335
2013-01-09,10516.21,10525.02,10446.48,10503.06,4516018
2013-01-10,10510.24,10514.31,10483.72,10496.8,9666931
2013-01-11,10554.29,10595.04,10543.83,10595.04,20751940
2013-01-14,10595.7,10637.07,10585.54,10637.07,15171716
2013-01-15,10666.66,10669.14,10601.02,10638.06,16504584
2013-01-16,10616.95,10678.94,10611.23,10673.05,9635710
2013-01-17,10701.75,10776.8,10701.75,10767.29,11299020
2013-01-18,10814.28,10903.93,10808.46,10903.93,7167303
2013-01-21,10910.27,11030.02,10905.06,11030.02,6345952
2013-01-22,11059.56,11074.24,11023.75,11073.63,10718186
2013-01-23,11091.1,11095.1,11046.11,11071.8,12825345
2013-01-24,11089,11108.21,11054.83,11108.21,11925317
2013-01-25,11138.56,11174.05,11118.26,11174.05,14201339
2013-01-28,11197.35,11198.64,11116.57,11144.27,14400240
2013-01-29,11140.01,11175.05,11108.06,11165.66,6485625
2013-01-30,11190.62,11200.17,11135.71,11183.61,7389264
2013-01-31,11173.39,11245.8,11129.48,11245.8,8161871
2013-02-01,11247.64,11250.02,11195.1,11241,4822577
2013-02-04,11268,11280.61,11145.69,11191.08,4626997
2013-02-05,11153.01,11176.78,11051.03,11060.84,8160274
2013-02-06,11063.86,11092.87,10912.23,10953.57,8702691
2013-02-07,10947.24,10963.64,10898.41,10950.03,5839477
2013-02-08,10957.08,10995.65,10930.94,10986.53,4370268
2013-02-11,11022.38,11040.89,10912.16,10947.75,6532421
2013-02-12,10969.18,10981.98,10902.72,10981.98,9223878
2013-02-13,11004.55,11028.13,10975.71,11022.58,4397348
2013-02-14,11032.93,11039.32,10975.06,11017.48,7272796
2013-02-15,11010.54,11071.18,10989.85,11071.18,7078879
2013-02-18,11073.43,11108.15,11068.98,11089.91,5985119
2013-02-19,11127.39,11128.36,11094.6,11119.72,10637316
2013-02-20,11138.05,11151.06,11014.53,11014.53,9877362
2013-02-21,10987.59,10987.59,10894.49,10948.88,5430220
2013-02-22,10958.83,10996.67,10935.41,10985.79,8184579
2013-02-25,10998.55,11033.69,10979.97,11033.69,5996750
2013-02-26,10955.18,10981,10945.05,10972.28,6641980
2013-02-27,11008.5,11039.2,10971.77,11039.2,14025608
2013-02-28,11064.02,11090.5,11016.26,11052.03,18933504
2013-03-01,10991.38,11010.83,10936.15,11010.83,6975634
2013-03-04,10991.18,11016.18,10958.9,10998.55,18689586
2013-03-05,10996.08,11011.13,10978.38,10997.33,9104758
2013-03-06,11012.95,11045.7,10996.97,11042.47,10028142
2013-03-07,11058.74,11058.74,11007.11,11042.08,11085848
2013-03-08,11059.16,11119.06,11052.39,11119.06,13977877
2013-03-11,11146.86,11159.08,11081.06,11133.1,11189548
2013-03-12,11159.94,11163.16,11122.82,11150.86,12949728
2013-03-13,11150.68,11194.08,11113.52,11194.08,16002022
2013-03-14,11181.64,11231.22,11146.06,11231.22,20796984
2013-03-15,11238.07,11249.4,11197.94,11228.39,18669984
2013-03-18,11164.05,11190.2,11127.74,11190.2,9675073
2013-03-19,11181.84,11183.26,11093.9,11135.62,10833806
2013-03-20,11114.97,11170.68,11109.52,11168.63,16635977
2013-03-21,11168.81,11172.29,11026.45,11069.03,15988633
2013-03-22,11021.18,11021.18,10837.33,10908.77,25803908
2013-03-25,10935.82,11023.51,10848.65,10899.26,18896604
2013-03-26,10862.12,10862.12,10722.61,10815.43,14516522
2013-03-27,10818.51,10867.86,10789.15,10867.86,19552500
2013-03-28,10893.28,10963.51,10862.25,10938.55,24195880
2013-04-02,10945.64,10998.7,10902.09,10998.7,72426416
2013-04-03,11022.84,11022.84,10793.77,10809.87,68647200
2013-04-04,10786.02,10824.2,10762.87,10817.23,77043888
2013-04-05,10851.15,10867.64,10742.29,10803.99,35735096
2013-04-08,10823.98,10851.29,10782.04,10819.93,36759952
2013-04-09,10842.26,10848.45,10771.13,10820.89,15707723
2013-04-10,10785.58,10845.27,10766.01,10845.27,83091232
2013-04-11,10857.82,10908.65,10820.36,10908.65,81514352
2013-04-12,10899.75,10915.22,10788.51,10807.45,17010048
2013-04-15,10846.08,10852.3,10645.48,10663.67,33018204
2013-04-17,10620.88,10634.44,10367.27,10431.02,23984224
2013-04-18,10381.59,10415.53,10340.05,10415.53,11589425
2013-04-19,10402.3,10402.3,10311.46,10373.6,11552371
2013-04-22,10379.9,10390.29,10282.78,10335.77,9738009
2013-04-23,10292.34,10304.53,10208.62,10282.22,27703976
2013-04-24,10312.97,10326.15,10183.53,10264.95,30029044
2013-04-25,10301.29,10327.2,10252.09,10327.2,22775240
2013-04-26,10342.63,10407.26,10329.22,10407.26,39341828
2013-04-29,10414.25,10465.41,10381.09,10465.41,26180856
2013-04-30,10478.86,10511.46,10425.74,10511.46,6005202
2013-05-02,10528.37,10554.34,10505.76,10554.34,25054720
2013-05-06,10567.43,10605.72,10525.85,10605.72,12648536
2013-05-07,10601.73,10630.16,10573.55,10618.63,16841470
2013-05-08,10626.09,10692.81,10586.43,10692.81,8882931
2013-05-09,10710.51,10723.2,10676.88,10714.8,8794429
2013-05-10,10731.85,10758.03,10707.02,10758.03,18315818
2013-05-13,10785.94,10787.91,10690.43,10762.74,15037773
2013-05-14,10772.11,10819.27,10734.63,10819.27,12748181
2013-05-15,10826.56,10913.18,10818.06,10913.18,13855643
2013-05-16,10896,10980.14,10878.94,10976.8,13789175
2013-05-17,10969.15,10997.39,10919.2,10991.63,16557517
2013-05-20,11016.88,11093.37,10981.31,11070.23,20690640
2013-05-21,11084.68,11112.27,11022.78,11089.17,38795220
2013-05-22,11092.85,11108.4,11038.17,11082.19,13870952
2013-05-23,10962.91,11050.12,10910.27,11050.12,10596985
2013-05-24,11042.89,11134.28,11042.89,11130.47,11866681
2013-05-27,11154.28,11329.88,11153.65,11329.88,20618260
2013-05-28,11385.02,11460.46,11373.07,11439.53,19565216
2013-05-29,11436.98,11446.45,11351.88,11434.08,28811066
2013-05-31,11425.43,11518.87,11386.48,11518.87,21557868
2013-06-03,11512.84,11514.45,11398.38,11428.58,16162688
2013-06-04,11493.3,11527.78,11482.67,11527.78,43041096
2013-06-05,11532.19,11574.51,11485.4,11566.33,16424537
2013-06-06,11556.82,11618.35,11556.82,11598.9,20909576
2013-06-07,11641.08,11722.51,11616.33,11721.2,23758968
2013-06-10,11765.34,11855.82,11748.04,11855.82,13651720
2013-06-11,11868.03,11906.69,11837.77,11906.69,15356469
2013-06-12,11904.49,12049.41,11892.42,12044.12,13762382
2013-06-13,11972.92,11997.09,11927.94,11997.09,15435150
2013-06-14,12010.71,12024.04,11963.61,11980.74,21117624
2013-06-17,11975.19,11981.63,11909.3,11950.7,12553470
2013-06-18,11937.42,12001.25,11905.87,12001.25,14130000
2013-06-19,12031.13,12031.13,11947.06,11995.61,21699724
2013-06-20,11945.15,11945.15,11669.63,11755.38,25451808
2013-06-21,11707.91,11746.19,11602.6,11698.05,12451263
2013-06-24,11669.87,11712.88,11628.23,11694.7,7545622
2013-06-25,11771.19,11846.22,11756.45,11846.22,10590702
2013-06-26,11797.96,11797.96,11631.04,11772.39,8102463
2013-06-27,11830.6,11835.74,11604.07,11665.86,11649193
2013-06-28,11663.62,11716.43,11580.76,11716.43,9199637
2013-07-01,11674.27,11756.83,11639.3,11756.83,9697667
2013-07-02,11748.09,11805.57,11716.43,11805.57,5925744
2013-07-03,11805.94,11805.94,11670.73,11736.24,4487763
2013-07-04,11739.28,11820.5,11739.28,11820.5,7744980
2013-07-05,11808.16,11822.63,11750.17,11822.63,8983519
2013-07-08,11803.03,11805.91,11677.22,11711.98,7609441
2013-07-09,11671.08,11680.58,11562.69,11610.73,8756829
2013-07-10,11586.1,11643.94,11560.06,11643.94,4618840
2013-07-11,11663.65,11739.32,11635.08,11739.32,7810736
2013-07-12,11715.48,11784.6,11668.44,11784.6,4974891
2013-07-15,11792.1,11799.84,11743.94,11770.78,4009833
2013-07-16,11729.4,11772.6,11728.84,11753.2,11061868
2013-07-17,11715.66,11768.81,11685.67,11768.81,6085924
2013-07-18,11752,11813.42,11690.65,11813.42,8447260
2013-07-19,11805.51,11837.95,11777.1,11837.95,9650976
2013-07-22,11820.6,11865.5,11792.01,11864.19,4629449
2013-07-23,11845.64,11905.16,11827.06,11905.16,6701080
2013-07-24,11901.95,11975.99,11889.06,11975.99,14594590
2013-07-25,11981.49,11982.7,11887.27,11939.68,9576321
2013-07-26,11936.88,11939.84,11872.13,11930.54,5511921
2013-07-29,11912.31,11917.93,11844.94,11917.93,4746371
2013-07-30,11874.53,11923.14,11858.65,11914.45,6762618
2013-07-31,11923.76,11934.08,11864.85,11934.08,8861467
2013-08-01,11950.02,12031.41,11921.76,12025.6,4831701
2013-08-02,12046.37,12157.55,12043.59,12096.51,27104430
2013-08-05,12079.17,12181.61,12068.76,12181.61,17207124
2013-08-06,12170.35,12214.57,12126.11,12213.07,12587298
2013-08-07,12195.68,12294.72,12151.5,12294.72,20331434
2013-08-08,12310.93,12425.78,12284.95,12425.78,19051428
2013-08-09,12421.57,12524.35,12406.55,12524.35,13809118
2013-08-12,12551.73,12613.68,12520.8,12613.68,27275328
2013-08-13,12611.09,12783.95,12609.63,12783.95,14450915
2013-08-14,12810.88,12978.86,12763.91,12961.14,21585492
2013-08-16,12930.04,12934.78,12876.66,12933.31,8509686
2013-08-19,12935.94,12941.13,12811.61,12877.73,20519844
2013-08-20,12856.58,12858.29,12702.7,12831.52,8887517
2013-08-21,12861.37,12891.6,12826.21,12826.21,10475093
2013-08-22,12859.44,12987.4,12846.91,12985.38,11192620
2013-08-23,12997.74,13050.37,12961.19,13050.37,15214966
2013-08-26,13048.96,13096.89,13017.66,13056.86,17227132
2013-08-27,13062.55,13062.55,12752.53,12781.02,11541672
2013-08-28,12654.54,12706.26,12601.13,12706.26,10303715
2013-08-29,12735.17,12801.41,12719.89,12801.41,8789410
2013-08-30,12825.59,12844.83,12750.13,12801.04,6113646
2013-09-02,12799.54,12877.64,12781.81,12870.44,9980459
2013-09-03,12875.81,12888.63,12804.34,12843.19,11724376
2013-09-04,12805.26,12805.26,12637.81,12637.81,8799556
2013-09-05,12597.59,12597.59,11930.95,12178.22,17539284
2013-09-06,12173.83,12457.22,12173.83,12457.22,9035583
2013-09-09,12542.62,12726.39,12531.93,12726.39,8001214
2013-09-10,12779.6,12962.91,12779.6,12962.91,15013097
2013-09-11,13006.52,13006.52,12909.8,12983.95,11745936
2013-09-12,12961.16,13011.41,12946.05,13011.41,9286721
2013-09-13,13012.37,13013.58,12940.02,12998.59,11823905
2013-09-16,12979.69,13018.89,12960.46,13003.37,10334782
2013-09-17,13064.73,13094.87,13013.39,13085.22,9656276
2013-09-18,13071.46,13083.25,12999.33,13049.76,72696960
2013-09-19,13179.76,13220.8,13111.72,13124.47,34332772
2013-09-20,13098.49,13140.46,13059.07,13140.38,21455270
2013-09-23,13174.09,13201.9,13089.15,13089.15,14329943
2013-09-24,13155.84,13175.82,13104.54,13131.43,12371297
2013-09-25,13100.43,13114.91,13047.18,13114.91,31898748
2013-09-26,13159.07,13233.88,13118.19,13233.88,45920520
2013-09-27,13275.37,13347,13271.41,13346.97,43095440
2013-09-30,13328.12,13328.12,13238.07,13314.68,27223356
2013-10-01,13312.76,13338.19,13271.98,13338.19,18707884
2013-10-02,13349.18,13438.02,13347.45,13386.01,11551115
2013-10-03,13456.07,13518.94,13446.17,13476.11,54413056
2013-10-04,13523.56,13530.05,13433.17,13513.64,46195908
2013-10-07,13501.42,13504.32,13428.41,13477.58,17179532
2013-10-08,13455.62,13456.01,13373.91,13399.64,31510688
2013-10-09,13376.82,13377.06,13307.06,13361.98,19147284
2013-10-10,13378.55,13589.27,13367.97,13589.27,19935304
2013-10-11,13625.03,13671.6,13591.59,13638.56,17187944
2013-10-14,13655.2,13701.85,13610.36,13701.85,28188360
2013-10-15,13723.54,13867.39,13722.45,13824.94,25034440
2013-10-16,13783.39,13886.79,13770.62,13886.79,22603438
2013-10-17,13943.28,14155.74,13902.54,14155.74,31801418
2013-10-18,14113.03,14253.72,13980.25,14253.72,21779544
2013-10-21,14304.7,14461.63,14289.23,14459.56,17736398
2013-10-22,14472.9,14522.89,14413.49,14512.68,20280286
2013-10-23,14481.98,14493.99,14319.79,14327.32,12346645
2013-10-24,14355.64,14572.1,14349.69,14572.1,15108138
2013-10-25,14579.27,14753.57,14534.4,14753.57,18634164
2013-10-28,14764.37,14896.01,14764.37,14896.01,24686624
2013-10-29,14885.29,15002.02,14881.18,14994.44,23460788
2013-10-30,15031.77,15074.52,14936.9,14942.82,71395504
2013-10-31,14946.11,14961.01,14879.51,14928.63,30118112
2013-11-04,14936.51,15023.33,14915.35,15023.33,53938568
2013-11-05,15066.03,15105.26,14815.3,14877.29,32693884
2013-11-06,14893.91,14910.98,14833.7,14860.69,29515964
2013-11-07,14823.44,14878.87,14796.11,14815.77,21595696
