Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2013-11-08,14814.82,14826.58,14715.29,14721,16518552
2013-11-12,14757.05,14826.24,14753.08,14799.31,20681298
2013-11-13,14826.24,14830.65,14600.22,14676.58,17854980
2013-11-14,14668.39,14716.73,14602.42,14700.03,50320108
2013-11-15,14703.04,14878.82,14702.39,14878.82,47856176
2013-11-18,14915.33,14942.52,14846.95,14939.29,45624936
2013-11-19,14949.4,14959.85,14899.21,14915.99,27658020
2013-11-20,14918.06,14937.54,14863.84,14923.74,24076794
2013-11-21,14941.41,14944.66,14889.3,14918.46,19673244
2013-11-22,14937.98,15054.57,14937.98,15036.8,20996394
2013-11-25,15069.24,15156.8,15067.82,15093.78,31424852
2013-11-26,15109.93,15119.63,14952.7,14952.7,25836728
2013-11-27,14956.69,15032.85,14846.81,14887.98,28093580
2013-11-28,14891.8,14922.73,14804.17,14856.24,13359347
2013-11-29,14881.54,15018.25,14880.83,15018.25,24454018
2013-12-02,15033.54,15054.55,14880.74,14900.98,19552882
2013-12-03,14902.64,14907.21,14611.51,14612.41,26655494
2013-12-04,14557.61,14614.74,14425.47,14485.48,19485372
2013-12-05,14446,14501.2,14388.67,14465,12384970
2013-12-06,14452.27,14512.16,14446.8,14485.48,17902402
2013-12-09,14518.38,14638.48,14518.38,14627.18,27697286
2013-12-10,14663.21,14668.69,14460.95,14573.06,37667048
2013-12-11,14574.12,14578.74,14439.12,14567.97,11502652
2013-12-12,14539.94,14540.9,14233.75,14381.36,18011184
2013-12-13,14364.31,14383.39,14197.74,14310.43,6073219
2013-12-16,14262.59,14299.37,14149.19,14169.87,8674310
2013-12-17,14187.2,14187.2,13932.23,13999.2,14304882
2013-12-18,13931.95,14045.24,13814.85,14045.24,10512712
2013-12-19,14137.12,14229.26,13970.64,14031.82,12740812
2013-12-20,13943.39,14033.33,13863.4,14018.48,14534279
2013-12-23,14068.13,14265.01,14068.13,14265.01,11600633
2013-12-27,14333.69,14360.09,14246.69,14298.57,10068740
2013-12-30,14334.3,14360.41,14247.21,14336.82,15320565
2014-01-02,14347.55,14470.72,14345.98,14386.22,8473781
2014-01-03,14414.03,14476.95,14400.11,14476.95,6475680
2014-01-07,14484.73,14493.77,14228.57,14242.98,7517409
2014-01-08,14188.22,14204.3,14011.4,14087.74,5706298
2014-01-09,14063.72,14068.19,13876.89,13876.89,7369447
2014-01-10,13787.41,13818.66,13620.09,13714.58,9482947
2014-01-13,13684.68,13909.45,13684.68,13909.45,6162991
2014-01-14,13891.58,13925.18,13831.3,13906.2,7316354
2014-01-15,13999.87,14067.34,13953.1,14067.34,29653004
2014-01-16,14120.2,14216.01,14070.98,14185.62,23903524
2014-01-17,14226.66,14230.41,14136.39,14136.39,7356555
2014-01-20,14118.5,14154.15,14090.78,14146.66,4103913
2014-01-21,14176.82,14293.46,14146.06,14268.04,12197412
2014-01-22,14304.78,14362.58,14257.15,14275.94,39843268
2014-01-23,14300.53,14301.67,14212.07,14215.72,17919110
2014-01-24,14218.52,14240.06,14056.45,14112.46,6524704
2014-01-27,14055.85,14055.85,13874.3,14005.47,7827724
2014-01-28,14003.81,14143.3,14001.31,14143.3,6449025
2014-01-29,14194.09,14284.89,14114.46,14170.62,12301538
2014-01-30,14157.07,14263.79,14081.62,14260.36,19783684
2014-01-31,14316.02,14387.81,14250.66,14387.81,11161918
2014-02-03,14449.55,14508.17,14426,14459.82,6044081
2014-02-04,14377.27,14391.09,14279.75,14391.09,6867876
2014-02-05,14415.93,14559.25,14415.93,14528.56,7937126
2014-02-06,14573.73,14620.96,14545.1,14614.19,8672706
2014-02-07,14660.78,14694.05,14544.07,14544.07,14738357
2014-02-10,14596.42,14598.35,14505.79,14532.04,5735763
2014-02-11,14548.04,14566.48,14525.09,14559.32,7530333
2014-02-12,14593.14,14624.96,14569.04,14614.71,8716113
2014-02-13,14638.85,14656.56,14578.51,14639.09,10038401
2014-02-14,14663.8,14698.29,14607.34,14687.41,6800386
2014-02-17,14707.94,14780.42,14699.68,14780.42,14524084
2014-02-18,14789.74,14795.25,14666.86,14781.6,31204968
2014-02-19,14749.73,14765.4,14676.54,14739.67,26524136
2014-02-20,14702.55,14710.05,14497.88,14497.88,7733467
2014-02-21,14528.71,14638.68,14528.71,14607.28,8059468
2014-02-24,14670.73,14695.66,14646.63,14659.68,9079149
2014-02-25,14730.34,14738.24,14556.42,14595.1,7931221
2014-02-26,14573.17,14602.3,14140.58,14140.58,8741440
2014-02-27,14153.07,14294.32,14129.27,14257.38,5562753
2014-02-28,14317.57,14464.35,14278.56,14464.35,4247412
2014-03-03,13701.5,13925.72,13426.18,13592.23,31005146
2014-03-04,13546.2,13964.07,13546.2,13921.24,15101126
2014-03-05,14001.97,14080.06,13872.7,13915.6,11308775
2014-03-06,13956.89,13993.42,13871.78,13917.34,11999612
2014-03-07,13912.21,13916.75,13773.97,13781.17,16358275
2014-03-10,13680.67,13697.67,13471.15,13530.19,16949518
2014-03-11,13515.58,13575.75,13456.8,13548.33,10361427
2014-03-12,13520.22,13528.19,13205.68,13348.78,9663949
2014-03-13,13337.26,13353.74,13160.99,13197.51,5149447
2014-03-14,13007.1,13007.1,12661.97,12883.71,12527595
2014-03-17,12867.85,13234.1,12867.85,13216.82,26862316
2014-03-18,13282.78,13307.7,13156.06,13245.02,14609540
2014-03-19,13243.46,13275.69,13142.82,13273.84,36555536
2014-03-20,13256.22,13321.98,13243.25,13321.98,25831160
2014-03-21,13348.85,13400.7,13333.06,13366.6,14259820
2014-03-24,13289.78,13382.3,13289.78,13382.3,4563951
2014-03-25,13463.57,13532.64,13463.57,13532.64,8018988
2014-03-26,13573.01,13637.8,13573.01,13637.8,7416637
2014-03-27,13576.97,13576.97,13549.86,13549.86,4005924
2014-03-28,13530.09,13570,13530.09,13570,4253555
2014-03-31,13603,13669.33,13603,13669.33,5262368
2014-04-01,13752.92,13760.88,13752.92,13760.88,11866538
2014-04-02,13836.57,13836.57,13805.73,13805.73,8866359
2014-04-03,13786.26,13786.26,13730.76,13730.76,10760624
2014-04-04,13726.54,13764.26,13726.54,13764.26,4294496
2014-04-07,13685.03,13685.03,13667.09,13667.09,4720924
2014-04-08,13629.85,13674.49,13629.85,13674.49,4768782
2014-04-09,13683.74,13725.87,13683.74,13725.87,4785262
2014-04-10,13733.78,13789.79,13733.78,13789.79,4008635
2014-04-11,13666.19,13718.76,13666.19,13718.76,4688640
2014-04-14,13546.28,13546.28,13512.96,13512.96,6556899
2014-04-15,13464.81,13464.81,13410.25,13410.25,3000638
2014-04-16,13359.4,13359.4,13201.79,13201.79,5685267
2014-04-17,13235.03,13243.4,13235.03,13243.4,5036653
2014-04-22,13342.18,13342.18,13321.23,13321.23,4161666
2014-04-23,13341.93,13341.93,13269.8,13269.8,3815252
2014-04-24,13245.66,13245.66,13160.39,13160.39,5058004
2014-04-25,13132.06,13132.06,13080.37,13080.37,5307053
2014-04-28,13040.95,13040.95,12989.91,12989.91,3991239
2014-04-29,13005.92,13005.92,12994.44,12994.44,5899490
2014-04-30,12996.24,13097.43,12996.24,13097.43,7379935
2014-05-02,13091.18,13091.18,13086.57,13086.57,1814538
2014-05-05,13005.81,13005.81,12904.95,12904.95,4188298
2014-05-06,12892.56,12892.56,12803.89,12803.89,4291552
2014-05-07,12561.21,12653.6,12561.21,12653.6,8260083
2014-05-08,12677.21,12677.21,12602.54,12602.54,5842167
2014-05-09,12576.28,12576.28,12456.65,12456.65,5276481
2014-05-12,12326.89,12399.69,12326.89,12399.69,4989230
2014-05-13,12512.78,12512.78,12490.59,12490.59,4969524
2014-05-14,12509.75,12574.18,12509.75,12574.18,4699578
2014-05-15,12577.62,12604.32,12577.62,12604.32,6422771
2014-05-16,12557.4,12557.4,12546.17,12546.17,6529996
2014-05-19,12541.34,12590.68,12541.34,12590.68,2922373
2014-05-20,12670.31,12726.85,12670.31,12726.85,5072968
2014-05-21,12794.68,12794.68,12772.22,12772.22,3955880
2014-05-22,12831.56,12874.25,12831.56,12874.25,5318394
2014-05-23,12984.23,12990.38,12984.23,12990.38,5504199
2014-05-26,13041.01,13063.32,13041.01,13063.32,3920163
2014-05-27,13028.93,13054.71,13028.93,13054.71,4679761
2014-05-28,13029.54,13043.38,13029.54,13043.38,6971661
2014-05-29,13043.84,13064.21,13043.84,13064.21,6021723
2014-05-30,13081.81,13094.85,13081.81,13094.85,5187505
2014-06-02,13171.5,13171.5,13100.65,13100.65,4745377
2014-06-03,13118.7,13118.7,13110.13,13110.13,7188910
2014-06-04,13081.12,13101.24,13081.12,13101.24,5615663
2014-06-05,13139.49,13162.87,13139.49,13162.87,4958128
2014-06-06,13204.01,13233.43,13204.01,13233.43,3991859
2014-06-09,13270.65,13290.47,13270.65,13290.47,4571200
2014-06-10,13322.55,13322.55,13309.39,13309.39,4158759
2014-06-11,13309.54,13309.54,13216.82,13216.82,7141968
2014-06-12,13150.95,13150.95,13079.77,13079.77,3883919
2014-06-13,13057.34,13057.34,13028.88,13028.88,5421031
2014-06-16,12920.97,12976.58,12920.97,12976.58,3240096
2014-06-17,13037.61,13037.61,13026.11,13026.11,5506597
2014-06-18,13037.27,13037.27,12987.23,12987.23,2789117
2014-06-20,13010.77,13010.77,12960.51,12960.51,1569244
2014-06-23,12917.05,12944.1,12917.05,12944.1,4327343
2014-06-24,12931.17,12931.17,12897.16,12897.16,4407012
2014-06-25,12833.99,12833.99,12772.7,12772.7,6447129
2014-06-26,12724.13,12724.13,12718.14,12718.14,6572031
2014-06-27,12742.75,12742.75,12721.23,12721.23,7922122
2014-06-30,12770.86,12778.3,12770.86,12778.3,3889625
2014-07-01,12718.15,12718.15,12670.04,12670.04,5379399
2014-07-02,12627.21,12627.21,12487.74,12487.74,4897640
2014-07-03,12461.76,12461.76,12390.31,12390.31,3793574
2014-07-04,12438.38,12461.72,12438.38,12461.72,2772064
2014-07-07,12439.01,12439.01,12403.05,12403.05,3444554
2014-07-08,12365.37,12365.37,12344.73,12344.73,3442934
2014-07-09,12359.58,12359.58,12278.76,12278.76,2621202
2014-07-10,12225.55,12225.55,12160.72,12160.72,5170864
2014-07-11,12258.91,12287.39,12258.91,12287.39,4157524
2014-07-14,12385.31,12385.31,12302.74,12302.74,2924499
2014-07-15,12277.37,12277.37,12180.49,12180.49,3565544
2014-07-16,12198.16,12198.16,12094.01,12094.01,2373930
2014-07-17,12044.77,12065.05,12044.77,12065.05,2140451
2014-07-18,11987.42,11987.42,11950.12,11950.12,3855294
2014-07-21,11934.1,11944.44,11934.1,11944.44,2268143
2014-07-22,11968.08,11968.08,11966.69,11966.69,2809745
2014-07-23,11991.5,11995.91,11991.5,11995.91,3345541
2014-07-24,11998.01,11998.01,11976.6,11976.6,3038103
2014-07-25,11970.01,11970.01,11935.82,11935.82,2352806
2014-07-28,11948.2,11948.2,11918.85,11918.85,3915807
2014-07-29,11952.62,11952.62,11894.39,11894.39,4193716
2014-07-30,11824.52,11824.52,11776.97,11776.97,7095325
2014-07-31,11725.85,11752.33,11725.85,11752.33,5074835
2014-08-01,11678.62,11728.02,11678.62,11728.02,3250837
2014-08-04,11803.81,11803.81,11800.96,11800.96,3260195
2014-08-05,11863.43,11863.43,11761.78,11761.78,4645052
2014-08-06,11711.32,11711.32,11605.96,11605.96,3154358
2014-08-07,11471.12,11471.12,11443.57,11443.57,3683414
2014-08-08,11303.49,11303.49,11280.98,11280.98,4944804
2014-08-11,11374.11,11462.31,11374.11,11462.31,3349843
2014-08-12,11485.84,11485.84,11458.9,11458.9,2810591
2014-08-13,11458.35,11458.35,11455.29,11455.29,3067437
2014-08-14,11471.02,11523.73,11471.02,11523.73,3092137
2014-08-18,11577.98,11642.36,11577.98,11642.36,2298609
2014-08-19,11654.25,11654.25,11612.99,11612.99,4609423
2014-08-20,11591.18,11612.34,11591.18,11612.34,1871797
2014-08-21,11683.27,11683.27,11661.96,11661.96,3936526
2014-08-22,11708.56,11708.56,11707.04,11707.04,4402969
2014-08-25,11743.01,11780.39,11743.01,11780.39,3456333
2014-08-26,11807.89,11850.69,11807.89,11850.69,5446968
2014-08-27,11882.61,11894.25,11882.61,11894.25,5063897
2014-08-28,11844.65,11844.65,11689.55,11689.55,6654089
2014-08-29,11745.96,11788,11745.96,11788,4561024
2014-09-01,11801.74,11837.11,11801.74,11837.11,4167000
2014-09-02,11905.52,11905.52,11875.29,11875.29,8467049
2014-09-03,11954.59,12053.72,11954.59,12053.72,10868282
2014-09-04,12029.35,12061.44,12029.35,12061.44,7852870
2014-09-05,12073.52,12160.96,12073.52,12160.96,5837074
2014-09-08,12147.2,12182.19,12147.2,12182.19,7252235
2014-09-09,12199.82,12199.82,12195.3,12195.3,12545692
2014-09-10,12259.65,12281.34,12259.65,12281.34,8980337
2014-09-11,12274.69,12283.53,12274.69,12283.53,9488003
2014-09-12,12286.13,12360.52,12286.13,12360.52,6000079
2014-09-15,12325.42,12341.74,12325.42,12341.74,5633259
2014-09-16,12337.01,12366.22,12337.01,12366.22,4641214
2014-09-17,12430.42,12449.24,12430.42,12449.24,6291799
2014-09-18,12483.29,12483.29,12460.71,12460.71,6723357
2014-09-19,12524.96,12583.09,12524.96,12583.09,6439794
2014-09-22,12650.26,12716.76,12650.26,12716.76,6021973
2014-09-23,12684.23,12684.23,12660.56,12660.56,4704168
2014-09-24,12656.33,12656.33,12595.57,12595.57,4543957
2014-09-25,12675.49,12675.49,12625.28,12625.28,5163362
2014-09-26,12589.35,12628.15,12589.35,12628.15,4457128
2014-09-29,12679.28,12679.28,12667.97,12667.97,3923848
2014-09-30,12648.8,12648.8,12628.2,12628.2,4122204
2014-10-01,12624.8,12624.8,12514.15,12514.15,3595206
2014-10-02,12408.41,12409.07,12408.41,12409.07,5423921
2014-10-03,12459.81,12464.83,12459.81,12464.83,4138787
2014-10-06,12532.08,12557.93,12532.08,12557.93,3906546
2014-10-07,12533.7,12533.7,12520.62,12520.62,3059003
2014-10-08,12459.11,12459.11,12417.8,12417.8,4744932
2014-10-09,12510.25,12510.25,12446.82,12446.82,3639069
2014-10-10,12334.17,12334.17,12306.67,12306.67,5187127
2014-10-13,12327.08,12337.12,12327.08,12337.12,3720176
2014-10-14,12263.51,12263.51,12216.76,12216.76,5072698
2014-10-15,12222.65,12222.65,12156.81,12156.81,4152126
2014-10-16,12187.83,12187.83,12155.69,12155.69,5269351
2014-10-17,12236.33,12273.12,12236.33,12273.12,4566445
2014-10-20,12252.24,12257.67,12252.24,12257.67,4297182
2014-10-21,12271.48,12368.37,12271.48,12368.37,4861388
2014-10-22,12376.79,12381.34,12376.79,12381.34,4514690
2014-10-23,12363.46,12364.46,12363.46,12364.46,4376462
2014-10-24,12403,12403,12380.17,12380.17,4745073
2014-10-27,12385.5,12394.4,12385.5,12394.4,3969791
2014-10-28,12384.68,12428.69,12384.68,12428.69,3575767
2014-10-29,12449.25,12449.25,12430.42,12430.42,3346250
2014-10-30,12394.25,12430.85,12394.25,12430.85,3092876
2014-10-31,12460.69,12469.3,12460.69,12469.3,3443851
2014-11-03,12479.48,12483.34,12479.48,12483.34,3969705
2014-11-04,12532.78,12532.78,12513.93,12513.93,4466801
2014-11-05,12524.37,12524.37,12475.81,12475.81,4078969
2014-11-06,12447.78,12447.78,12401.4,12401.4,4220214
2014-11-07,12410.83,12410.83,12351.49,12351.49,5288977
2014-11-10,12350.97,12350.97,12333.5,12333.5,2901275
2014-11-12,12337.45,12337.45,12301.61,12301.61,3663454
2014-11-13,12317.66,12317.66,12315.86,12315.86,4841809
2014-11-14,12341.14,12341.14,12300.58,12300.58,5229721
2014-11-17,12302.46,12302.46,12276.55,12276.55,7470303
2014-11-18,12307.33,12358.83,12307.33,12358.83,4552493
2014-11-19,12369.84,12374.41,12369.84,12374.41,8206772
2014-11-20,12372.95,12372.95,12353.09,12353.09,6405173
2014-11-21,12352.45,12376.28,12352.45,12376.28,11244086
2014-11-24,12339.76,12339.76,12275.69,12275.69,6116180
2014-11-25,12287.72,12287.72,12219.3,12219.3,4504388
2014-11-26,12248.11,12248.11,12228.76,12228.76,5793898
2014-11-27,12257.08,12257.08,12250.55,12250.55,4007475
2014-11-28,12247.46,12293.45,12247.46,12293.45,3119088
2014-12-01,12219.51,12219.51,12165.95,12165.95,2652320
2014-12-02,12196.79,12223.59,12196.79,12223.59,3379598
2014-12-03,12209.54,12224.96,12209.54,12224.96,9914126
2014-12-04,12246.3,12246.3,12238.7,12238.7,5140760
2014-12-05,12232.26,12246.85,12232.26,12246.85,3795879
2014-12-08,12215.48,12227.89,12215.48,12227.89,3800641
2014-12-09,12162.01,12169.66,12162.01,12169.66,3757232
2014-12-10,12086.23,12086.23,12054.26,12054.26,4033480
2014-12-11,12033.38,12076.24,12033.38,12076.24,3604882
2014-12-12,12081.24,12086.21,12081.24,12086.21,5772144
2014-12-15,12024.69,12024.69,11974.93,11974.93,4661827
2014-12-16,11847.65,11864.1,11847.65,11864.1,6639161
2014-12-17,11849.7,11890.21,11849.7,11890.21,5530209
2014-12-18,11962.39,11966.78,11962.39,11966.78,9501232
2014-12-19,11950.51,11991.63,11950.51,11991.63,5985662
2014-12-22,11949.5,11949.5,11913.62,11913.62,5826606
2014-12-23,11922.39,11979.7,11922.39,11979.7,7767884
2014-12-29,11999.64,12024.43,11999.64,12024.43,4452599
2014-12-30,12044.49,12108.06,12044.49,12108.06,5384213
2015-01-02,12155.32,12189.15,12140.39,12164.52,4335661
2015-01-05,12180.59,12200.29,12158.85,12171.47,5031366
2015-01-07,12172.04,12189.36,12126.43,12179.99,7038950
2015-01-08,12242.33,12320.47,12232.34,12318.77,7655939
2015-01-09,12348.77,12379.04,12271.35,12299.41,6031487
2015-01-12,12323.59,12376.14,12302.19,12325.03,5454467
2015-01-13,12357.17,12408.97,12343.68,12408.97,6401253
2015-01-14,12403.88,12404.8,12274.39,12310.08,4957235
2015-01-15,12343.82,12358.18,12160.09,12219.52,6212317
2015-01-16,12211.45,12225.26,12122.78,12140.44,5619605
2015-01-19,12137.35,12151.88,12097.23,12100.62,5500711
2015-01-20,12143.78,12143.78,12006.16,12006.16,5403439
2015-01-21,12052.66,12105.75,12039.43,12105.35,7586108
2015-01-22,12147.7,12183.29,12123.83,12172.32,7002412
2015-01-23,12190.92,12287.22,12178.63,12287.22,6937487
2015-01-26,12282.71,12326.15,12269.38,12322.41,5174612
2015-01-27,12331.61,12357.35,12293.39,12321.15,6693517
2015-01-28,12359.49,12406.97,12341.2,12406.97,5322029
2015-01-29,12426.12,12468.74,12423.97,12464.5,4567360
2015-01-30,12512.68,12519.91,12469.19,12509.27,4753758
2015-02-02,12542,12557.9,12479.44,12504.54,4558236
2015-02-03,12533.64,12543.66,12474.28,12484.35,5030727
2015-02-04,12492.64,12513.14,12451.24,12465.76,5813730
2015-02-05,12488.59,12522.35,12481.03,12522.23,3769061
2015-02-06,12566.21,12604.31,12559.18,12580.93,4641920
2015-02-09,12623.67,12624.11,12531.26,12555.13,3292022
2015-02-10,12540.58,12628.34,12540.58,12602.19,6105392
2015-02-11,12638.18,12639.99,12574.93,12594.76,4248976
2015-02-12,12620.66,12666.87,12612.36,12666.87,4507546
2015-02-13,12670.96,12725.48,12644.88,12725.48,7330761
2015-02-16,12746.63,12794.87,12741.59,12794.87,8549042
2015-02-17,12799.08,12831.65,12788.24,12829.31,4773294
2015-02-18,12844.7,12856.79,12796.16,12821.66,7892490
2015-02-19,12834.7,12854.26,12814.52,12842.53,5373992
2015-02-20,12849.75,12868.85,12827.67,12868.85,5640326
2015-02-23,12896.43,12914.81,12866.31,12900.52,4272453
2015-02-24,12922.86,12986.35,12897.26,12983.78,9187585
2015-02-25,12989.75,13129.74,12979.5,13112.05,9845773
2015-02-26,13140.69,13158.03,13104.04,13141.69,8164746
2015-02-27,13179.95,13269.54,13176.82,13253.18,7070245
2015-03-02,13303.94,13421.02,13294.2,13401.18,7339028
2015-03-03,13418.19,13460.42,13342.39,13351.72,8341728
2015-03-04,13359.84,13469.59,13298.6,13469.59,7322720
2015-03-05,13492.16,13567.38,13484.74,13525.35,7033096
2015-03-06,13561.79,13601.78,13447.97,13447.97,5539569
2015-03-09,13463.62,13480.74,13408.2,13440.58,4186680
2015-03-10,13471.49,13477.67,13360.42,13382.81,7823656
2015-03-11,13332.98,13453.44,13332.98,13453.44,9337576
2015-03-12,13467.85,13471.74,13401.18,13433.94,7424667
2015-03-13,13454.52,13466.85,13411.63,13433.22,8777421
2015-03-16,13464.46,13500.07,13456.24,13499.81,8169522
2015-03-17,13491.01,13513.84,13417.15,13454.79,6112148
2015-03-18,13477.32,13490.13,13442.53,13483.33,6392646
2015-03-19,13504.44,13555.29,13480.9,13555.29,4506680
2015-03-20,13545.97,13591.79,13508.84,13591.79,7857634
2015-03-23,13602.76,13625.84,13540.51,13569.03,7032522
2015-03-24,13560.8,13584.84,13461.65,13483.54,6669802
2015-03-25,13496.57,13508.39,13424.21,13461.81,6054529
2015-03-26,13447.86,13447.86,13344.29,13380.69,4183587
2015-03-27,13383.55,13425.93,13371.76,13383.42,3441826
2015-03-30,13448.49,13471.04,13418.29,13471.04,4583731
2015-03-31,13493.69,13504.33,13416.82,13443.43,3893768
2015-04-01,13454.89,13512.45,13433.53,13449.51,7016494
2015-04-02,13466.88,13529.14,13466.88,13529.14,4939060
2015-04-07,13548.04,13587.47,13511.62,13523.52,6281960
2015-04-08,13529.44,13564.76,13516.29,13548.96,6496429
2015-04-09,13569.57,13622.13,13567.45,13591.31,5130087
2015-04-10,13630.9,13662.09,13593.62,13593.62,4870022
2015-04-13,13619.75,13623.88,13573.72,13599.5,3527581
2015-04-14,13601.7,13616.31,13527.4,13536.83,4499818
2015-04-15,13531.22,13580.61,13517.66,13567.3,4473747
2015-04-16,13600.26,13619.38,13564.17,13564.8,6437111
2015-04-17,13583.2,13608.9,13486.18,13516.52,4533067
2015-04-20,13513.05,13582.59,13510.67,13580.22,4106609
2015-04-21,13597.87,13647.48,13597.87,13607.58,5015684
2015-04-22,13635.75,13652.44,13578.92,13623.94,4201556
2015-04-23,13650.83,13720.67,13650.83,13699.99,4403391
2015-04-24,13713.67,13741.73,13689.93,13741.73,3104519
2015-04-27,13736.17,13759.99,13693.55,13735.87,5471410
2015-04-28,13750.18,13754.01,13693.78,13713.25,4198516
2015-04-29,13736.99,13766.45,13716.01,13729.45,5102870
2015-04-30,13715.34,13771.72,13713.67,13757.52,3985377
2015-05-04,13769.29,13876.16,13769.29,13876.16,5250237
2015-05-05,13907.55,13957.22,13872.52,13872.52,6518508
2015-05-06,13879.17,13975.26,13868.85,13975.26,6536632
2015-05-07,13992.95,14004.61,13898.93,13958.15,8079343
2015-05-08,13959.95,14063.9,13959.32,14063.9,6764551
2015-05-11,14084.8,14107.44,14071.25,14076.19,4209414
2015-05-12,14060.1,14068.2,14004.12,14011.87,4803533
2015-05-13,14001.91,14027.26,13955.06,13992.53,6462231
2015-05-14,13997.39,14018.26,13963.88,13977.67,4962437
2015-05-15,13982.53,14012.93,13921.23,13945.97,6352925
2015-05-18,13950.33,13984.25,13876.31,13910.28,5141978
2015-05-19,13904.1,13907.5,13786.74,13806.16,5819626
2015-05-20,13783.7,13812.6,13724.6,13809.71,3392041
2015-05-21,13802.41,13810.12,13739.53,13791.58,5434318
2015-05-22,13772.7,13806.06,13752.34,13781.11,4719483
2015-05-25,13774.34,13774.34,13636.11,13667.36,5368602
2015-05-26,13662.14,13689.12,13623.97,13680.54,4894456
2015-05-27,13677.9,13693.29,13648.66,13665.61,3835153
2015-05-28,13706.72,13729.59,13673.61,13725,3934168
2015-05-29,13746.12,13762.14,13702.67,13756.83,4105855
2015-06-01,13718.09,13755.04,13686.78,13753.34,3828638
2015-06-02,13760.24,13762.71,13666.31,13694.34,3198611
2015-06-03,13710.39,13724.88,13668.98,13724.88,4044074
2015-06-05,13695.86,13703.12,13642.67,13682.11,2236062
2015-06-08,13661.45,13672.48,13534.91,13595.14,3120418
2015-06-09,13561.61,13561.61,13405.24,13429.48,5394563
2015-06-10,13421.91,13473.42,13373.1,13446.64,4557606
2015-06-11,13440.36,13461.27,13363.66,13368.11,3690959
2015-06-12,13384.77,13411.59,13350.5,13363.53,3738762
2015-06-15,13355.76,13376.37,13313.18,13348.37,2782014
2015-06-16,13335.11,13335.11,13257.61,13281.3,3189566
2015-06-17,13268.09,13302.47,13143.5,13179.06,3964679
2015-06-18,13140.18,13177.18,13099.61,13177.18,3796454
2015-06-19,13173.31,13173.67,13103.35,13111.18,4178503
2015-06-22,13109.06,13146.61,13104.15,13136.66,3609481
2015-06-23,13161.72,13233.06,13154.59,13198.36,3218210
2015-06-24,13219.68,13247.73,13114.2,13143.61,9211660
2015-06-25,13170.35,13189.84,13071.58,13083.54,6154175
2015-06-26,13066.95,13086.75,13023.96,13056.64,4566998
2015-06-29,12651.7,12869.38,12613.92,12869.38,5987744
2015-06-30,12796.85,12901.55,12786.75,12901.55,2984793
2015-07-01,12905.04,12984.23,12893.88,12977.43,4497012
2015-07-02,12968.7,13029.32,12918.1,12972.78,3683884
2015-07-03,12999.32,13003.01,12934.67,12936.27,3169399
2015-07-06,12814.05,12906.09,12812.15,12892.13,2120567
2015-07-07,12930.42,12950.85,12815.42,12839.91,4497455
2015-07-08,12797.56,12816.15,12673.75,12710.95,2935055
2015-07-09,12687.74,12712.04,12639.8,12712.04,2784852
2015-07-10,12738.55,12876.14,12738.55,12876.14,3963063
2015-07-13,12883.76,12985.33,12883.76,12984,3957736
2015-07-14,12995.8,13006.28,12943.09,12993.87,3462835
2015-07-15,13018.1,13023.01,12983.14,13023.01,3782414
2015-07-16,13080.69,13215.76,13074.56,13215.76,5201628
2015-07-17,13240.07,13278.67,13190.56,13228.37,5306437
2015-07-20,13257.81,13266.86,13208.1,13211.52,5981803
2015-07-21,13207.73,13256.65,13189.94,13214.73,4810467
2015-07-22,13222.93,13235.89,13105.41,13128.39,6172824
2015-07-23,13129.41,13187.68,13107.84,13187.53,3419799
2015-07-24,13225.89,13237.15,13162.6,13207.2,3820979
2015-07-27,13182.42,13198.86,13071.06,13103.46,3388254
2015-07-28,13098,13184.67,13098,13177.84,5438029
2015-07-29,13211.07,13233.17,13199.9,13215.56,5140506
2015-07-30,13232.52,13251.3,13194.06,13251.3,4021809
2015-07-31,13275.5,13302.52,13229.96,13286.12,3541642
2015-08-03,13318.24,13425.58,13293.77,13394.6,4362229
2015-08-04,13414.67,13558.97,13400.15,13550.59,5361899
2015-08-05,13594.42,13808.94,13593.33,13807.49,8450525
2015-08-06,13804.24,13810.42,13674.24,13692.8,6167822
2015-08-07,13694.99,13717.67,13662.73,13700.49,5125139
2015-08-10,13740.68,13788.46,13722.53,13788.46,3959975
2015-08-11,13794.28,13832.05,13771.96,13771.96,5742741
2015-08-12,13768.59,13771.25,13685.53,13689.44,3805193
2015-08-13,13718.67,13762.87,13713.04,13747.83,3869391
2015-08-14,13804.45,13806.25,13746.98,13758.71,3863262
2015-08-17,13733.42,13752.88,13633.64,13664.36,3630449
2015-08-18,13627.13,13666.25,13594.18,13630.47,2811024
2015-08-19,13649.81,13729.9,13612.53,13729.9,3010271
2015-08-20,13697.88,13716.31,13620.96,13642.51,3332531
2015-08-21,13569.62,13569.84,13413.65,13430.34,3226936
2015-08-24,13082.8,13082.8,12434.2,12614.74,11569584
2015-08-25,12377.14,12879.79,12377.14,12859.77,4806536
2015-08-26,12872.23,12962.15,12850.71,12871.44,4303564
2015-08-27,12933.89,13096.65,12933.69,13096.65,4842252
2015-08-28,13149.93,13188.8,13139.33,13178.88,5048405
2015-08-31,13231.23,13238.18,13163.59,13207.42,5087194
2015-09-01,13163.21,13191.78,13066.39,13116.45,5479559
2015-09-02,13123.73,13155.17,13063.71,13104.64,3963207
