Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2020-06-19,291.06,291.23,205.48,211.38
2020-06-20,211.39,253.02,195.22,252.9
2020-06-21,252.87,386.11,246.85,360.19
2020-06-22,360.19,360.19,233.69,287.37
2020-06-23,287.31,343.59,242.02,258.75
2020-06-24,258.84,264,190.22,207.92
2020-06-25,207.92,253,197.55,234.32
2020-06-26,234.32,272.85,226.3,260.88
2020-06-27,260.88,267.92,225.7,235.62
2020-06-28,235.62,254.97,228,246.8
2020-06-29,246.8,247.84,230.68,235.27
2020-06-30,235.27,242.55,212.38,220
2020-07-01,220,220.13,210.05,211.67
2020-07-02,211.46,211.7,176.3,177.41
2020-07-03,177.41,195.2,171.08,177.95
2020-07-04,177.8,193.81,163.21,182.72
2020-07-05,182.93,220,177.6,203.88
2020-07-06,205.92,207.39,186.36,192.37
2020-07-07,192.37,197.16,183.22,185
2020-07-08,185.24,190,180.23,185.82
2020-07-09,185.82,188.73,176.2,178.75
2020-07-10,179.33,181,173.42,174.17
2020-07-11,174.17,184.78,172.37,177.57
2020-07-12,177.33,183.55,174.11,175.21
2020-07-13,175.21,177.96,157.44,164.74
2020-07-14,165.2,168,159.88,164.09
2020-07-15,164.09,167.42,160.36,160.52
2020-07-16,160.52,163.68,152.68,154.15
2020-07-17,153.94,176.57,153.79,165.45
2020-07-18,165.59,171.09,161.03,162.11
2020-07-19,162.85,164.73,159.63,163.61
2020-07-20,163.11,174.93,155.61,159.77
2020-07-21,159.77,162.52,157.02,158.8
2020-07-22,158.69,160.03,153.75,158.42
2020-07-23,158.42,163.41,155.54,157.03
2020-07-24,157,158.52,155.59,156.37
2020-07-25,155.97,157.5,154.58,155.93
2020-07-26,155.93,163.87,154.1,156.24
2020-07-27,156.32,158.55,123.39,137.4
2020-07-28,137.58,144.39,130.02,137.91
2020-07-29,138.13,140.46,132.02,132.03
2020-07-30,132.03,134.84,131.47,132.49
2020-07-31,132.49,139.93,129.03,135.94
2020-08-01,136.05,143.82,134.36,138.12
2020-08-02,138.12,139.58,120.38,127.35
2020-08-03,127.35,132.7,126.16,127.71
2020-08-04,127.37,133.48,125.08,130.65
2020-08-05,130.65,141.42,128.83,137.15
2020-08-06,137.15,142.62,133.01,136.61
2020-08-07,136.45,153.46,136.21,152.14
2020-08-08,152.29,160.01,147.48,150.36
2020-08-09,150.35,175.06,149,173.03
2020-08-10,173.38,188.16,168.73,175.75
2020-08-11,175.75,190.89,155,190.89
2020-08-12,189.58,263.95,186.56,224.16
