,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Otwarcie_wig_d,Najwyzszy_wig_d,Najnizszy_wig_d,Zamkniecie_wig_d,Wolumen,Otwarcie_res,Najwyzszy_res,Najnizszy_res,Zamkniecie_res,Otwarcie_wig_d_res,Najwyzszy_wig_d_res,Najnizszy_wig_d_res,Zamkniecie_wig_d_res,Wolumen_res,Otwarcie_res.1,Najwyzszy_res.1,Najnizszy_res.1,Zamkniecie_res.1,Otwarcie_mkr_v_d,Najwyzszy_mkr_v_d,Najnizszy_mkr_v_d,Zamkniecie_mkr_v_d,Otwarcie_btc_v_d (1),Najwyzszy_btc_v_d (1),Najnizszy_btc_v_d (1),Zamkniecie_btc_v_d (1),Otwarcie_bnb_v_d,Najwyzszy_bnb_v_d,Najnizszy_bnb_v_d,Zamkniecie_bnb_v_d,Otwarcie_fw20_d,Najwyzszy_fw20_d,Najnizszy_fw20_d,Zamkniecie_fw20_d,Wolumen_fw20_d,LOP,Otwarcie_comp_v_d,Najwyzszy_comp_v_d,Najnizszy_comp_v_d,Zamkniecie_comp_v_d,Otwarcie_usdeur_d,Najwyzszy_usdeur_d,Najnizszy_usdeur_d,Zamkniecie_usdeur_d,Otwarcie_wig20_d,Najwyzszy_wig20_d,Najnizszy_wig20_d,Zamkniecie_wig20_d,Wolumen_wig20_d,Otwarcie_eurchf_d,Najwyzszy_eurchf_d,Najnizszy_eurchf_d,Zamkniecie_eurchf_d,Otwarcie_eurpln_d,Najwyzszy_eurpln_d,Najnizszy_eurpln_d,Zamkniecie_eurpln_d,Otwarcie_usdpln_d,Najwyzszy_usdpln_d,Najnizszy_usdpln_d,Zamkniecie_usdpln_d,Otwarcie_bch_v_d,Najwyzszy_bch_v_d,Najnizszy_bch_v_d,Zamkniecie_bch_v_d,Otwarcie_usdchf_d,Najwyzszy_usdchf_d,Najnizszy_usdchf_d,Zamkniecie_usdchf_d,Otwarcie_eurusd_d,Najwyzszy_eurusd_d,Najnizszy_eurusd_d,Zamkniecie_eurusd_d,Otwarcie_mkr_v_d.1,Najwyzszy_mkr_v_d.1,Najnizszy_mkr_v_d.1,Zamkniecie_mkr_v_d.1,Otwarcie_btc_v_d (1).1,Najwyzszy_btc_v_d (1).1,Najnizszy_btc_v_d (1).1,Zamkniecie_btc_v_d (1).1,Otwarcie_bnb_v_d.1,Najwyzszy_bnb_v_d.1,Najnizszy_bnb_v_d.1,Zamkniecie_bnb_v_d.1,Otwarcie_fw20_d.1,Najwyzszy_fw20_d.1,Najnizszy_fw20_d.1,Zamkniecie_fw20_d.1,Wolumen_fw20_d.1,LOP_fw20_d,Otwarcie_comp_v_d.1,Najwyzszy_comp_v_d.1,Najnizszy_comp_v_d.1,Zamkniecie_comp_v_d.1,Otwarcie_usdeur_d.1,Najwyzszy_usdeur_d.1,Najnizszy_usdeur_d.1,Zamkniecie_usdeur_d.1,Otwarcie_wig20_d.1,Najwyzszy_wig20_d.1,Najnizszy_wig20_d.1,Zamkniecie_wig20_d.1,Wolumen_wig20_d.1,Otwarcie_eurchf_d.1,Najwyzszy_eurchf_d.1,Najnizszy_eurchf_d.1,Zamkniecie_eurchf_d.1,Otwarcie_eurpln_d.1,Najwyzszy_eurpln_d.1,Najnizszy_eurpln_d.1,Zamkniecie_eurpln_d.1,Otwarcie_usdpln_d.1,Najwyzszy_usdpln_d.1,Najnizszy_usdpln_d.1,Zamkniecie_usdpln_d.1,Otwarcie_bch_v_d.1,Najwyzszy_bch_v_d.1,Najnizszy_bch_v_d.1,Zamkniecie_bch_v_d.1,Otwarcie_usdchf_d.1,Najwyzszy_usdchf_d.1,Najnizszy_usdchf_d.1,Zamkniecie_usdchf_d.1,Otwarcie_eurusd_d.1,Najwyzszy_eurusd_d.1,Najnizszy_eurusd_d.1,Zamkniecie_eurusd_d.1
Otwarcie_btc_v_d (1),0.983639548314879,0.9809007486171641,0.9789184480760977,0.9783862245949008,0.8515077896758445,0.8534387485837422,0.8492530400236533,0.8501590538652027,0.18185233678194618,0.983639548314879,0.9809007486171641,0.9789184480760977,0.9783862245949008,0.8515077896758445,0.8534387485837422,0.8492530400236533,0.8501590538652027,0.18185233678194618,0.983639548314879,0.9809007486171641,0.9789184480760977,0.9783862245949008,0.9437609521500409,0.931592606085736,0.9382030951887019,0.9329481353434407,1.0,0.9985441370853894,0.9974651112248514,0.9968914084924577,0.8841115316882637,0.8864833768322794,0.8833498967284027,0.8846788161801379,0.7145250828208943,0.7213447504782001,0.7098590264054857,0.7156557856724762,0.1682975746208165,0.4216428270227201,0.8444950440499713,0.8380438406412428,0.8538066544687318,0.8476201222847285,-0.515031070976792,-0.5152719197660164,-0.5017120142757548,-0.5034385923610202,0.714275176877137,0.7190201022918975,0.7118600561979279,0.7120311612732131,0.018731426628429835,0.8227735880606036,0.8142481918302813,0.838993345503358,0.8271357269160036,0.6208709058413722,0.5905741319259276,0.6452812008136153,0.6191224890541037,-0.1075686559107464,-0.10608979108272872,-0.08572856545269299,-0.09085513149986295,0.9428277701607467,0.9412620080655232,0.9480133101480501,0.9439262726255938,-0.13686302779176432,-0.11138779152611307,-0.11933027223328865,-0.10983502072757681,0.5180086043426604,0.5040696398307749,0.5177834713829741,0.5057525298575035,0.9437609521500409,0.931592606085736,0.9382030951887019,0.9329481353434407,1.0,0.9985441370853894,0.9974651112248514,0.9968914084924577,0.8841115316882637,0.8864833768322794,0.8833498967284027,0.8846788161801379,0.7145250828208943,0.7213447504782001,0.7098590264054857,0.7156557856724762,0.1682975746208165,0.4216428270227201,0.8444950440499713,0.8380438406412428,0.8538066544687318,0.8476201222847285,-0.515031070976792,-0.5152719197660164,-0.5017120142757548,-0.5034385923610202,0.714275176877137,0.7190201022918975,0.7118600561979279,0.7120311612732131,0.018731426628429835,0.8227735880606039,0.8142481918302812,0.8389933455033582,0.8271357269160033,0.6208709058413721,0.5905741319259276,0.6452812008136153,0.6191224890541035,-0.10756865591074612,-0.1060897910827282,-0.08572856545269293,-0.0908551314998628,0.9428277701607467,0.9412620080655232,0.9480133101480501,0.9439262726255938,-0.13686302779176443,-0.11138779152611353,-0.11933027223328906,-0.10983502072757663,0.5180086043426603,0.5040696398307748,0.5177834713829743,0.5057525298575035
Najwyzszy_btc_v_d (1),0.9841197506411931,0.9832743495179985,0.9813326608569767,0.9813990522921506,0.8557697192356155,0.8580653513963414,0.8536773483556448,0.8549323581299092,0.18832904531707068,0.9841197506411931,0.9832743495179985,0.9813326608569767,0.9813990522921506,0.8557697192356155,0.8580653513963414,0.8536773483556448,0.8549323581299092,0.18832904531707068,0.9841197506411931,0.9832743495179985,0.9813326608569767,0.9813990522921506,0.9449887095197054,0.9344070124044491,0.9416393790285484,0.9360218114135446,0.9985441370853894,1.0,0.9977068480101651,0.9987806868247179,0.8744816827396741,0.8793370140462942,0.8753265327317922,0.8781180517154786,0.7195722118331751,0.7268437750941678,0.7150564807537545,0.7212817201910855,0.16962321093253957,0.4226673995794571,0.8426623978581267,0.8382275437989376,0.8537038295786918,0.8486557888504651,-0.5232450995464899,-0.5241193616437004,-0.5104017315135185,-0.5124399472142854,0.7193292359760252,0.7244800074398239,0.7171144385457624,0.7176482762876396,0.020980959941977666,0.8172172015409014,0.809601844729486,0.8346124500803188,0.8233252369523801,0.6194606692671617,0.5882904255130178,0.6433398583082985,0.6169142933870355,-0.11590505457638452,-0.1155101647212122,-0.09466550706074293,-0.100304809268622,0.9411242319426374,0.941911110957519,0.9502546275678331,0.9465744101186128,-0.1490837120150062,-0.12413484882057323,-0.13145507045958707,-0.12194197450620407,0.5264506793511159,0.5129912368393866,0.5268746425994083,0.5149918839718192,0.9449887095197054,0.9344070124044491,0.9416393790285484,0.9360218114135446,0.9985441370853894,1.0,0.9977068480101651,0.9987806868247179,0.8744816827396741,0.8793370140462942,0.8753265327317922,0.8781180517154786,0.7195722118331751,0.7268437750941678,0.7150564807537545,0.7212817201910855,0.16962321093253957,0.4226673995794571,0.8426623978581267,0.8382275437989376,0.8537038295786918,0.8486557888504651,-0.5232450995464899,-0.5241193616437004,-0.5104017315135185,-0.5124399472142854,0.7193292359760252,0.7244800074398239,0.7171144385457624,0.7176482762876396,0.020980959941977666,0.8172172015409013,0.809601844729486,0.834612450080319,0.8233252369523801,0.6194606692671614,0.5882904255130178,0.6433398583082985,0.6169142933870355,-0.1159050545763844,-0.11551016472121178,-0.09466550706074293,-0.10030480926862174,0.9411242319426374,0.941911110957519,0.9502546275678331,0.9465744101186128,-0.14908371201500603,-0.12413484882057332,-0.1314550704595878,-0.1219419745062039,0.5264506793511157,0.5129912368393869,0.5268746425994084,0.5149918839718189
Najnizszy_btc_v_d (1),0.9818441531812891,0.9804708928219004,0.983424417081009,0.981137298740774,0.8465361389751518,0.8487926823733191,0.8460497964376196,0.8471147055168765,0.17880045155269386,0.9818441531812891,0.9804708928219004,0.983424417081009,0.981137298740774,0.8465361389751518,0.8487926823733191,0.8460497964376196,0.8471147055168765,0.17880045155269386,0.9818441531812891,0.9804708928219004,0.983424417081009,0.981137298740774,0.9426629166337046,0.932334079641012,0.943654172388874,0.9358956692681202,0.9974651112248514,0.9977068480101651,1.0,0.9985333285216508,0.8859396142236551,0.8909365303075841,0.8895712618839163,0.891160972992407,0.7081427964055999,0.7153818140483078,0.7052501166704852,0.7115018794611654,0.16488735395363394,0.425303946141603,0.8490418996373547,0.844020755474401,0.8631031236780522,0.855989329344432,-0.5051759589339424,-0.5062829579068616,-0.4923142224337989,-0.4947185641227531,0.7075303855660946,0.7127563477708004,0.7071939487214217,0.7078034928797827,0.018722619852091834,0.8279585728986875,0.8187757849184949,0.8451826817636615,0.8323501254360466,0.6261053424474824,0.5952276297207695,0.6485576951369006,0.6221059100141207,-0.09547781410248404,-0.0951778210509337,-0.07521959798451845,-0.08113378260602393,0.9336534034012042,0.934055869731237,0.9508253480726347,0.9439124811966385,-0.12291774844554568,-0.09869002822882114,-0.10587172441821262,-0.0972174306089816,0.5077838641533257,0.4943330580535048,0.5084660027581105,0.49671367198961747,0.9426629166337046,0.932334079641012,0.943654172388874,0.9358956692681202,0.9974651112248514,0.9977068480101651,1.0,0.9985333285216508,0.8859396142236551,0.8909365303075841,0.8895712618839163,0.891160972992407,0.7081427964055999,0.7153818140483078,0.7052501166704852,0.7115018794611654,0.16488735395363394,0.425303946141603,0.8490418996373547,0.844020755474401,0.8631031236780522,0.855989329344432,-0.5051759589339424,-0.5062829579068616,-0.4923142224337989,-0.4947185641227531,0.7075303855660946,0.7127563477708004,0.7071939487214217,0.7078034928797827,0.018722619852091834,0.8279585728986875,0.818775784918495,0.845182681763662,0.8323501254360463,0.6261053424474822,0.5952276297207695,0.6485576951369005,0.6221059100141207,-0.09547781410248371,-0.09517782105093307,-0.07521959798451841,-0.08113378260602379,0.9336534034012042,0.934055869731237,0.9508253480726347,0.9439124811966385,-0.12291774844554572,-0.09869002822882149,-0.1058717244182132,-0.09721743060898141,0.5077838641533252,0.49433305805350497,0.5084660027581106,0.49671367198961724
Zamkniecie_btc_v_d (1),0.982608058419574,0.9821356803428061,0.982935766423098,0.9828684319922351,0.852239098962597,0.8548344379613096,0.8513987672424509,0.8530473938909161,0.18653476232324953,0.982608058419574,0.9821356803428061,0.982935766423098,0.9828684319922351,0.852239098962597,0.8548344379613096,0.8513987672424509,0.8530473938909161,0.18653476232324953,0.982608058419574,0.9821356803428061,0.982935766423098,0.9828684319922351,0.9436605067225446,0.9337670739471239,0.9435501012581688,0.9373275488111638,0.9968914084924577,0.9987806868247179,0.9985333285216508,1.0,0.8757921616363891,0.8820192150407644,0.8785681993027509,0.882268843950257,0.7155647968663981,0.7234767308316464,0.7125885323514368,0.7194621595309042,0.1699367066507514,0.42655290449149724,0.8448972027257475,0.8406968450104736,0.8584336690429211,0.8532815187383538,-0.5165006521039021,-0.51788327386469,-0.5039312217498533,-0.5066350218777997,0.7152787607756843,0.7209534164660543,0.7145876041061024,0.7158025911446757,0.02138535660806829,0.8186939855888954,0.8104348500387212,0.8365278960600491,0.8246295807259589,0.6220374885693615,0.5909312786891084,0.6446509329442927,0.6183075006288331,-0.10820580617141311,-0.10845676011994257,-0.08783060945387644,-0.09418618841860119,0.9366316244930257,0.937774384936273,0.9513842501929948,0.9475196264377935,-0.14063301675092932,-0.11643927950617564,-0.12336768097300391,-0.11470581579953378,0.5194930240388138,0.5063169690807492,0.5204447156476075,0.5090011311885978,0.9436605067225446,0.9337670739471239,0.9435501012581688,0.9373275488111638,0.9968914084924577,0.9987806868247179,0.9985333285216508,1.0,0.8757921616363891,0.8820192150407644,0.8785681993027509,0.882268843950257,0.7155647968663981,0.7234767308316464,0.7125885323514368,0.7194621595309042,0.1699367066507514,0.42655290449149724,0.8448972027257475,0.8406968450104736,0.8584336690429211,0.8532815187383538,-0.5165006521039021,-0.51788327386469,-0.5039312217498533,-0.5066350218777997,0.7152787607756843,0.7209534164660543,0.7145876041061024,0.7158025911446757,0.02138535660806829,0.8186939855888954,0.8104348500387214,0.8365278960600495,0.8246295807259589,0.6220374885693614,0.5909312786891082,0.6446509329442927,0.6183075006288328,-0.10820580617141293,-0.10845676011994201,-0.08783060945387644,-0.09418618841860096,0.9366316244930257,0.937774384936273,0.9513842501929948,0.9475196264377935,-0.14063301675092932,-0.1164392795061761,-0.1233676809730044,-0.11470581579953357,0.5194930240388135,0.5063169690807494,0.5204447156476074,0.5090011311885979
Otwarcie_bnb_v_d,0.8413327621487964,0.8297234849352142,0.8398752651720668,0.83017112577177,0.6316813138065344,0.6277262606557633,0.6340738425753168,0.6297726603454536,0.06333751364977425,0.8413327621487964,0.8297234849352142,0.8398752651720668,0.83017112577177,0.6316813138065344,0.6277262606557633,0.6340738425753168,0.6297726603454536,0.06333751364977425,0.8413327621487964,0.8297234849352142,0.8398752651720668,0.83017112577177,0.8328023947322949,0.8061476449749936,0.8311624355035356,0.811453152113703,0.8841115316882637,0.8744816827396741,0.8859396142236551,0.8757921616363891,1.0,0.9916716999336282,0.9961489824323655,0.9894149329261442,0.4756082301785937,0.47376401121122025,0.47563188326972033,0.47465504266230574,0.14466727413534067,0.31519948220299654,0.8213333249809623,0.8004567025354711,0.8312970794951174,0.8065644338976873,-0.2432027618000039,-0.24294176753313537,-0.23212513681625885,-0.23366839812866902,0.474321297214267,0.47121375346098066,0.47841455411442574,0.47220626093576645,0.020360147001810762,0.8713125360019591,0.8752309360715763,0.8812542740721089,0.8811133479037978,0.598789252648051,0.5736648438164483,0.615367367536977,0.5951327398950605,0.12722497150127146,0.13094039737962931,0.14033191184738864,0.13907785383561105,0.7882766771448732,0.7791424888073885,0.8030101553200386,0.7898472840396138,0.1944633003344533,0.22261974100992654,0.2078194043973212,0.21908464914678283,0.24034221533331057,0.22887978739482684,0.23971478315462735,0.2303282404244928,0.8328023947322949,0.8061476449749936,0.8311624355035356,0.811453152113703,0.8841115316882637,0.8744816827396741,0.8859396142236551,0.8757921616363891,1.0,0.9916716999336282,0.9961489824323655,0.9894149329261442,0.4756082301785937,0.47376401121122025,0.47563188326972033,0.47465504266230574,0.14466727413534067,0.31519948220299654,0.8213333249809623,0.8004567025354711,0.8312970794951174,0.8065644338976873,-0.2432027618000039,-0.24294176753313537,-0.23212513681625885,-0.23366839812866902,0.474321297214267,0.47121375346098066,0.47841455411442574,0.47220626093576645,0.020360147001810762,0.8713125360019591,0.8752309360715765,0.881254274072109,0.8811133479037979,0.5987892526480509,0.5736648438164482,0.6153673675369769,0.5951327398950603,0.12722497150127138,0.1309403973796297,0.1403319118473887,0.13907785383561103,0.7882766771448732,0.7791424888073885,0.8030101553200386,0.7898472840396138,0.1944633003344531,0.2226197410099265,0.20781940439732086,0.2190846491467829,0.24034221533331024,0.228879787394827,0.23971478315462721,0.23032824042449243
Najwyzszy_bnb_v_d,0.8496648856820586,0.8391492011404958,0.8516512243739043,0.8413253141843923,0.6370465957399347,0.6332771466097221,0.6401505030306335,0.635683721217486,0.07083575461248141,0.8496648856820586,0.8391492011404958,0.8516512243739043,0.8413253141843923,0.6370465957399347,0.6332771466097221,0.6401505030306335,0.635683721217486,0.07083575461248141,0.8496648856820586,0.8391492011404958,0.8516512243739043,0.8413253141843923,0.847615642438932,0.8222952513039308,0.8491112928223261,0.8283024532550378,0.8864833768322794,0.8793370140462942,0.8909365303075841,0.8820192150407644,0.9916716999336282,1.0,0.9920802675499335,0.9986635271838841,0.4816500046195089,0.4794880208473831,0.4820881364494191,0.48103871234432094,0.13424359112307604,0.30866672384682114,0.831746728024064,0.814067855808132,0.8444805966124247,0.8212765750895801,-0.24939824261683544,-0.25101510564928764,-0.23979626458885223,-0.2427239240611027,0.4797015802157711,0.47707535295611375,0.4848637427545743,0.4785464394473582,0.01311611602390194,0.8573373761065675,0.8617765979589627,0.8684300451054123,0.8679973538967114,0.5850700074461408,0.5577088476571893,0.5997892371993626,0.5781257410008604,0.11368810476585738,0.11418738799899023,0.12434900032321103,0.12094750517025296,0.8014807537786803,0.7944660071067753,0.8224570683026454,0.8087861151713818,0.18000095217385764,0.20601961440201008,0.19169643593953725,0.20182825169925062,0.2467595767531883,0.2368063176070951,0.24807933300777324,0.2397029205375419,0.847615642438932,0.8222952513039308,0.8491112928223261,0.8283024532550378,0.8864833768322794,0.8793370140462942,0.8909365303075841,0.8820192150407644,0.9916716999336282,1.0,0.9920802675499335,0.9986635271838841,0.4816500046195089,0.4794880208473831,0.4820881364494191,0.48103871234432094,0.13424359112307604,0.30866672384682114,0.831746728024064,0.814067855808132,0.8444805966124247,0.8212765750895801,-0.24939824261683544,-0.25101510564928764,-0.23979626458885223,-0.2427239240611027,0.4797015802157711,0.47707535295611375,0.4848637427545743,0.4785464394473582,0.01311611602390194,0.8573373761065675,0.8617765979589626,0.8684300451054127,0.8679973538967111,0.5850700074461406,0.5577088476571894,0.5997892371993626,0.5781257410008604,0.11368810476585736,0.11418738799899054,0.12434900032321101,0.12094750517025286,0.8014807537786803,0.7944660071067753,0.8224570683026454,0.8087861151713818,0.18000095217385742,0.20601961440200964,0.19169643593953703,0.20182825169925067,0.24675957675318802,0.23680631760709517,0.24807933300777307,0.23970292053754158
Najnizszy_bnb_v_d,0.8405933732221236,0.830474789971,0.845419376665009,0.8336124004779222,0.6310820804972987,0.6280216274332454,0.6351536445840289,0.6310879339103543,0.06170136768221676,0.8405933732221236,0.830474789971,0.845419376665009,0.8336124004779222,0.6310820804972987,0.6280216274332454,0.6351536445840289,0.6310879339103543,0.06170136768221676,0.8405933732221236,0.830474789971,0.845419376665009,0.8336124004779222,0.8299876120594595,0.8050295928694571,0.8348709674562231,0.8122370127003046,0.8833498967284027,0.8753265327317922,0.8895712618839163,0.8785681993027509,0.9961489824323655,0.9920802675499335,1.0,0.9932336934256099,0.4744223714440225,0.4733993637962342,0.4758001754544068,0.475302188535891,0.1416283291538779,0.319491813195697,0.8201073362813651,0.8012277758398774,0.8359710213222445,0.8098144648716887,-0.23585123682073322,-0.2360525360805411,-0.2251969589368079,-0.2269218594108304,0.47247318163098523,0.47054659769329865,0.47846299051933855,0.47272371017218323,0.022923409810270814,0.8785415548704786,0.8797286865426881,0.8882411513213819,0.884776701137755,0.6113306280822131,0.5854945143127906,0.6260599368238159,0.6057712581284839,0.1412566642957654,0.14434711909289255,0.15252273821653944,0.151473043930822,0.7807355088160001,0.7733154635459402,0.806953227352643,0.7900418825707718,0.20673442578741433,0.23302730050713014,0.21898009323037518,0.2287376996543279,0.23268039449612796,0.22167312084187424,0.23253284172186214,0.2232901963393399,0.8299876120594595,0.8050295928694571,0.8348709674562231,0.8122370127003046,0.8833498967284027,0.8753265327317922,0.8895712618839163,0.8785681993027509,0.9961489824323655,0.9920802675499335,1.0,0.9932336934256099,0.4744223714440225,0.4733993637962342,0.4758001754544068,0.475302188535891,0.1416283291538779,0.319491813195697,0.8201073362813651,0.8012277758398774,0.8359710213222445,0.8098144648716887,-0.23585123682073322,-0.2360525360805411,-0.2251969589368079,-0.2269218594108304,0.47247318163098523,0.47054659769329865,0.47846299051933855,0.47272371017218323,0.022923409810270814,0.8785415548704784,0.8797286865426878,0.8882411513213821,0.8847767011377545,0.6113306280822131,0.5854945143127908,0.6260599368238158,0.6057712581284839,0.14125666429576533,0.14434711909289294,0.15252273821653947,0.15147304393082203,0.7807355088160001,0.7733154635459402,0.806953227352643,0.7900418825707718,0.2067344257874141,0.2330273005071298,0.2189800932303748,0.22873769965432797,0.23268039449612782,0.22167312084187435,0.23253284172186203,0.22329019633933966
Zamkniecie_bnb_v_d,0.8482076593562979,0.8381226944738903,0.8529640423839947,0.8422219812167502,0.6358451734130467,0.6324933092375015,0.639751707946051,0.635561239121516,0.07008229559897348,0.8482076593562979,0.8381226944738903,0.8529640423839947,0.8422219812167502,0.6358451734130467,0.6324933092375015,0.639751707946051,0.635561239121516,0.07008229559897348,0.8482076593562979,0.8381226944738903,0.8529640423839947,0.8422219812167502,0.8432120450206981,0.8186936989930131,0.8478068634207101,0.8263224211388764,0.8846788161801379,0.8781180517154786,0.891160972992407,0.882268843950257,0.9894149329261442,0.9986635271838841,0.9932336934256099,1.0,0.480564135818454,0.4789397945649541,0.48174754347191745,0.4810590908303058,0.13531495916568828,0.313614730219949,0.8288032402817692,0.8115242384606594,0.8441583827475018,0.8206214140932488,-0.24216599846257902,-0.2440616573707706,-0.23281947160592592,-0.23606288742051135,0.47837683057366215,0.4763283785160788,0.48444214869924623,0.478600740785154,0.015825498539259027,0.858730040128724,0.8617947589896042,0.8697287011133255,0.8677251470958739,0.5928542099737137,0.5648933559648021,0.6061519741348008,0.5842506446028177,0.12483123239059422,0.12485377551702341,0.13435047144185197,0.13060672613122556,0.7970487584447449,0.7902614243422399,0.8228730118267034,0.8082516253594484,0.18901509509059092,0.214180614829653,0.20007298272840018,0.2092355408893617,0.2392767753844716,0.22959573010428952,0.24088606410351787,0.23280649635853495,0.8432120450206981,0.8186936989930131,0.8478068634207101,0.8263224211388764,0.8846788161801379,0.8781180517154786,0.891160972992407,0.882268843950257,0.9894149329261442,0.9986635271838841,0.9932336934256099,1.0,0.480564135818454,0.4789397945649541,0.48174754347191745,0.4810590908303058,0.13531495916568828,0.313614730219949,0.8288032402817692,0.8115242384606594,0.8441583827475018,0.8206214140932488,-0.24216599846257902,-0.2440616573707706,-0.23281947160592592,-0.23606288742051135,0.47837683057366215,0.4763283785160788,0.48444214869924623,0.478600740785154,0.015825498539259027,0.858730040128724,0.8617947589896042,0.8697287011133255,0.8677251470958737,0.5928542099737134,0.5648933559648021,0.6061519741348008,0.5842506446028176,0.12483123239059415,0.12485377551702369,0.13435047144185203,0.13060672613122562,0.7970487584447449,0.7902614243422399,0.8228730118267034,0.8082516253594484,0.18901509509059064,0.21418061482965262,0.2000729827284,0.20923554088936172,0.23927677538447142,0.22959573010428969,0.24088606410351776,0.2328064963585348
Otwarcie_fw20_d,0.7142920528217888,0.7191523248190782,0.7043151494242682,0.7126099817368525,0.9715846116466743,0.9660876070135614,0.9660131268542713,0.9585666268645012,0.2636603422778775,0.7142920528217888,0.7191523248190782,0.7043151494242682,0.7126099817368525,0.9715846116466743,0.9660876070135614,0.9660131268542713,0.9585666268645012,0.2636603422778775,0.7142920528217888,0.7191523248190782,0.7043151494242682,0.7126099817368525,0.6330211104424426,0.6356466203486938,0.6229315722699313,0.629919146918003,0.7145250828208943,0.7195722118331751,0.7081427964055999,0.7155647968663981,0.4756082301785937,0.4816500046195089,0.4744223714440225,0.480564135818454,1.0,0.9915356122717034,0.9909746992366312,0.9793788946256912,-0.07067393192447138,0.17695563355799768,0.5914093218941914,0.597369557342361,0.5916186769360318,0.5976326818799567,-0.5788070560123717,-0.5887094741350696,-0.5837185801380487,-0.5865947183505313,0.998745217132667,0.9918720648322907,0.9904798074017892,0.9798775784966187,-0.03987999789623842,0.5346277411255067,0.5347990077663392,0.5480533893992428,0.5334681029273147,0.10305861414865593,0.07243495040627695,0.12320651021213773,0.10393903913453291,-0.46824929943426646,-0.48718138450156634,-0.4616419915116996,-0.47058478026193945,0.7295051652572292,0.7383938746259302,0.7239534844403251,0.7267384942363465,-0.364122579138611,-0.3589771160297313,-0.36120731744886225,-0.36277282582891124,0.5914390939719792,0.5959306912905666,0.6010742056533335,0.5989052321126719,0.6330211104424426,0.6356466203486938,0.6229315722699313,0.629919146918003,0.7145250828208943,0.7195722118331751,0.7081427964055999,0.7155647968663981,0.4756082301785937,0.4816500046195089,0.4744223714440225,0.480564135818454,1.0,0.9915356122717034,0.9909746992366312,0.9793788946256912,-0.07067393192447138,0.17695563355799768,0.5914093218941914,0.597369557342361,0.5916186769360318,0.5976326818799567,-0.5788070560123717,-0.5887094741350696,-0.5837185801380487,-0.5865947183505313,0.998745217132667,0.9918720648322907,0.9904798074017892,0.9798775784966187,-0.03987999789623842,0.534627741125507,0.5347990077663389,0.5480533893992428,0.5334681029273156,0.10305861414865579,0.07243495040627684,0.12320651021213784,0.10393903913453253,-0.4682492994342662,-0.4871813845015658,-0.46164199151169977,-0.4705847802619391,0.7295051652572292,0.7383938746259302,0.7239534844403251,0.7267384942363465,-0.36412257913861107,-0.3589771160297317,-0.3612073174488627,-0.36277282582891135,0.5914390939719791,0.595930691290567,0.6010742056533336,0.5989052321126719
Najwyzszy_fw20_d,0.7220274255780349,0.7274157360966856,0.7128852966325657,0.7215431488582658,0.9683824586007795,0.9737524245645156,0.9688557899989773,0.9702255226012378,0.2866974180488159,0.7220274255780349,0.7274157360966856,0.7128852966325657,0.7215431488582658,0.9683824586007795,0.9737524245645156,0.9688557899989773,0.9702255226012378,0.2866974180488159,0.7220274255780349,0.7274157360966856,0.7128852966325657,0.7215431488582658,0.636716032822624,0.639810039559943,0.6274983456873481,0.6347794756628383,0.7213447504782001,0.7268437750941678,0.7153818140483078,0.7234767308316464,0.47376401121122025,0.4794880208473831,0.4733993637962342,0.4789397945649541,0.9915356122717034,1.0,0.9910974745985139,0.9925545474472817,-0.039859642950059976,0.19631317638868687,0.5876181358762618,0.5951861028865055,0.588376808940548,0.5958454525496599,-0.5958656905298848,-0.605474713736848,-0.6015061554401413,-0.604423852708553,0.9913224557316697,0.9996863189651797,0.9912952744055563,0.9925002025732339,-0.015932174677762097,0.5358237749885043,0.5382921154002801,0.5498187434104309,0.5369657186234895,0.12341962493865873,0.09106148701708165,0.1405307323313847,0.12045406615500805,-0.4718422410456415,-0.49158593461297057,-0.46723908278083626,-0.47692442926761164,0.7357312601881247,0.744912769737374,0.7305929606208139,0.7338537925631377,-0.3825983837692905,-0.37629658191497645,-0.380039875032609,-0.38060764457482543,0.6085965157612726,0.6137917455750583,0.6179166800300581,0.6167808062537918,0.636716032822624,0.639810039559943,0.6274983456873481,0.6347794756628383,0.7213447504782001,0.7268437750941678,0.7153818140483078,0.7234767308316464,0.47376401121122025,0.4794880208473831,0.4733993637962342,0.4789397945649541,0.9915356122717034,1.0,0.9910974745985139,0.9925545474472817,-0.039859642950059976,0.19631317638868687,0.5876181358762618,0.5951861028865055,0.588376808940548,0.5958454525496599,-0.5958656905298848,-0.605474713736848,-0.6015061554401413,-0.604423852708553,0.9913224557316697,0.9996863189651797,0.9912952744055563,0.9925002025732339,-0.015932174677762097,0.5358237749885046,0.5382921154002797,0.5498187434104308,0.5369657186234905,0.1234196249386585,0.09106148701708149,0.1405307323313848,0.12045406615500782,-0.4718422410456415,-0.4915859346129703,-0.46723908278083626,-0.4769244292676115,0.7357312601881247,0.744912769737374,0.7305929606208139,0.7338537925631377,-0.3825983837692907,-0.37629658191497667,-0.3800398750326097,-0.38060764457482527,0.6085965157612725,0.6137917455750583,0.6179166800300582,0.616780806253792
