Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Otwarcie_bch_v_d,Najwyzszy_bch_v_d,Najnizszy_bch_v_d,Zamkniecie_bch_v_d,Otwarcie_bnb_v_d,Najwyzszy_bnb_v_d,Najnizszy_bnb_v_d,Zamkniecie_bnb_v_d,Otwarcie_btc_v_d (1),Najwyzszy_btc_v_d (1),Najnizszy_btc_v_d (1),Zamkniecie_btc_v_d (1),Otwarcie_comp_v_d,Najwyzszy_comp_v_d,Najnizszy_comp_v_d,Zamkniecie_comp_v_d,Otwarcie_eurchf_d,Najwyzszy_eurchf_d,Najnizszy_eurchf_d,Zamkniecie_eurchf_d,Otwarcie_eurpln_d,Najwyzszy_eurpln_d,Najnizszy_eurpln_d,Zamkniecie_eurpln_d,Otwarcie_eurusd_d,Najwyzszy_eurusd_d,Najnizszy_eurusd_d,Zamkniecie_eurusd_d,Otwarcie_fw20_d,Najwyzszy_fw20_d,Najnizszy_fw20_d,Zamkniecie_fw20_d,Wolumen,LOP,Otwarcie_mkr_v_d,Najwyzszy_mkr_v_d,Najnizszy_mkr_v_d,Zamkniecie_mkr_v_d,Otwarcie_usdchf_d,Najwyzszy_usdchf_d,Najnizszy_usdchf_d,Zamkniecie_usdchf_d,Otwarcie_usdeur_d,Najwyzszy_usdeur_d,Najnizszy_usdeur_d,Zamkniecie_usdeur_d,Otwarcie_usdpln_d,Najwyzszy_usdpln_d,Najnizszy_usdpln_d,Zamkniecie_usdpln_d,Otwarcie_wig20_d,Najwyzszy_wig20_d,Najnizszy_wig20_d,Zamkniecie_wig20_d,Wolumen_wig20_d,Otwarcie_wig_d,Najwyzszy_wig_d,Najnizszy_wig_d,Zamkniecie_wig_d,Wolumen_wig_d
2020-11-23,570.32,610.72,550.58,609.29,289.32,323.38,283.09,319.8,30.23,30.65,29.82,30.6,18575.37,18693.52,18029.65,18421.21,121.65,129.27,115.73,126.68,1.08046,1.08182,1.07948,1.08045,4.46692,4.47923,4.46044,4.47141,1.18585,1.19059,1.18012,1.18395,1830,1861,1823,1830,24284,44660.0,569.78,608.28,548.03,607.4,0.91113,0.91473,0.90765,0.91258,0.84328,0.84737,0.83992,0.84463,3.76695,3.79315,3.7524,3.77669,1835.53,1860.73,1823.32,1832.04,26237893,52721.28,53359.62,52529.64,52734.84,55011596.0
2020-11-24,610.03,622.4,592.9,603.03,319.6,372.23,315.06,343.29,30.6,35.15,30.31,33.67,18422.32,19418.44,18129.23,19126.95,126.67,133.47,122.05,126.05,1.08028,1.08499,1.08018,1.08353,4.46963,4.4742,4.4593,4.46456,1.18391,1.18956,1.18385,1.18922,1849,1865,1831,1864,19859,43091.0,607.11,618.13,579.04,599.5,0.91247,0.91363,0.90985,0.91113,0.84466,0.8447,0.84065,0.84089,3.77532,3.77629,3.74999,3.7542,1841.11,1861.39,1831.12,1859.42,26738682,53051.76,53303.29,52770.4,53303.29,47501747.0
2020-11-25,603.17,606.07,563.45,569.49,343.27,363.05,307.49,317.28,33.65,35.39,31.27,31.65,19124.04,19487.42,18647.81,18777.45,126.11,139.66,123.64,125.36,1.08353,1.08716,1.08189,1.08245,4.46408,4.47561,4.46078,4.46447,1.18924,1.19296,1.1882,1.19154,1868,1869,1843,1858,19417,43854.0,599.5,613.92,562.37,570.08,0.91113,0.9139,0.90781,0.90843,0.84087,0.84161,0.83825,0.83926,3.7538,3.76478,3.74273,3.74685,1866.15,1866.15,1840.63,1860.15,28023478,53342.53,53492.15,52965.07,53401.8,52051389.0
2020-11-26,569.49,576.91,484.63,521.4,317.66,321.34,253.63,271.71,31.68,31.76,26.47,28.2,18780.77,18904.52,16274.74,17199.82,125.69,125.69,98.49,106.38,1.08228,1.08323,1.07921,1.07994,4.4645,4.47895,4.46419,4.4754,1.19149,1.19407,1.18856,1.19104,1862,1874,1846,1849,13059,44870.0,570.56,593.23,490.41,530.79,0.90841,0.90935,0.9061,0.90672,0.83922,0.84135,0.83747,0.8396,3.7467,3.7649,3.73965,3.75755,1865.67,1873.96,1844.11,1849.57,17687253,53434.18,53662.35,52934.11,53187.31,36531919.0
2020-11-27,521.43,531.01,495.02,514.53,271.68,279.64,256.32,264.02,28.2,28.76,27.24,28.31,17199.37,17478.26,16469.18,16991.34,106.39,110.06,100.08,102.99,1.07994,1.08276,1.07947,1.08205,4.47651,4.49357,4.47465,4.48578,1.19104,1.19629,1.19096,1.19607,1851,1854,1837,1850,12001,43982.0,530.77,541.23,508.17,509.99,0.90672,0.90829,0.90406,0.90467,0.83959,0.83966,0.83593,0.83607,3.75848,3.76965,3.74854,3.75043,1846.73,1853.78,1834.69,1852.69,20434292,53017.16,53302.48,52855.12,53302.48,47293035.0
2020-11-30,570.82,614.6,570.82,609.8,283.14,321.68,280.47,320.72,30.18,31.59,29.78,31.41,18159.02,19841.86,18153.13,19490.32,109.07,114.87,109.07,111.96,1.08226,1.08593,1.08032,1.08343,4.48815,4.49055,4.46803,4.47892,1.19656,1.20031,1.19241,1.19308,1838,1852,1820,1829,29263,42738.0,539.37,580.81,535.25,566.52,0.90448,0.90932,0.90195,0.9081,0.83573,0.83864,0.83312,0.83817,3.75088,3.75731,3.72656,3.7541,1845.96,1851.37,1817.83,1830.04,70547131,53076.28,53077.47,52379.74,52639.45,104730668.0
2020-12-01,609.77,635.94,567.51,591.03,320.73,321.0,274.5,289.05,31.41,31.91,29.24,30.22,19491.65,19909.56,18225.69,18952.18,112.04,117.9,103.47,106.02,1.08345,1.08654,1.08325,1.08616,4.47891,4.48379,4.44369,4.44939,1.19304,1.20767,1.19299,1.20722,1845,1869,1844,1853,19093,42504.0,566.52,571.91,521.77,531.88,0.90814,0.909,0.89942,0.89973,0.83819,0.83823,0.82805,0.82835,3.75418,3.75543,3.68123,3.68565,1844.33,1871.17,1844.33,1853.38,26822976,53041.8,53566.71,52816.4,52932.37,54548329.0
2020-12-02,591.47,604.27,576.9,597.59,289.15,297.68,280.99,292.34,30.22,30.97,29.7,30.22,18940.97,19332.99,18355.55,19134.12,106.08,112.92,104.47,112.67,1.08616,1.0872,1.08133,1.08387,4.44936,4.49139,4.44376,4.4784,1.20723,1.21185,1.20403,1.21128,1851,1903,1844,1903,22755,42319.0,531.88,564.66,523.37,558.61,0.89972,0.90135,0.8944,0.89481,0.82834,0.83054,0.82518,0.82557,3.6855,3.72113,3.67996,3.69723,1855.33,1899.37,1845.44,1897.97,27335738,52957.95,54005.09,52836.97,53983.67,47100234.0
2020-12-03,597.26,623.44,587.07,616.67,292.38,297.36,286.09,291.33,30.22,30.82,29.93,30.67,19127.29,19604.12,18891.88,19482.7,112.64,137.8,112.47,130.55,1.08386,1.08414,1.08168,1.082,4.47773,4.48552,4.46364,4.47025,1.21128,1.21746,1.21012,1.21448,1903,1904,1879,1884,18102,40696.0,558.54,599.26,558.54,588.51,0.8948,0.89539,0.88916,0.89092,0.82555,0.82636,0.82138,0.8234,3.69668,3.7064,3.67225,3.6808,1900.94,1903.32,1880.22,1890.11,29798820,54164.05,54164.18,53637.89,53967.82,44510841.0
2020-12-04,616.65,620.49,566.14,568.96,291.22,306.94,276.97,278.0,30.67,31.16,28.79,28.9,19484.85,19550.08,18620.04,18670.06,130.79,147.51,125.03,125.23,1.08198,1.08491,1.0798,1.08113,4.46917,4.48124,4.46469,4.46786,1.21444,1.21774,1.21129,1.21268,1885,1955,1885,1950,25947,39627.0,588.56,600.2,525.01,525.64,0.89092,0.89171,0.88861,0.89152,0.82342,0.82557,0.82119,0.82462,3.68,3.69055,3.67091,3.68429,1894.4,1952.28,1894.35,1947.68,28408098,54189.84,55360.35,54189.84,55304.72,45636409.0
2020-12-07,593.54,603.66,584.93,591.0,284.12,290.7,281.29,284.05,29.25,29.69,29.06,29.37,19147.05,19413.15,18911.71,19126.24,134.42,151.08,134.42,149.34,1.08098,1.08167,1.07809,1.07878,4.47028,4.48218,4.46083,4.47471,1.21277,1.2166,1.20787,1.21104,1947,1967,1937,1967,24962,38857.0,525.01,530.01,510.52,516.28,0.89133,0.89466,0.88757,0.89079,0.82456,0.8279,0.82196,0.82574,3.68588,3.71054,3.67445,3.69495,1949.61,1965.92,1926.87,1958.53,32118759,55357.14,55667.65,54956.03,55567.38,63981204.0
2020-12-08,591.0,595.14,555.78,555.78,284.05,285.02,265.44,265.44,29.37,29.52,27.61,27.61,19126.86,19294.8,18471.96,18471.96,149.33,179.73,148.02,152.98,1.07878,1.07995,1.07588,1.07629,4.47441,4.48827,4.44606,4.4482,1.21104,1.21338,1.20963,1.21061,1955,1971,1937,1971,21467,37164.0,516.57,524.19,497.18,497.18,0.89079,0.89141,0.88817,0.88905,0.82573,0.8267,0.82414,0.82603,3.6947,3.7103,3.67272,3.67435,1941.14,1970.27,1933.68,1970.27,33485126,55289.18,56011.89,55147.18,56011.89,61494072.0
2020-12-09,555.65,577.78,530.87,577.01,265.19,271.02,255.12,269.8,27.52,28.38,26.96,28.3,18389.36,18604.84,17671.52,18560.06,152.27,171.42,145.5,168.54,1.07631,1.07824,1.07379,1.07451,4.44814,4.4511,4.4176,4.43306,1.21062,1.21472,1.20592,1.20807,1983,2023,1974,1994,27930,38093.0,496.61,507.19,475.58,504.33,0.88905,0.89146,0.88715,0.88945,0.82602,0.82924,0.82323,0.82777,3.67425,3.67872,3.64299,3.66955,1976.65,2023.91,1976.65,1994.12,57962389,56183.16,57219.58,56183.16,56632.69,112942040.0
2020-12-10,576.37,577.08,548.72,563.25,269.85,270.67,261.58,266.67,28.3,28.33,27.42,27.75,18557.67,18639.14,17921.01,18334.59,168.38,169.81,148.59,151.07,1.07451,1.077,1.07414,1.0758,4.43306,4.43438,4.42002,4.42748,1.20806,1.21589,1.20758,1.21416,1994,2009,1972,1981,21292,36590.0,504.69,530.41,490.96,529.92,0.88945,0.89017,0.88521,0.88604,0.82777,0.8281,0.82244,0.82361,3.66955,3.6697,3.64182,3.64652,1995.63,2008.96,1975.26,1984.0,40469559,56713.91,56838.55,56073.0,56230.4,76105844.0
2020-12-11,563.25,564.35,536.24,550.67,266.69,267.5,256.27,260.86,27.75,27.83,26.74,27.6,18334.6,18382.04,17598.61,18131.57,151.23,152.39,137.73,141.03,1.07575,1.07891,1.07496,1.0774,4.42738,4.45225,4.42356,4.44552,1.21413,1.21628,1.21058,1.21158,1983,1989,1927,1951,27804,36257.0,530.08,530.08,501.32,508.17,0.88603,0.89092,0.88516,0.88925,0.82364,0.82605,0.82218,0.82537,3.64657,3.676,3.63862,3.6692,1985.51,1992.09,1927.53,1950.85,38524912,56227.79,56476.17,54968.89,55501.03,61644303.0
2020-12-14,588.64,592.88,575.94,588.21,274.78,277.01,266.02,272.71,28.93,30.19,28.67,30.13,19109.56,19332.61,19010.03,19285.96,146.52,160.26,143.58,155.16,1.07777,1.07925,1.07631,1.07686,4.44332,4.46448,4.42874,4.44134,1.21338,1.21765,1.21159,1.21457,1954,1957,1925,1938,33000,37321.0,523.53,540.84,521.02,538.41,0.88823,0.88958,0.88503,0.88662,0.82414,0.82536,0.82125,0.82334,3.66187,3.684,3.64059,3.65673,1956.48,1961.77,1916.03,1939.07,34170734,55657.12,55707.11,54921.97,55150.21,57204768.0
2020-12-15,588.39,596.7,580.1,588.63,272.8,298.93,271.25,289.67,30.12,30.35,29.38,29.46,19288.4,19552.23,19064.88,19472.69,155.27,155.31,146.84,152.39,1.07694,1.0786,1.07589,1.07626,4.44136,4.44966,4.43205,4.43952,1.21457,1.21686,1.21228,1.21514,1938,1965,1933,1960,43139,39348.0,538.41,545.43,528.78,533.36,0.88669,0.88807,0.88505,0.88571,0.82332,0.82489,0.82179,0.82295,3.65675,3.66699,3.64514,3.6535,1938.79,1963.56,1933.23,1955.69,27794678,55106.81,55680.27,55060.38,55614.04,50014622.0
2020-12-16,588.67,635.23,581.32,634.98,289.53,308.79,282.24,307.73,29.46,30.6,29.07,30.55,19474.0,21436.94,19299.98,21397.23,152.39,157.25,147.74,153.52,1.07635,1.08118,1.0761,1.07976,4.44028,4.44766,4.42802,4.43829,1.2152,1.22118,1.21259,1.21978,1963,1998,1962,1985,54016,47404.0,533.36,539.53,513.62,538.19,0.88574,0.88919,0.88262,0.88521,0.82291,0.82468,0.81888,0.81982,3.65395,3.66335,3.62674,3.6386,1963.84,1996.4,1963.84,1985.26,34099333,55841.67,56750.85,55841.67,56507.5,59906443.0
2020-12-17,635.17,675.7,627.65,645.57,307.78,331.19,301.44,312.81,30.56,31.51,29.75,30.16,21389.46,23694.54,21235.76,22963.81,153.4,175.66,152.03,172.63,1.07977,1.08587,1.07906,1.08473,4.43835,4.44443,4.42828,4.43933,1.21978,1.22728,1.21908,1.22671,1999,2015,1948,1981,37478,46281.0,538.94,563.18,531.69,539.16,0.88522,0.886,0.88225,0.88423,0.81981,0.82029,0.81481,0.81515,3.63865,3.64125,3.61702,3.61884,1997.91,2014.44,1949.99,1975.76,43583349,56857.67,57204.71,55549.61,56176.07,72916003.0
2020-12-18,645.43,664.18,629.99,651.79,312.96,322.67,305.24,310.86,30.16,31.2,29.64,31.06,22976.26,23270.31,22359.84,23029.28,172.69,178.84,150.44,161.61,1.08484,1.08596,1.08171,1.08234,4.43928,4.51804,4.43644,4.47264,1.2267,1.22688,1.22257,1.22452,1958,1974,1951,1952,26476,43595.0,539.55,573.42,531.21,565.16,0.88426,0.88683,0.88258,0.88389,0.8151,0.81795,0.81508,0.81665,3.61888,3.68952,3.61713,3.65258,1981.62,1983.94,1947.14,1952.54,61279348,56369.0,56369.0,55585.33,55607.24,85197686.0
2020-12-21,635.65,647.8,596.6,617.46,346.79,379.69,308.0,321.7,33.92,35.57,31.49,32.85,23485.42,24076.71,22040.08,23184.78,153.07,155.52,139.98,145.01,1.08259,1.08566,1.07978,1.0847,4.4781,4.52524,4.47663,4.49651,1.22306,1.22526,1.21301,1.22386,1925,1937,1854,1886,32955,32974.0,545.63,554.22,511.9,533.39,0.88515,0.89189,0.88421,0.8863,0.81762,0.8244,0.81615,0.81709,3.6608,3.72984,3.66015,3.67405,1929.14,1935.22,1851.23,1888.8,39620662,55126.42,55169.46,53154.57,54139.25,66138440.0
2020-12-22,617.45,633.71,588.2,629.65,321.73,322.85,299.03,315.68,32.89,33.78,30.47,33.18,23174.44,23759.17,22386.91,23723.85,145.03,148.8,135.72,144.45,1.08481,1.08481,1.08132,1.08206,4.49692,4.51623,4.4912,4.50504,1.22403,1.22565,1.21523,1.21643,1888,1934,1888,1926,19622,33734.0,533.39,547.75,518.32,543.11,0.88626,0.89048,0.88459,0.88954,0.81697,0.82289,0.81589,0.82208,3.67385,3.71041,3.66985,3.7035,1896.48,1931.66,1896.29,1928.4,19823032,54317.82,55157.57,54317.82,55108.83,41481325.0
2020-12-23,629.96,638.24,552.92,583.82,315.83,325.99,268.1,278.8,33.18,34.42,29.99,31.18,23723.77,24067.12,22666.35,23270.64,144.44,148.72,122.18,127.3,1.08207,1.08586,1.08114,1.0831,4.50467,4.51095,4.48998,4.50483,1.21641,1.22206,1.21539,1.21904,1936,1958,1928,1954,12369,34396.0,542.89,567.42,485.19,512.92,0.88955,0.89114,0.88685,0.88849,0.82209,0.82278,0.81829,0.82032,3.7032,3.7076,3.6831,3.6954,1934.03,1958.16,1927.07,1955.84,18891251,55317.77,55881.89,55165.03,55843.46,43382978.0
2020-12-28,686.4,746.88,681.38,725.51,344.0,375.88,334.39,355.9,33.44,36.06,33.34,35.5,26481.85,27429.05,26088.88,26826.48,131.62,143.03,129.84,138.28,1.08476,1.08925,1.08476,1.08573,4.50091,4.51778,4.48094,4.49335,1.219,1.22502,1.21815,1.22092,1980,2012,1978,2012,12951,35612.0,572.87,599.79,559.59,577.34,0.88987,0.8919,0.88763,0.88927,0.82034,0.82092,0.81631,0.81905,3.69228,3.70815,3.66213,3.68028,1969.45,2005.62,1969.45,2004.41,24154610,56223.64,57186.74,56223.64,57172.46,80355295.0
2020-12-29,725.79,739.33,689.42,728.62,356.29,366.09,330.53,347.01,35.5,39.66,35.27,38.21,26857.74,27176.36,25882.73,27011.57,138.23,146.07,130.04,138.98,1.08573,1.08761,1.08222,1.08303,4.49335,4.57051,4.47695,4.53808,1.22093,1.22751,1.22093,1.22534,2018,2033,2001,2015,13843,35896.0,577.34,594.48,545.05,564.73,0.88927,0.88927,0.88306,0.88386,0.81905,0.81905,0.81466,0.8161,3.68028,3.7262,3.65655,3.70353,2015.02,2033.03,2002.58,2016.01,19087767,57468.75,57878.17,57404.11,57701.4,60452188.0
2020-12-30,728.66,757.79,717.96,745.76,347.16,366.13,342.15,354.62,38.24,39.21,36.84,37.78,27020.72,28985.33,26937.77,28731.52,138.98,158.86,138.14,155.62,1.08296,1.08635,1.0828,1.084,4.53808,4.60543,4.51454,4.58058,1.22534,1.231,1.22515,1.22974,2024,2024,1987,1992,14085,35795.0,564.04,584.06,550.61,573.17,0.8838,0.88546,0.88118,0.88149,0.8161,0.81623,0.81235,0.81318,3.70353,3.74504,3.6753,3.72484,2019.48,2019.48,1982.15,1983.98,24178229,57741.72,57741.89,56972.8,57025.84,62059433.0
2021-01-04,992.82,1163.36,894.1,1014.43,414.14,466.65,380.37,399.87,40.75,43.23,38.05,40.22,33146.98,33621.39,28496.8,31387.02,148.66,162.18,137.87,146.99,1.08202,1.08317,1.07895,1.07951,4.56241,4.56391,4.52648,4.55653,1.2242,1.23086,1.22313,1.22506,2002,2018,1995,2007,19709,36094.0,685.87,755.55,629.76,677.06,0.88386,0.88458,0.87849,0.88119,0.81686,0.81757,0.81244,0.81629,3.72685,3.72936,3.68932,3.71945,1994.28,2020.04,1991.46,2008.75,29391914,57231.39,58127.26,57215.5,57954.68,85513264.0
2021-01-05,1012.8,1132.9,975.77,1112.74,399.53,425.75,390.04,423.0,40.16,41.48,38.83,41.39,31361.18,34486.79,29997.68,34310.41,146.89,166.02,145.97,164.49,1.07955,1.08196,1.07901,1.0802,4.55606,4.56211,4.52862,4.53653,1.22504,1.23054,1.22473,1.22968,2000,2035,1998,2005,22702,35302.0,676.14,779.98,654.49,773.4,0.88124,0.88167,0.8776,0.87844,0.8163,0.81651,0.81265,0.81322,3.71911,3.72244,3.68135,3.6892,2004.64,2031.72,1994.13,2009.12,29859492,57841.42,58527.25,57700.58,58027.01,80924974.0
2021-01-07,1180.31,1289.01,1156.04,1244.42,449.98,483.57,428.53,455.83,41.86,44.54,41.38,43.45,36073.46,40335.15,36052.83,39675.41,180.91,192.21,166.0,177.92,1.08328,1.08682,1.08249,1.08592,4.52749,4.53048,4.49475,4.51829,1.23286,1.23444,1.22453,1.22661,2033,2072,2027,2072,22894,31964.0,1034.05,1190.09,1004.58,1084.42,0.87867,0.88609,0.87746,0.88531,0.81112,0.81664,0.81008,0.81526,3.67234,3.69423,3.66058,3.68358,2040.48,2074.11,2028.43,2074.11,38310140,58839.75,59695.25,58615.77,59687.54,95031874.0
2021-01-08,1245.25,1273.13,1069.43,1217.07,457.51,457.51,406.03,436.35,43.48,43.69,40.44,42.25,39700.86,41945.44,36696.09,40717.17,177.71,181.69,153.68,165.51,1.08607,1.0869,1.08209,1.08214,4.51899,4.52958,4.50763,4.50942,1.22681,1.22839,1.21933,1.22238,2085,2095,2057,2075,17949,33541.0,1085.27,1124.53,956.59,1024.57,0.88528,0.88843,0.88231,0.88528,0.81512,0.82012,0.81407,0.81808,3.68352,3.7016,3.6726,3.68907,2080.5,2095.67,2060.2,2072.74,42476821,59869.08,60242.43,59517.65,59843.23,78072468.0
2021-01-11,1273.35,1277.17,913.83,1059.98,593.34,612.67,398.52,462.73,42.39,42.65,35.13,37.71,38450.15,38660.65,30314.05,34470.16,190.51,197.95,147.6,164.48,1.08255,1.08406,1.08139,1.08194,4.51074,4.53357,4.50876,4.5255,1.2218,1.2218,1.21324,1.21526,2060,2098,2043,2069,21051,34094.0,1552.47,1558.48,1073.98,1326.46,0.88602,0.89204,0.88561,0.8903,0.81846,0.82424,0.81846,0.82287,3.69213,3.73344,3.69213,3.7239,2067.33,2100.33,2043.05,2066.97,30637504,59808.0,60520.71,59225.12,59772.63,68950857.0
2021-01-12,1059.0,1149.42,1008.14,1049.95,462.62,512.01,443.66,451.35,37.72,40.03,37.11,38.06,34446.85,36607.99,32526.74,33648.77,164.48,201.09,163.2,182.9,1.08199,1.08313,1.08061,1.08229,4.52548,4.53051,4.51686,4.52228,1.21527,1.22097,1.21373,1.22055,2073,2082,2025,2039,19263,33914.0,1328.54,1637.79,1306.12,1493.94,0.89033,0.89163,0.88611,0.88672,0.82286,0.82391,0.81902,0.8193,3.72375,3.73005,3.70255,3.7051,2073.81,2086.11,2026.96,2043.73,25292386,59995.42,60230.37,58752.75,59159.31,55320884.0
2021-01-13,1051.53,1136.43,989.3,1116.87,451.32,498.76,435.17,495.09,38.05,40.43,37.05,40.2,33715.59,37804.59,32426.19,37164.99,182.91,217.97,174.46,210.23,1.08229,1.08234,1.07841,1.07925,4.52246,4.5459,4.51962,4.54091,1.22055,1.22229,1.21404,1.2157,2043,2055,2008,2028,19497,34923.0,1493.94,1577.95,1379.78,1543.49,0.88672,0.88896,0.88496,0.88776,0.8193,0.8237,0.81814,0.82257,3.70525,3.73803,3.70014,3.73522,2050.24,2058.87,2009.42,2023.36,38715146,59405.82,59412.27,58194.45,58532.83,65518872.0
2021-01-14,1116.57,1245.85,1087.59,1197.78,494.62,538.42,483.78,514.32,40.19,41.95,39.6,41.15,37165.93,40082.91,36776.45,38872.58,210.37,224.64,201.71,208.3,1.07921,1.08152,1.07761,1.07935,4.54103,4.55197,4.53369,4.54109,1.21564,1.21785,1.21115,1.21519,2028,2038,2019,2031,13963,36318.0,1540.34,1747.4,1477.23,1563.25,0.88777,0.89174,0.88561,0.88822,0.82261,0.82566,0.82112,0.82292,3.7355,3.75567,3.72723,3.73695,2023.83,2037.57,2019.66,2031.71,25101624,58571.42,58972.16,58564.85,58945.17,49908555.0
2021-01-15,1199.05,1254.61,1071.65,1165.48,514.4,534.91,453.45,483.04,41.15,42.52,38.73,40.97,38947.33,39677.43,34459.37,36632.16,208.47,217.3,186.88,203.01,1.07938,1.07969,1.07506,1.07643,4.5412,4.55094,4.53626,4.53841,1.21522,1.21626,1.20768,1.20778,2018,2029,1966,1994,23144,38873.0,1563.93,1641.26,1340.0,1484.3,0.88822,0.89127,0.88696,0.89125,0.8229,0.82803,0.82219,0.82797,3.73695,3.76175,3.73581,3.75767,2026.35,2031.08,1969.41,1985.68,31251321,58857.83,58926.16,57490.69,57872.92,56486700.0
2021-01-18,1245.98,1254.89,1184.85,1240.82,484.29,509.26,469.44,495.67,45.98,46.88,44.1,44.99,36189.66,37424.07,34809.4,36464.9,216.06,238.75,207.76,226.43,1.07595,1.07704,1.07396,1.0758,4.53883,4.54849,4.52699,4.53423,1.20771,1.20864,1.20537,1.20782,1983,2025,1971,2023,18942,38973.0,1466.26,1477.52,1372.98,1403.83,0.8909,0.89255,0.88986,0.8907,0.82801,0.82962,0.82738,0.82794,3.75788,3.77194,3.74989,3.75407,1985.59,2023.74,1970.06,2023.74,32644709,57885.65,58873.14,57590.89,58873.13,65725669.0
2021-01-19,1240.84,1438.31,1234.24,1411.21,495.95,552.34,495.91,525.41,45.01,47.26,41.73,42.75,36478.45,37862.58,36093.35,36686.14,226.44,235.13,210.79,218.22,1.0758,1.07814,1.07578,1.07769,4.53525,4.53856,4.52599,4.53417,1.20773,1.2145,1.20742,1.21283,2031,2045,1978,1984,24918,41151.0,1403.83,1534.97,1400.07,1440.91,0.89076,0.89168,0.88645,0.88858,0.828,0.82821,0.82338,0.82452,3.75514,3.75791,3.73338,3.73851,2034.26,2047.11,1980.12,1980.12,32703284,59153.62,59469.18,57993.34,58042.59,63524207.0
2021-01-20,1411.18,1414.91,1236.01,1335.87,525.41,525.93,471.94,493.67,42.73,43.39,40.17,42.08,36684.24,36730.9,33527.07,35008.44,218.11,218.34,198.89,210.58,1.07771,1.07931,1.0767,1.07715,4.53421,4.54919,4.52287,4.53499,1.21284,1.21582,1.2077,1.211,1984,2001,1959,1987,21609,41808.0,1440.91,1448.03,1269.37,1391.4,0.88856,0.89204,0.88673,0.88947,0.82451,0.82802,0.82249,0.82576,3.7385,3.7522,3.72546,3.74481,1983.49,1998.43,1960.82,1986.09,26554080,58163.49,58346.05,57489.49,58114.63,61408920.0
2021-01-21,1335.62,1389.01,1087.17,1134.76,493.66,499.46,405.59,421.63,42.07,42.68,38.28,38.91,34998.85,35669.53,30080.48,30856.84,210.58,213.58,174.45,179.19,1.07721,1.07868,1.07563,1.07699,4.53444,4.53692,4.52631,4.53249,1.21102,1.2172,1.21094,1.21678,1999,2007,1947,1949,24685,42250.0,1391.64,1421.15,1129.87,1169.27,0.88951,0.88996,0.88486,0.8851,0.82575,0.8258,0.82156,0.82183,3.74431,3.74591,3.72234,3.7254,1997.58,2007.64,1948.97,1953.49,25603661,58378.27,58617.5,57131.53,57226.74,64166860.0
2021-01-22,1134.38,1274.93,1045.78,1225.99,421.51,451.76,391.75,439.05,38.94,41.44,36.92,40.13,30867.09,33850.02,28823.75,32875.82,179.1,209.11,165.38,199.65,1.07704,1.07843,1.07633,1.07739,4.53228,4.54494,4.5292,4.54072,1.21679,1.21896,1.21517,1.21663,1939,1968,1932,1955,18826,42328.0,1168.1,1447.23,1064.5,1380.66,0.8852,0.88662,0.88387,0.88555,0.82178,0.82293,0.82037,0.82194,3.72539,3.73599,3.72017,3.7322,1945.01,1965.14,1934.61,1952.67,21137609,56997.73,57519.27,56741.31,57304.69,53288039.0
2021-01-25,1369.42,1475.27,1297.76,1328.37,434.37,465.09,430.69,436.22,41.69,43.44,40.55,41.2,32166.01,34877.33,31938.09,32487.45,244.44,258.92,206.21,214.55,1.07768,1.07914,1.07698,1.0783,4.539,4.54447,4.53247,4.54015,1.21678,1.21832,1.21163,1.21436,1968,1973,1926,1941,19471,42371.0,1449.83,1541.23,1339.15,1375.32,0.88568,0.88929,0.8848,0.88796,0.82184,0.82533,0.8208,0.82348,3.73024,3.74832,3.72274,3.73872,1961.37,1966.76,1927.45,1945.78,22893278,57489.45,57602.25,56572.54,56999.79,62583523.0
2021-01-26,1327.14,1377.91,1246.7,1361.49,435.94,438.42,414.24,429.01,41.23,42.5,39.87,41.4,32460.37,32825.68,30856.71,32736.06,214.83,238.69,205.83,234.73,1.07825,1.08001,1.0771,1.0787,4.54,4.55412,4.53935,4.54429,1.2143,1.21759,1.21081,1.2162,1931,1991,1930,1987,24109,41720.0,1375.32,1453.38,1297.65,1447.12,0.88796,0.8896,0.88611,0.88694,0.82352,0.82589,0.82129,0.82223,3.73878,3.75582,3.73464,3.73645,1936.78,1988.24,1932.69,1981.98,28113053,56789.66,57890.45,56689.8,57785.37,59775859.0
2021-01-27,1361.95,1375.47,1210.52,1254.36,429.37,431.48,370.22,381.26,41.43,42.12,39.66,41.07,32763.19,32937.04,29272.28,30600.35,234.87,242.45,210.15,226.29,1.07853,1.07885,1.075,1.07606,4.54326,4.55556,4.54268,4.54904,1.21607,1.21698,1.20591,1.21089,1976,1995,1913,1931,33396,42133.0,1448.02,1477.52,1279.64,1355.42,0.8869,0.89174,0.88617,0.88865,0.82232,0.82925,0.82171,0.82584,3.73601,3.77465,3.73369,3.75678,1981.07,1998.12,1916.09,1929.21,40978113,57767.44,58139.93,56107.09,56453.85,88633773.0
