Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Otwarcie_bch_v_d,Najwyzszy_bch_v_d,Najnizszy_bch_v_d,Zamkniecie_bch_v_d,Otwarcie_bnb_v_d,Najwyzszy_bnb_v_d,Najnizszy_bnb_v_d,Zamkniecie_bnb_v_d,Otwarcie_btc_v_d (1),Najwyzszy_btc_v_d (1),Najnizszy_btc_v_d (1),Zamkniecie_btc_v_d (1),Otwarcie_comp_v_d,Najwyzszy_comp_v_d,Najnizszy_comp_v_d,Zamkniecie_comp_v_d,Otwarcie_eurchf_d,Najwyzszy_eurchf_d,Najnizszy_eurchf_d,Zamkniecie_eurchf_d,Otwarcie_eurpln_d,Najwyzszy_eurpln_d,Najnizszy_eurpln_d,Zamkniecie_eurpln_d,Otwarcie_eurusd_d,Najwyzszy_eurusd_d,Najnizszy_eurusd_d,Zamkniecie_eurusd_d,Otwarcie_fw20_d,Najwyzszy_fw20_d,Najnizszy_fw20_d,Zamkniecie_fw20_d,Wolumen,LOP,Otwarcie_mkr_v_d,Najwyzszy_mkr_v_d,Najnizszy_mkr_v_d,Zamkniecie_mkr_v_d,Otwarcie_usdchf_d,Najwyzszy_usdchf_d,Najnizszy_usdchf_d,Zamkniecie_usdchf_d,Otwarcie_usdeur_d,Najwyzszy_usdeur_d,Najnizszy_usdeur_d,Zamkniecie_usdeur_d,Otwarcie_usdpln_d,Najwyzszy_usdpln_d,Najnizszy_usdpln_d,Zamkniecie_usdpln_d,Otwarcie_wig20_d,Najwyzszy_wig20_d,Najnizszy_wig20_d,Zamkniecie_wig20_d,Wolumen_wig20_d,Otwarcie_wig_d,Najwyzszy_wig_d,Najnizszy_wig_d,Zamkniecie_wig_d,Wolumen_wig_d
2021-01-28,1254.16,1361.23,1220.6,1350.21,381.09,411.05,372.11,411.05,41.08,43.12,40.45,42.99,30601.89,33548.33,29909.63,33536.97,226.25,268.44,214.0,260.25,1.07603,1.07893,1.07521,1.07705,4.54904,4.56174,4.53808,4.54137,1.21089,1.21417,1.20809,1.2122,1912,1989,1887,1984,43454,41411.0,1354.71,1449.21,1305.71,1417.89,0.88863,0.89187,0.887,0.88851,0.82584,0.82775,0.82361,0.82495,3.75678,3.77206,3.73863,3.7464,1913.71,1992.75,1885.24,1987.83,37513695,56139.0,57871.89,55301.68,57797.95,99916081.0
2021-01-29,1350.26,1441.18,1288.35,1395.54,410.97,437.54,392.0,408.37,42.98,44.09,41.88,42.81,33535.89,38629.1,31998.4,34488.23,260.29,303.57,237.12,294.39,1.07711,1.08107,1.07604,1.08104,4.54184,4.54416,4.51731,4.51952,1.21222,1.21559,1.20947,1.2136,1963,1984,1936,1950,32967,40490.0,1416.84,1464.41,1359.87,1436.24,0.88856,0.89111,0.88746,0.89077,0.82493,0.82681,0.82265,0.82399,3.7467,3.75586,3.71861,3.72404,1965.76,1985.52,1938.85,1948.01,37304929,57316.76,57757.49,56710.11,56978.68,75091033.0
2021-02-01,1311.94,1364.5,1272.07,1359.95,399.77,444.61,390.36,413.0,43.96,52.36,43.49,51.88,33008.65,34704.38,32342.7,33561.36,334.87,376.16,330.93,360.02,1.08005,1.08274,1.0797,1.08196,4.5201,4.52586,4.49898,4.51023,1.2129,1.21366,1.20563,1.20619,1967,1978,1948,1970,16184,40379.0,1489.91,1517.51,1420.78,1466.2,0.89032,0.89755,0.89008,0.89701,0.82447,0.82944,0.82395,0.82906,3.72655,3.74141,3.72192,3.73925,1960.96,1975.94,1945.82,1967.72,23103200,57333.63,57598.25,56992.03,57465.45,70837335.0
2021-02-02,1359.29,1549.12,1359.29,1535.64,412.75,434.68,411.5,432.04,52.04,53.04,49.29,51.31,33561.96,36004.08,33464.08,35629.27,359.25,365.79,336.65,356.41,1.08197,1.0833,1.07993,1.08104,4.51025,4.51247,4.47408,4.48114,1.2062,1.20878,1.20117,1.20439,1981,1985,1943,1956,23107,40918.0,1467.01,1772.72,1466.36,1713.52,0.89701,0.89949,0.89473,0.89759,0.82905,0.83252,0.82728,0.8303,3.73922,3.74532,3.71924,3.72069,1973.17,1981.43,1942.6,1954.02,24581125,57649.98,57808.78,56927.01,57256.73,73509412.0
2021-02-03,1535.71,1651.53,1510.42,1638.34,432.12,450.14,429.12,445.97,51.27,52.38,49.92,52.35,35610.12,37525.69,35426.09,37315.17,357.53,384.3,343.07,383.94,1.081,1.08243,1.07961,1.0819,4.48115,4.49582,4.473,4.48513,1.2044,1.205,1.20043,1.20338,1959,1973,1936,1947,21229,40805.0,1713.95,1749.56,1638.51,1733.05,0.89754,0.90025,0.89707,0.89905,0.83029,0.83303,0.82988,0.83099,3.72065,3.74358,3.71523,3.7271,1961.77,1973.74,1934.98,1940.69,24774710,57499.49,57720.89,56805.35,56944.12,89182171.0
2021-02-04,1638.46,1697.77,1560.19,1627.67,446.21,455.8,413.35,424.67,52.35,57.11,51.44,56.0,37310.08,38740.3,36249.68,37293.47,383.82,498.72,378.7,476.87,1.08191,1.08236,1.08104,1.08192,4.48526,4.50448,4.48403,4.50055,1.20341,1.20427,1.19579,1.19648,1945,1963,1924,1925,20559,40430.0,1733.05,2356.57,1652.52,2104.77,0.89906,0.90465,0.89839,0.90425,0.83097,0.83627,0.83038,0.83578,3.72712,3.76469,3.72479,3.76147,1945.6,1961.12,1924.95,1927.02,20882741,57043.2,57390.0,56649.7,56669.86,82020635.0
2021-02-05,1627.73,1761.12,1591.63,1704.2,424.67,446.52,418.29,443.53,55.98,68.11,55.9,66.69,37300.85,38339.88,36638.26,37839.97,476.83,551.49,453.7,530.58,1.0819,1.08355,1.08078,1.08348,4.50044,4.5048,4.48452,4.48622,1.19646,1.20496,1.19523,1.20487,1937,1973,1934,1959,23122,39791.0,2110.41,3088.67,2070.47,2820.11,0.90435,0.90458,0.89894,0.89926,0.8358,0.83666,0.8299,0.82997,3.76147,3.76577,3.72287,3.72343,1937.72,1971.28,1934.96,1957.73,19158536,56974.12,57725.53,56924.01,57453.85,77590696.0
2021-02-08,1601.35,1778.6,1566.87,1716.53,443.71,484.41,437.38,478.67,67.82,79.03,67.71,79.02,38829.27,44994.26,38077.43,44667.93,442.71,497.72,442.2,463.29,1.08288,1.08462,1.08222,1.08304,4.48624,4.49012,4.47355,4.47733,1.20471,1.20659,1.20199,1.2052,1967,1976,1948,1952,16864,40467.0,2441.98,2734.36,2406.86,2507.13,0.89888,0.90199,0.89824,0.89864,0.83008,0.83195,0.82878,0.82974,3.72394,3.73378,3.7095,3.71502,1970.16,1975.67,1948.48,1952.1,21296631,57723.56,57920.69,57337.75,57439.05,78826229.0
2021-02-09,1716.62,1824.42,1709.7,1766.48,478.82,513.06,474.51,508.79,79.01,115.53,77.97,110.61,44693.05,48192.9,44679.42,46880.5,463.19,488.16,437.11,480.13,1.08323,1.08336,1.08048,1.0816,4.47781,4.48336,4.47282,4.47509,1.2052,1.21213,1.20478,1.21197,1951,1957,1935,1945,12521,40564.0,2504.97,2638.59,2443.1,2608.92,0.8988,0.89903,0.89197,0.89243,0.82974,0.83003,0.82499,0.8251,3.71542,3.7163,3.6918,3.6924,1954.67,1958.14,1935.49,1941.6,18996916,57586.69,57586.91,57068.25,57247.73,74872044.0
2021-02-10,1767.25,1838.72,1682.65,1748.84,509.03,538.77,471.32,497.77,111.04,148.16,106.72,127.37,46893.22,47337.39,43769.39,45229.53,479.86,527.74,442.67,474.46,1.08159,1.08189,1.07866,1.07906,4.47489,4.49508,4.47096,4.49081,1.21192,1.2144,1.2109,1.2119,1950,1952,1907,1916,16514,40728.0,2609.51,2713.21,2304.94,2514.07,0.89246,0.89315,0.88903,0.89039,0.82514,0.82583,0.82345,0.82515,3.69241,3.70879,3.68283,3.7055,1947.63,1954.36,1910.15,1917.54,18762570,57452.75,57543.48,56582.69,56752.37,58713616.0
2021-02-11,1749.04,1817.87,1706.03,1782.95,497.81,540.64,491.83,528.23,127.37,132.3,117.78,123.79,45232.8,48620.26,44061.5,47709.69,474.21,524.37,456.31,508.8,1.07897,1.08078,1.07868,1.0798,4.49148,4.50761,4.49141,4.50194,1.21191,1.21492,1.21137,1.21328,1922,1964,1920,1963,22318,40854.0,2517.32,2629.41,2454.13,2524.19,0.89042,0.89104,0.88922,0.88998,0.82514,0.8255,0.8231,0.82421,3.70558,3.71796,3.70059,3.71054,1922.62,1961.69,1922.62,1954.92,19738332,56959.55,57934.64,56907.21,57790.5,49355866.0
2021-02-12,1782.57,1861.93,1741.5,1852.62,528.58,571.71,511.77,571.71,123.84,141.05,121.47,135.65,47713.78,48919.57,46264.25,47951.53,508.17,572.57,480.91,537.75,1.07977,1.08096,1.07876,1.08075,4.50183,4.50889,4.4943,4.49809,1.21326,1.21333,1.20819,1.21179,1954,1957,1917,1937,21659,42245.0,2526.77,2834.36,2503.0,2723.34,0.88998,0.89398,0.88989,0.89187,0.82423,0.82768,0.82418,0.82523,3.71054,3.72568,3.70697,3.71196,1951.43,1953.69,1919.72,1937.07,15010320,57691.18,57765.08,57042.13,57428.07,47298194.0
2021-02-15,1825.73,1836.24,1661.96,1795.07,738.21,773.07,603.46,727.84,136.19,139.31,118.73,130.5,49092.84,49105.82,45938.68,48259.33,476.55,506.04,401.09,475.43,1.08099,1.08197,1.07914,1.07976,4.49862,4.49907,4.48031,4.48425,1.21242,1.21451,1.21169,1.21276,1953,1981,1948,1974,15497,41827.0,2548.78,2599.55,2220.98,2515.21,0.8916,0.89251,0.88977,0.89023,0.8248,0.82529,0.82338,0.82452,3.71055,3.71238,3.69293,3.6976,1946.97,1980.77,1946.97,1974.82,16077432,57708.86,58504.68,57708.86,58422.63,49708824.0
2021-02-16,1798.39,1825.76,1727.52,1768.91,728.31,743.98,670.09,701.14,130.69,133.41,126.03,129.51,48321.61,50522.6,47071.46,49134.75,476.39,505.54,436.4,451.41,1.07989,1.08083,1.07878,1.08034,4.48466,4.50091,4.48346,4.49418,1.21276,1.21694,1.20951,1.21028,1969,2022,1968,2003,27131,41441.0,2517.69,2589.56,2416.06,2477.97,0.89026,0.89301,0.88715,0.89264,0.8244,0.82678,0.82173,0.82626,3.69765,3.71746,3.68543,3.71336,1977.89,2022.16,1976.58,2004.54,32788225,58595.03,59715.93,58513.65,59415.71,102545274.0
2021-02-17,1768.72,1856.57,1734.86,1839.88,700.71,727.14,676.21,714.18,129.49,175.4,126.87,167.28,49131.73,52622.27,48968.95,52142.73,450.99,470.69,413.76,462.34,1.08034,1.08275,1.07942,1.08217,4.49418,4.50541,4.48802,4.4915,1.21028,1.21043,1.20234,1.2045,2004,2008,1978,1991,24562,40173.0,2477.97,2620.05,2366.45,2580.77,0.89264,0.89917,0.89261,0.89848,0.82626,0.83171,0.82615,0.83026,3.71336,3.74303,3.71326,3.72915,2005.98,2008.2,1980.26,1986.8,28844185,59463.8,59489.39,58882.87,59008.47,65763312.0
2021-02-18,1839.72,1950.02,1834.06,1938.66,714.29,729.66,692.26,705.23,167.31,199.55,160.3,193.97,52133.95,52542.49,50908.14,51876.35,462.37,480.64,451.36,460.4,1.08229,1.08372,1.08194,1.08352,4.49165,4.49707,4.47855,4.48989,1.2045,1.20947,1.2036,1.20908,1985,2020,1977,1983,28080,38607.0,2580.77,2707.58,2548.62,2612.41,0.8985,0.89956,0.89574,0.89616,0.83027,0.83084,0.82681,0.82708,3.72917,3.73542,3.71048,3.7135,1990.16,2020.46,1978.88,1980.77,34651110,59068.12,59696.07,58632.85,58684.46,130385697.0
2021-02-19,1938.82,1973.83,1892.01,1953.05,705.3,742.75,682.04,727.74,193.84,345.68,191.74,327.68,51870.58,56247.06,50782.89,55466.76,460.4,480.9,436.2,450.96,1.08352,1.08706,1.08332,1.08651,4.48989,4.49375,4.47936,4.48252,1.20908,1.21445,1.20824,1.21163,1991,1997,1970,1987,22892,38487.0,2612.41,2675.07,2513.01,2541.3,0.89616,0.89726,0.8934,0.89673,0.82708,0.82765,0.82342,0.82533,3.7135,3.71629,3.69092,3.69956,1985.99,1998.69,1971.8,1985.31,28897488,58824.24,59026.19,58388.32,58712.53,78130382.0
2021-02-22,1928.34,1939.6,1448.76,1777.8,705.93,711.5,534.24,626.42,293.18,296.83,221.98,267.1,57365.31,57587.59,48389.98,54157.86,449.55,469.64,375.32,421.81,1.08616,1.09161,1.08616,1.09032,4.48487,4.49933,4.48032,4.49382,1.21223,1.21694,1.20914,1.21605,1973,1976,1956,1956,19680,38509.0,2590.81,2626.13,2020.76,2358.47,0.89601,0.90239,0.89488,0.8966,0.82493,0.82703,0.82173,0.82233,3.69894,3.7167,3.69215,3.6954,1978.7,1978.7,1958.36,1961.62,23606217,58486.64,58486.93,58041.18,58157.32,53361400.0
2021-02-23,1776.74,1787.28,1360.97,1571.38,626.05,631.03,440.62,513.86,267.0,268.99,187.18,225.06,54119.26,54328.9,45016.9,48697.14,421.64,429.52,325.88,380.6,1.08965,1.10021,1.08939,1.09963,4.49127,4.50984,4.49127,4.50854,1.21604,1.21788,1.21357,1.21489,1965,1972,1893,1925,36706,39750.0,2357.21,2389.25,1775.53,2219.57,0.89606,0.9057,0.8949,0.90513,0.82234,0.82402,0.8211,0.82312,3.69335,3.71423,3.6921,3.71107,1969.01,1976.38,1896.36,1922.59,31468184,58383.46,58468.48,56330.97,57029.17,88258835.0
2021-02-24,1569.91,1712.91,1501.88,1591.39,513.27,563.62,496.84,519.18,224.73,280.69,213.9,247.12,48651.85,51359.84,47041.8,48885.21,380.63,460.31,368.87,425.27,1.09972,1.10561,1.09898,1.10313,4.5084,4.52454,4.50385,4.50624,1.21491,1.21746,1.21096,1.21663,1922,1953,1921,1942,25703,38965.0,2216.21,2423.67,2158.53,2193.97,0.90519,0.90947,0.90465,0.90671,0.82311,0.82579,0.82138,0.82194,3.71091,3.73233,3.69987,3.70386,1926.18,1954.22,1924.64,1937.9,27510835,57182.54,57891.81,57182.07,57596.33,72323167.0
2021-02-25,1591.14,1672.15,1499.39,1515.44,519.3,557.02,501.34,510.14,247.98,265.02,235.15,241.45,48871.21,52084.15,47450.01,48125.8,425.25,458.83,405.14,408.38,1.10303,1.10958,1.10069,1.10195,4.50602,4.52583,4.50256,4.51781,1.21654,1.22428,1.21562,1.21828,1957,1967,1934,1937,21841,38246.0,2193.97,2335.1,2050.59,2082.81,0.90669,0.90797,0.90285,0.90451,0.822,0.82263,0.81681,0.82083,3.70395,3.7196,3.68075,3.70835,1955.61,1967.63,1936.13,1936.47,32921467,57995.89,58377.67,57642.45,57706.4,64520825.0
2021-02-26,1515.83,1562.62,1401.85,1425.46,511.35,515.8,458.03,477.73,242.59,244.58,209.79,216.48,48206.34,48435.06,44200.71,45526.6,408.38,422.88,371.48,389.5,1.10197,1.10217,1.09564,1.09751,4.51775,4.52802,4.50779,4.52051,1.21827,1.21828,1.20657,1.20657,1900,1928,1887,1920,34740,39021.0,2082.81,2129.51,1885.78,1925.31,0.90454,0.91019,0.90269,0.90962,0.82084,0.8288,0.82083,0.8288,3.70835,3.74715,3.70835,3.7466,1912.25,1928.9,1888.55,1907.28,54393669,57138.96,57342.68,56400.33,56970.3,83653786.0
2021-03-01,1423.61,1564.64,1411.74,1550.02,461.37,506.48,458.81,496.52,208.59,260.13,208.58,254.43,45273.2,49495.28,44976.3,49169.25,397.56,496.64,397.09,489.19,1.09683,1.10314,1.0963,1.10239,4.52142,4.53694,4.50997,4.53492,1.20762,1.2101,1.20278,1.20504,1930,1951,1917,1949,21228,39511.0,2021.78,2261.35,2021.78,2150.76,0.90826,0.91592,0.90711,0.91482,0.82808,0.83141,0.82638,0.82985,3.74428,3.76731,3.73015,3.7633,1925.94,1950.47,1917.58,1949.57,29771537,57483.39,58025.13,57249.84,58012.31,64205861.0
2021-03-02,1551.07,1603.28,1457.18,1482.14,496.73,548.91,494.94,511.41,254.72,264.76,227.29,236.97,49173.23,50220.96,47097.84,47845.16,489.09,535.45,479.2,492.18,1.10239,1.10634,1.10036,1.10569,4.53461,4.54389,4.52911,4.54036,1.20503,1.20945,1.19923,1.20843,1945,1967,1935,1953,21559,39868.0,2150.22,2295.92,2093.4,2153.12,0.91482,0.91931,0.91364,0.91498,0.82985,0.83387,0.82682,0.82752,3.76305,3.78452,3.75043,3.75724,1947.45,1969.69,1938.13,1959.52,28968252,58018.74,58552.4,57855.32,58299.06,62580699.0
2021-03-03,1482.08,1656.23,1478.17,1583.07,510.87,555.41,510.6,524.24,236.97,254.96,236.39,242.02,47849.33,52601.54,47790.59,50601.83,492.34,517.76,490.13,491.83,1.10569,1.10995,1.10542,1.10954,4.54036,4.55291,4.53121,4.5426,1.20843,1.21128,1.20431,1.20634,1966,1989,1933,1940,26851,39501.0,2152.37,2360.37,2151.39,2212.7,0.91496,0.91999,0.91407,0.91975,0.82752,0.83035,0.82557,0.82895,3.75724,3.77708,3.74581,3.76559,1963.17,1989.78,1936.22,1943.24,29320923,58488.98,59043.17,57711.61,57897.0,69324969.0
2021-03-04,1584.1,1624.33,1506.29,1528.99,524.34,538.34,493.39,505.44,242.15,249.8,225.51,229.69,50607.68,51782.52,47516.91,48251.0,491.9,502.78,455.92,467.01,1.10956,1.11521,1.1076,1.11253,4.54255,4.56898,4.54243,4.5627,1.20636,1.20666,1.1962,1.19751,1933,1954,1915,1951,30204,39068.0,2212.71,2246.46,2048.56,2132.25,0.91976,0.92979,0.91896,0.92904,0.82894,0.83598,0.82873,0.83507,3.7655,3.81779,3.76469,3.81017,1935.36,1951.02,1914.5,1944.86,28794383,57724.77,57992.01,57104.0,57869.71,67693199.0
2021-03-05,1528.98,1549.26,1444.44,1538.87,505.39,508.17,473.17,500.51,229.69,231.61,215.69,228.03,48246.38,49463.36,46351.48,49094.77,467.08,484.53,444.07,480.75,1.11253,1.11257,1.10557,1.10949,4.5627,4.59968,4.56057,4.5869,1.19751,1.19752,1.18937,1.19156,1931,1953,1925,1939,25953,39605.0,2132.25,2210.7,2040.44,2085.89,0.92904,0.9319,0.92578,0.93113,0.83507,0.84078,0.83506,0.83924,3.81017,3.8619,3.80994,3.84951,1940.32,1952.97,1927.59,1939.59,28372033,57663.65,57969.09,57419.42,57643.55,60270909.0
2021-03-08,1679.37,1795.64,1667.35,1788.68,511.44,526.43,501.94,522.18,235.85,242.79,229.05,235.5,50515.37,51978.39,49343.72,51602.47,483.7,491.2,462.96,469.2,1.10974,1.11007,1.10763,1.10958,4.5894,4.60386,4.58253,4.59782,1.19199,1.19323,1.18442,1.18489,1944,1969,1939,1965,24567,39230.0,2228.14,2267.13,2063.36,2172.09,0.93099,0.93698,0.92981,0.93644,0.83893,0.8443,0.83806,0.84396,3.85037,3.88254,3.84201,3.88038,1950.85,1968.14,1944.49,1965.25,26761610,57946.68,58374.79,57814.78,58332.29,65767532.0
2021-03-09,1789.11,1858.61,1787.62,1846.24,522.27,547.27,522.09,542.61,235.6,297.12,235.6,294.9,51618.45,54882.89,51618.45,54807.49,469.31,496.24,469.23,490.17,1.10941,1.11191,1.10337,1.10414,4.59778,4.59905,4.56154,4.57041,1.18474,1.19157,1.18359,1.19022,1960,2012,1958,1993,28258,39677.0,2173.3,2270.75,2144.91,2252.4,0.93642,0.93757,0.92735,0.92768,0.84407,0.84489,0.83923,0.84018,3.88085,3.88535,3.83347,3.83997,1966.81,2010.33,1962.85,1994.18,36782773,58370.44,59351.9,58305.75,58971.22,62993873.0
2021-03-10,1846.52,1877.81,1759.18,1831.86,542.63,568.1,517.43,560.89,294.9,296.1,266.87,282.99,54842.37,57378.11,53077.9,56941.26,490.39,505.1,450.74,467.14,1.10425,1.10968,1.10299,1.1089,4.57019,4.57915,4.56544,4.57664,1.19023,1.19298,1.1869,1.19262,1986,2019,1986,2005,20837,39805.0,2251.84,2334.43,2170.65,2324.8,0.92776,0.93228,0.92775,0.9298,0.84017,0.84253,0.83824,0.83849,3.83974,3.85452,3.83223,3.83747,1997.63,2017.62,1997.63,2003.55,31707267,59135.36,59555.51,59127.74,59291.68,67518944.0
2021-03-11,1831.84,1846.18,1726.9,1828.51,560.82,563.62,528.82,550.87,282.85,314.94,272.32,290.61,56932.71,58024.18,54338.53,57954.85,467.15,477.47,450.48,465.99,1.10889,1.11019,1.10542,1.10773,4.57664,4.58798,4.56368,4.58334,1.19267,1.19899,1.19162,1.19833,2018,2020,1985,1996,19165,40240.0,2324.04,2324.05,2113.76,2233.18,0.92979,0.93092,0.92347,0.92439,0.83845,0.83919,0.83404,0.83449,3.83747,3.84215,3.81356,3.82475,2012.36,2020.76,1983.64,1994.38,24282633,59561.31,59694.2,58792.81,59028.6,57059817.0
2021-03-12,1828.32,1841.82,1723.45,1761.98,550.99,563.27,510.16,536.03,290.6,291.82,249.6,264.28,57955.32,58141.38,55097.89,57253.43,465.98,469.03,428.1,438.52,1.10773,1.11138,1.10773,1.11092,4.58318,4.59784,4.57963,4.58416,1.19835,1.19885,1.19101,1.19611,1992,2015,1983,2005,19504,40609.0,2233.13,2294.04,2093.17,2127.22,0.92439,0.9325,0.92439,0.92877,0.83448,0.83962,0.83413,0.83604,3.82485,3.85502,3.82295,3.83254,1993.99,2012.91,1983.11,2006.11,19551862,59125.72,59574.57,58839.27,59443.12,46757975.0
2021-03-15,1881.9,1894.12,1735.97,1788.7,570.85,573.19,515.62,525.76,268.79,269.43,249.69,254.96,60215.76,60727.94,54944.56,56148.67,450.2,451.2,420.14,431.24,1.11047,1.11083,1.10606,1.10632,4.58214,4.59184,4.57888,4.59015,1.19483,1.19674,1.19113,1.19247,2009,2030,1996,2002,29844,41102.0,2094.56,2115.37,1936.28,2020.25,0.9293,0.93125,0.9267,0.92776,0.83694,0.83954,0.8356,0.8386,3.83502,3.85476,3.82699,3.8493,2012.38,2029.17,1997.76,2001.24,19977025,59607.82,60089.6,59432.71,59528.38,58709711.0
2021-03-16,1788.33,1819.24,1716.61,1788.62,525.88,537.79,502.97,526.92,255.2,259.62,240.45,256.71,56160.99,56818.55,53302.87,56308.07,431.43,441.98,417.09,428.72,1.10633,1.10766,1.10047,1.10074,4.58995,4.59838,4.58856,4.59532,1.19247,1.19518,1.18826,1.19019,2010,2014,1976,1976,57302,57568.0,2022.81,2111.17,1930.61,2040.8,0.92774,0.92872,0.92426,0.92484,0.83859,0.84157,0.83669,0.8402,3.84895,3.86637,3.84324,3.86099,2005.15,2012.84,1977.17,1981.41,23579214,59750.98,59826.84,59006.84,59088.73,65556898.0
2021-03-17,1788.2,1838.09,1743.43,1813.99,526.92,539.45,512.32,537.37,256.61,266.3,248.76,264.87,56285.37,58956.28,54185.92,58356.59,428.72,438.99,419.86,438.72,1.10074,1.10616,1.10069,1.10502,4.59532,4.61761,4.59476,4.59734,1.19019,1.19875,1.18863,1.19786,1978,1978,1913,1942,75180,54989.0,2043.02,2174.72,2025.63,2112.07,0.92485,0.92962,0.92138,0.92249,0.8402,0.8413,0.8342,0.83482,3.86099,3.88267,3.8347,3.83795,1976.47,1976.47,1912.98,1939.01,68185874,58732.84,58732.84,57215.66,57924.26,114744595.0
2021-03-18,1814.2,1849.18,1759.78,1781.21,537.45,546.7,523.35,527.26,264.89,277.76,257.14,263.69,58387.26,60070.33,57035.47,57695.57,438.52,451.08,429.4,432.61,1.10501,1.10843,1.10302,1.1054,4.59741,4.62863,4.59458,4.62066,1.19784,1.19888,1.19066,1.19172,1951,1969,1937,1963,39567,53785.0,2112.34,2193.28,2101.59,2121.55,0.92251,0.93053,0.92192,0.92756,0.83484,0.83987,0.83411,0.83912,3.8381,3.88485,3.83305,3.87729,1941.91,1966.9,1938.05,1960.75,30624111,58071.47,58576.95,57940.26,58405.96,62377218.0
2021-03-19,1780.36,1840.36,1735.01,1820.59,526.99,550.55,517.39,536.57,263.52,268.94,255.09,264.22,57656.94,59441.36,56302.82,58531.77,432.45,444.3,421.05,438.94,1.1054,1.10788,1.10409,1.10613,4.62063,4.62472,4.61145,4.61429,1.19172,1.19371,1.18741,1.19048,1955,1955,1925,1939,27032,53723.0,2123.5,2146.87,2065.91,2117.76,0.92756,0.93197,0.92516,0.92915,0.83912,0.84217,0.83772,0.84,3.87726,3.89136,3.86568,3.876,1950.51,1954.88,1925.51,1927.56,68167135,58116.72,58218.35,57595.05,57595.05,95348920.0
2021-03-22,1786.34,1807.03,1657.9,1692.9,524.44,538.59,507.27,512.17,264.27,276.82,253.37,258.07,57611.49,58422.26,53813.08,54574.88,403.84,419.89,374.05,378.62,1.10507,1.10638,1.10085,1.10187,4.62231,4.62451,4.59237,4.59695,1.18847,1.19468,1.18748,1.19338,1927,1951,1920,1939,16296,34018.0,2101.55,2116.49,1948.56,1970.2,0.92983,0.93096,0.92227,0.92332,0.84142,0.84212,0.83704,0.83796,3.8893,3.89356,3.84505,3.85206,1921.5,1949.37,1921.5,1929.12,36853145,57560.68,58216.36,57544.84,57789.28,70341688.0
2021-03-23,1694.7,1721.51,1652.62,1665.17,512.2,532.14,505.95,511.78,257.88,262.88,252.1,254.7,54616.05,55836.27,52990.73,54395.13,379.41,394.63,360.11,360.11,1.10187,1.10805,1.10177,1.10658,4.59689,4.62048,4.58452,4.61905,1.19338,1.19409,1.18423,1.18474,1929,1937,1906,1925,19539,34903.0,1972.45,2031.55,1907.0,1999.06,0.92332,0.93468,0.92326,0.93403,0.83794,0.84443,0.83746,0.84407,3.85215,3.90142,3.84348,3.8988,1933.56,1934.37,1905.9,1923.55,22752449,57894.55,57908.03,57226.83,57695.05,43340577.0
2021-03-24,1665.55,1739.82,1548.06,1589.23,511.59,529.15,444.76,475.33,254.67,268.66,240.52,247.72,54391.53,57192.06,51704.9,52596.73,360.09,386.76,333.97,344.67,1.10659,1.10769,1.10502,1.10555,4.61836,4.63482,4.61562,4.62851,1.18473,1.18507,1.18093,1.18118,1911,1912,1886,1896,18673,35431.0,2001.35,2075.1,1761.6,1809.62,0.93404,0.93694,0.93377,0.93597,0.84407,0.84679,0.84383,0.84661,3.89813,3.92189,3.89807,3.91854,1910.28,1910.73,1888.36,1899.95,29081150,57182.17,57395.13,56792.95,57082.3,65619013.0
2021-03-25,1587.95,1621.37,1549.27,1583.98,475.4,482.53,452.04,473.4,247.17,250.69,225.73,235.06,52536.85,53186.66,50444.41,51757.9,345.01,368.52,330.48,360.19,1.10555,1.10741,1.10427,1.10628,4.62858,4.64756,4.62554,4.63446,1.18118,1.18278,1.1762,1.17738,1901,1911,1866,1875,25913,35640.0,1806.25,1933.37,1789.04,1886.51,0.93597,0.94023,0.93497,0.93961,0.84661,0.8502,0.84547,0.84934,3.9186,3.94671,3.91255,3.93623,1901.84,1911.57,1868.06,1876.85,31149337,57147.34,57264.17,56230.49,56448.66,60857445.0
2021-03-26,1583.8,1695.1,1583.61,1683.8,473.58,505.33,470.45,502.43,235.31,254.47,233.58,251.91,51763.07,54800.24,51269.2,54431.57,359.6,378.52,358.28,368.08,1.10628,1.1095,1.10622,1.10747,4.63419,4.65067,4.6252,4.64138,1.17735,1.18047,1.17713,1.17929,1890,1928,1888,1920,21852,37105.0,1884.8,1999.62,1879.3,1990.8,0.93964,0.94176,0.93827,0.9391,0.84937,0.84952,0.84712,0.84797,3.93614,3.95001,3.92574,3.93575,1891.11,1925.48,1887.67,1918.71,21565125,57004.35,57657.28,56787.35,57525.64,44684233.0
2021-03-29,1674.05,1840.61,1671.37,1808.21,493.61,523.8,491.54,516.55,265.0,277.73,264.66,273.32,55141.22,58382.24,54922.48,57555.35,359.69,404.94,357.72,400.32,1.10711,1.10783,1.10379,1.10526,4.6403,4.67834,4.62804,4.67263,1.17929,1.17939,1.17608,1.17656,1915,1955,1915,1954,16666,39336.0,2032.01,2145.15,2031.42,2086.52,0.93886,0.94048,0.93704,0.93924,0.84797,0.85028,0.8479,0.84981,3.93511,3.97317,3.92555,3.97185,1922.29,1955.75,1922.29,1953.02,25516439,57681.34,58477.43,57681.34,58444.34,47702996.0
